Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,11-2,1,37.5%,1,41.8%,1,45.2%,1,49.3%,28,9.9%,27,8.5%,11,2.1%,15,1.0%
PIT,10-3,2,32.0%,2,33.5%,9,8.7%,8,11.7%,1,-20.3%,1,-19.0%,9,3.0%,10,2.8%
PHI,9-4,3,26.5%,3,26.9%,3,21.2%,2,21.2%,12,-3.9%,12,-2.7%,13,1.4%,9,2.9%
BAL,9-4,4,21.5%,4,25.5%,13,5.8%,14,6.8%,6,-9.9%,5,-11.4%,3,5.8%,2,7.3%
ATL,11-2,5,20.9%,7,21.2%,5,13.8%,5,13.4%,13,-3.5%,14,-2.5%,7,3.6%,4,5.3%
GB,8-5,6,19.7%,8,20.3%,8,10.7%,9,9.1%,4,-12.1%,4,-13.6%,25,-3.0%,23,-2.5%
NYG,9-4,7,19.7%,6,21.6%,11,7.8%,11,8.6%,2,-17.8%,2,-17.9%,31,-5.9%,31,-4.9%
SD,7-6,8,17.7%,5,22.4%,4,15.7%,4,18.2%,3,-14.9%,3,-13.8%,32,-12.8%,32,-9.6%
NO,10-3,9,15.6%,9,17.6%,7,10.8%,6,12.6%,8,-7.6%,7,-8.3%,24,-2.9%,25,-3.2%
TEN,5-8,10,9.0%,11,4.2%,17,-2.5%,17,-2.7%,10,-5.6%,16,-0.5%,2,5.9%,3,6.4%
MIA,7-6,11,8.8%,10,8.8%,15,2.2%,16,0.5%,9,-6.3%,9,-6.7%,16,0.3%,13,1.6%
NYJ,9-4,12,8.8%,12,3.9%,19,-3.9%,25,-8.0%,7,-8.2%,8,-8.0%,6,4.4%,7,3.9%
IND,7-6,13,3.1%,14,1.0%,6,11.4%,10,9.0%,22,3.7%,21,4.0%,30,-4.6%,27,-4.1%
KC,8-5,14,2.9%,19,-3.7%,10,8.0%,12,6.9%,21,2.7%,24,6.2%,23,-2.4%,29,-4.4%
HOU,5-8,15,2.3%,13,2.9%,2,21.8%,3,20.9%,29,15.9%,29,13.7%,28,-3.6%,28,-4.3%
CLE,5-8,16,0.2%,15,0.7%,21,-5.7%,18,-5.6%,14,-3.5%,11,-3.8%,10,2.4%,11,2.5%
TB,8-5,17,-3.3%,16,-0.3%,14,3.5%,13,6.9%,24,5.5%,22,5.2%,20,-1.3%,20,-2.0%
DET,3-10,18,-3.4%,20,-4.0%,23,-7.0%,23,-6.9%,15,-1.6%,13,-2.7%,12,1.9%,17,0.2%
CHI,9-4,19,-5.3%,18,-1.8%,30,-20.7%,30,-17.6%,5,-10.7%,6,-11.3%,5,4.8%,5,4.5%
JAX,8-5,20,-6.8%,17,-1.4%,12,7.0%,7,12.4%,31,18.8%,30,17.6%,4,5.0%,8,3.8%
MIN,5-8,21,-8.6%,23,-10.0%,27,-14.2%,27,-14.6%,11,-5.4%,10,-4.6%,18,0.2%,18,0.1%
DAL,4-9,22,-11.0%,25,-12.9%,18,-3.9%,21,-6.2%,25,7.6%,25,7.8%,15,0.5%,14,1.1%
SF,5-8,23,-11.0%,22,-9.5%,26,-10.7%,24,-7.5%,16,-1.5%,17,0.0%,21,-1.9%,21,-2.0%
OAK,6-7,24,-12.7%,21,-6.9%,25,-9.9%,19,-5.6%,19,0.6%,15,-0.9%,22,-2.2%,22,-2.2%
CIN,2-11,25,-14.3%,27,-19.1%,20,-5.4%,22,-6.6%,23,4.7%,26,8.0%,29,-4.1%,30,-4.5%
BUF,3-10,26,-15.3%,24,-12.3%,22,-6.8%,20,-6.2%,26,9.1%,23,5.6%,14,0.6%,19,-0.5%
STL,6-7,27,-15.6%,26,-13.6%,28,-16.4%,28,-15.0%,17,-0.6%,18,0.4%,17,0.2%,12,1.9%
WAS,5-8,28,-21.6%,29,-25.0%,24,-9.2%,26,-10.9%,27,9.2%,28,10.5%,26,-3.2%,26,-3.7%
DEN,3-10,29,-23.6%,28,-21.7%,16,1.0%,15,1.8%,32,21.0%,31,20.6%,27,-3.5%,24,-2.9%
SEA,6-7,30,-24.4%,31,-30.6%,29,-16.9%,29,-16.9%,30,15.9%,32,21.0%,1,8.4%,1,7.4%
ARI,4-9,31,-31.0%,30,-30.1%,31,-34.0%,31,-33.3%,18,0.3%,19,0.7%,8,3.3%,6,3.9%
CAR,1-12,32,-39.9%,32,-39.3%,32,-39.1%,32,-36.3%,20,0.7%,20,3.7%,19,-0.1%,16,0.7%
