Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,10-2,1,35.2%,1,37.1%,1,43.7%,1,46.3%,27,11.2%,28,10.6%,10,2.6%,12,1.5%
PIT,9-3,2,29.1%,2,29.3%,13,6.5%,12,8.8%,1,-19.3%,1,-17.3%,7,3.2%,8,3.2%
PHI,8-4,3,27.2%,3,28.2%,3,23.3%,3,23.9%,13,-3.8%,14,-3.0%,15,0.0%,14,1.2%
GB,8-4,4,24.6%,4,26.4%,4,14.8%,5,15.1%,3,-13.5%,2,-14.9%,27,-3.7%,27,-3.6%
ATL,10-2,5,20.8%,6,21.2%,6,12.1%,6,12.6%,12,-5.3%,13,-3.7%,6,3.4%,4,4.9%
BAL,8-4,6,20.3%,5,23.3%,12,7.8%,8,9.9%,6,-9.3%,6,-9.6%,8,3.2%,5,3.8%
NYG,8-4,7,19.5%,7,20.5%,11,8.0%,11,9.3%,2,-16.4%,3,-14.8%,30,-4.8%,28,-3.6%
NO,9-3,8,12.7%,9,13.5%,7,10.1%,7,11.4%,11,-5.5%,10,-5.2%,26,-2.8%,25,-3.1%
SD,6-6,9,12.2%,8,15.0%,5,14.7%,4,16.3%,5,-12.2%,5,-11.0%,32,-14.8%,32,-12.3%
NYJ,9-3,10,9.5%,12,4.7%,18,-1.4%,18,-4.0%,8,-6.7%,11,-5.1%,4,4.2%,7,3.5%
MIA,6-6,11,7.8%,11,8.4%,14,5.9%,14,6.5%,14,-2.4%,16,-1.2%,18,-0.5%,15,0.8%
KC,8-4,12,7.2%,16,2.3%,8,9.6%,10,9.6%,20,0.2%,19,2.8%,25,-2.2%,29,-4.5%
CLE,5-7,13,6.9%,10,11.4%,17,-1.0%,17,1.7%,10,-5.7%,7,-6.9%,12,2.2%,9,2.8%
TEN,5-7,14,6.6%,17,1.1%,23,-9.0%,26,-11.6%,7,-8.6%,12,-4.8%,2,7.0%,1,7.8%
IND,6-6,15,4.3%,15,2.8%,9,8.8%,15,6.5%,17,-0.8%,15,-1.4%,31,-5.3%,30,-5.0%
HOU,5-7,16,4.1%,13,4.5%,2,24.8%,2,24.6%,31,19.4%,30,18.6%,21,-1.4%,21,-1.5%
CHI,9-3,17,-1.0%,14,3.2%,30,-19.0%,29,-15.3%,4,-12.6%,4,-13.3%,3,5.4%,3,5.2%
TB,7-5,18,-2.7%,18,-0.8%,16,2.6%,16,5.2%,22,3.4%,22,3.6%,24,-1.9%,24,-2.4%
JAX,7-5,19,-7.5%,19,-5.2%,15,4.3%,13,7.3%,30,15.4%,29,14.2%,5,3.5%,11,1.8%
MIN,5-7,20,-8.5%,22,-8.7%,26,-13.1%,27,-11.8%,9,-6.3%,8,-5.5%,23,-1.7%,23,-2.4%
DET,2-10,21,-8.8%,24,-11.8%,21,-8.8%,23,-9.0%,21,2.4%,21,3.5%,11,2.4%,16,0.7%
SF,4-8,22,-9.6%,21,-7.5%,25,-11.4%,22,-7.9%,16,-1.7%,18,0.2%,16,0.0%,17,0.6%
DAL,4-8,23,-12.4%,26,-14.2%,19,-4.2%,20,-6.6%,26,9.0%,26,9.6%,14,0.8%,10,2.0%
CIN,2-10,24,-13.6%,27,-17.5%,20,-5.3%,19,-5.6%,23,3.5%,24,6.5%,29,-4.8%,31,-5.4%
OAK,6-6,25,-13.7%,20,-6.0%,28,-14.8%,24,-11.3%,15,-2.0%,9,-5.4%,20,-0.9%,20,-0.2%
STL,6-6,26,-14.0%,23,-9.8%,27,-14.8%,25,-11.6%,18,-0.7%,17,-0.3%,17,0.0%,13,1.4%
DEN,3-9,27,-16.2%,25,-13.7%,10,8.1%,9,9.8%,32,20.5%,32,20.3%,28,-3.8%,26,-3.2%
BUF,2-10,28,-20.0%,28,-17.5%,22,-9.0%,21,-7.5%,28,11.9%,27,10.3%,13,0.9%,18,0.2%
WAS,5-7,29,-20.8%,29,-24.5%,24,-10.8%,28,-13.1%,25,8.3%,25,9.4%,22,-1.7%,22,-1.9%
SEA,6-6,30,-23.3%,30,-29.4%,29,-16.2%,30,-15.8%,29,14.5%,31,19.8%,1,7.5%,2,6.3%
ARI,3-9,31,-37.4%,31,-37.4%,31,-35.7%,31,-34.9%,24,4.5%,23,6.1%,9,2.8%,6,3.6%
CAR,1-11,32,-42.1%,32,-42.1%,32,-41.8%,32,-39.2%,19,-0.3%,20,2.8%,19,-0.7%,19,-0.2%
