Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,9-2,1,29.6%,3,29.3%,1,40.7%,1,41.6%,27,13.8%,28,14.0%,10,2.6%,13,1.8%
PIT,8-3,2,29.4%,2,29.7%,11,8.1%,9,10.6%,1,-18.3%,2,-16.2%,8,3.0%,10,2.9%
PHI,7-4,3,28.2%,1,30.1%,2,24.5%,2,25.7%,10,-4.9%,10,-5.0%,21,-1.1%,19,-0.6%
GB,7-4,4,22.9%,4,23.7%,6,12.3%,8,10.9%,5,-14.1%,3,-15.9%,27,-3.5%,25,-3.1%
BAL,8-3,5,19.2%,5,21.1%,12,8.0%,11,9.1%,8,-7.9%,9,-8.3%,7,3.2%,7,3.8%
ATL,9-2,6,19.0%,7,18.5%,5,13.2%,5,14.0%,11,-4.2%,14,-2.3%,14,1.6%,11,2.2%
NYG,7-4,7,17.8%,8,18.0%,13,7.8%,12,8.7%,3,-15.6%,5,-13.9%,29,-5.6%,27,-4.6%
NYJ,9-2,8,17.5%,9,14.9%,15,2.8%,18,0.9%,7,-9.4%,7,-8.8%,5,5.3%,4,5.2%
SD,6-5,9,16.2%,6,19.5%,4,14.4%,4,16.0%,2,-17.1%,1,-16.5%,32,-15.3%,32,-13.0%
NO,8-3,10,12.9%,10,14.6%,14,7.4%,14,8.1%,9,-7.6%,8,-8.6%,23,-2.0%,24,-2.1%
TEN,5-6,11,12.8%,12,10.7%,21,-6.5%,20,-7.1%,6,-12.0%,6,-9.7%,2,7.3%,1,8.1%
MIA,6-5,12,9.4%,11,12.1%,10,8.5%,10,10.1%,15,-2.0%,16,-1.3%,20,-1.1%,14,0.7%
KC,7-4,13,7.3%,16,2.3%,7,11.5%,7,11.6%,21,1.3%,22,4.4%,26,-2.8%,28,-4.9%
HOU,5-6,14,5.3%,14,6.8%,3,24.5%,3,25.1%,31,18.3%,30,17.3%,19,-1.0%,22,-1.0%
IND,6-5,15,5.1%,15,4.3%,9,10.1%,13,8.6%,18,-0.8%,15,-1.8%,30,-5.8%,30,-6.1%
CLE,4-7,16,4.8%,13,8.2%,18,-0.8%,16,1.5%,13,-2.8%,12,-3.3%,9,2.8%,8,3.5%
CHI,8-3,17,-3.3%,17,0.1%,30,-23.1%,30,-20.8%,4,-14.2%,4,-14.9%,3,5.7%,2,6.0%
SF,4-7,18,-8.7%,19,-4.7%,26,-12.1%,23,-8.4%,12,-3.5%,13,-3.1%,16,-0.1%,15,0.6%
DET,2-9,19,-8.8%,20,-10.7%,25,-11.3%,27,-11.9%,19,-0.8%,17,-1.0%,13,1.7%,17,0.2%
MIN,4-7,20,-11.3%,22,-11.9%,24,-10.9%,24,-9.5%,14,-2.4%,18,-0.9%,25,-2.8%,26,-3.3%
JAX,6-5,21,-11.3%,21,-10.8%,17,0.0%,17,1.1%,30,16.7%,29,15.9%,4,5.3%,6,4.1%
DAL,3-8,22,-13.2%,27,-17.0%,20,-4.9%,22,-8.2%,26,10.8%,26,12.1%,11,2.4%,9,3.3%
CIN,2-9,23,-13.9%,28,-17.2%,22,-7.2%,21,-7.9%,20,-0.1%,20,1.6%,31,-6.8%,31,-7.8%
BUF,2-9,24,-15.6%,23,-12.9%,19,-3.8%,19,-2.1%,28,14.0%,27,12.7%,12,2.2%,12,1.9%
WAS,5-6,25,-16.5%,29,-18.4%,23,-8.8%,26,-10.3%,25,7.1%,25,8.1%,18,-0.6%,18,-0.1%
DEN,3-8,26,-16.5%,25,-14.1%,8,10.5%,6,12.7%,32,22.0%,32,21.8%,28,-5.0%,29,-5.0%
STL,5-6,27,-17.1%,24,-13.3%,27,-13.3%,25,-10.0%,22,1.7%,21,2.0%,24,-2.1%,23,-1.3%
TB,7-4,28,-17.1%,24,-13.3%,27,-13.3%,25,-10.0%,22,1.7%,21,2.0%,24,-2.1%,23,-1.3%
OAK,5-6,29,-19.9%,26,-15.4%,29,-20.3%,29,-19.3%,16,-1.7%,11,-4.7%,22,-1.3%,21,-0.8%
SEA,5-6,30,-25.9%,30,-32.4%,28,-18.9%,28,-18.6%,29,14.5%,31,19.5%,1,7.5%,3,5.7%
ARI,3-8,31,-36.0%,31,-35.7%,31,-33.4%,31,-32.5%,24,6.3%,24,7.9%,6,3.7%,5,4.7%
CAR,1-10,32,-42.7%,32,-43.3%,32,-43.8%,32,-42.8%,17,-1.1%,19,1.0%,15,0.0%,16,0.5%
