Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PIT,4-1,1,28.9%,1,29.3%,15,4.5%,15,4.6%,3,-20.8%,3,-21.0%,9,3.7%,9,3.7%
TEN,4-2,2,27.4%,2,27.2%,18,1.5%,18,1.3%,2,-21.2%,2,-21.2%,8,4.7%,8,4.6%
NE,4-1,3,27.3%,4,26.7%,1,32.8%,1,32.4%,27,13.8%,27,13.7%,5,8.2%,5,8.0%
NYG,4-2,4,27.0%,3,27.0%,12,8.5%,12,8.6%,1,-26.6%,1,-26.4%,31,-8.1%,31,-7.9%
PHI,4-2,5,22.9%,5,23.3%,4,23.5%,4,23.6%,10,-4.3%,10,-4.6%,25,-4.9%,24,-4.9%
NYJ,5-1,6,21.5%,6,21.5%,6,14.6%,6,15.3%,18,0.1%,18,0.7%,6,6.9%,6,6.9%
KC,3-2,7,20.3%,7,19.9%,10,9.6%,10,9.7%,12,-4.3%,13,-4.2%,7,6.5%,7,6.0%
NO,4-2,8,14.0%,8,13.8%,8,11.6%,8,11.4%,14,-4.0%,14,-3.9%,18,-1.7%,18,-1.5%
IND,4-2,9,12.9%,9,13.7%,3,24.3%,3,24.6%,23,4.6%,23,4.2%,29,-6.8%,29,-6.6%
ATL,4-2,10,12.4%,10,12.3%,13,7.4%,13,7.4%,7,-8.7%,7,-8.6%,22,-3.6%,22,-3.8%
GB,3-3,11,10.3%,12,9.6%,7,12.2%,7,12.0%,13,-4.2%,12,-4.2%,28,-6.2%,28,-6.6%
BAL,4-2,12,10.1%,11,10.2%,14,5.0%,14,5.7%,15,-4.0%,15,-3.4%,13,1.1%,13,1.2%
SEA,3-2,13,8.4%,13,7.5%,23,-7.2%,23,-7.4%,16,-3.9%,17,-3.1%,1,11.7%,1,11.8%
SD,2-4,14,6.6%,14,7.2%,5,15.6%,5,16.0%,4,-14.3%,4,-14.3%,32,-23.4%,32,-23.1%
HOU,4-2,15,4.6%,15,3.9%,2,27.6%,2,27.4%,30,21.1%,30,21.3%,20,-1.9%,20,-2.2%
DAL,1-4,16,0.2%,16,-0.3%,9,10.0%,9,9.8%,20,2.5%,20,2.9%,30,-7.3%,30,-7.2%
DET,1-5,17,-0.6%,17,-0.3%,22,-6.9%,21,-6.5%,21,3.4%,21,3.5%,2,9.7%,2,9.8%
MIA,3-2,18,-2.7%,18,-2.5%,16,4.0%,16,4.4%,19,0.9%,19,1.2%,27,-5.9%,27,-5.7%
CIN,2-3,19,-4.0%,19,-3.1%,19,-5.7%,19,-6.1%,17,-2.6%,16,-3.4%,16,-0.8%,16,-0.4%
MIN,2-3,20,-4.1%,20,-3.8%,27,-19.5%,28,-19.6%,5,-13.5%,5,-13.9%,11,1.9%,11,1.9%
WAS,3-3,21,-5.9%,21,-5.5%,17,2.6%,17,2.9%,25,8.6%,25,8.4%,15,0.0%,15,0.1%
SF,1-5,22,-10.1%,22,-8.9%,26,-16.2%,26,-15.3%,8,-7.7%,8,-7.8%,17,-1.6%,17,-1.5%
DEN,2-4,23,-10.7%,23,-10.2%,11,9.3%,11,9.5%,28,14.8%,28,14.6%,26,-5.2%,26,-5.2%
CHI,4-2,24,-11.7%,24,-12.3%,30,-26.3%,30,-26.5%,9,-6.3%,9,-5.8%,4,8.3%,4,8.4%
CLE,1-5,25,-17.0%,25,-17.1%,20,-6.4%,20,-6.2%,26,11.2%,26,11.7%,14,0.6%,14,0.8%
TB,3-2,26,-18.2%,26,-18.5%,24,-9.8%,24,-9.6%,24,6.7%,24,7.1%,19,-1.7%,19,-1.9%
STL,3-3,27,-20.4%,27,-20.2%,28,-19.8%,27,-19.6%,11,-4.3%,11,-4.5%,24,-4.9%,25,-5.1%
JAX,3-3,28,-20.7%,28,-21.7%,21,-6.7%,22,-7.2%,31,22.7%,31,23.0%,3,8.6%,3,8.5%
BUF,0-5,29,-40.5%,30,-40.9%,25,-15.4%,25,-15.2%,32,27.5%,32,28.1%,10,2.4%,10,2.3%
OAK,2-4,30,-41.2%,29,-40.8%,29,-23.3%,29,-22.9%,29,15.5%,29,15.4%,21,-2.5%,21,-2.4%
ARI,3-2,31,-43.9%,32,-44.9%,31,-41.7%,31,-42.3%,22,3.4%,22,4.0%,12,1.2%,12,1.4%
CAR,0-5,32,-44.5%,31,-44.6%,32,-51.7%,32,-51.6%,6,-11.2%,6,-11.2%,23,-4.0%,23,-4.2%
