Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,5-3,1,29.6%,2,30.5%,3,25.1%,2,24.9%,9,-6.8%,8,-7.7%,24,-2.2%,23,-2.1%
NYG,6-2,2,28.6%,1,32.3%,6,14.6%,6,16.7%,1,-22.5%,1,-23.8%,31,-8.5%,31,-8.2%
TEN,5-3,3,26.9%,3,28.4%,12,4.6%,12,6.7%,3,-16.6%,3,-15.3%,4,5.6%,5,6.4%
PIT,6-2,4,21.5%,4,21.0%,18,0.3%,16,2.4%,2,-19.8%,2,-17.6%,13,1.5%,12,1.0%
KC,5-3,5,20.3%,5,18.4%,9,10.1%,10,10.7%,6,-10.8%,7,-9.8%,15,-0.6%,22,-2.1%
GB,6-3,6,19.7%,6,17.5%,8,12.2%,9,11.1%,4,-11.5%,4,-11.2%,26,-4.0%,26,-4.8%
NE,6-2,7,15.9%,7,14.9%,1,26.4%,1,25.2%,28,14.4%,28,13.7%,9,3.9%,10,3.4%
ATL,6-2,8,15.1%,10,12.8%,7,14.3%,7,13.6%,12,-4.3%,13,-3.5%,25,-3.5%,25,-4.3%
SD,4-5,9,13.4%,8,13.9%,5,21.1%,4,22.1%,5,-11.3%,5,-10.1%,32,-19.0%,32,-18.3%
IND,5-3,10,12.9%,9,13.1%,4,21.1%,5,20.8%,24,2.5%,20,2.0%,29,-5.7%,29,-5.6%
NO,6-3,11,11.0%,11,11.6%,13,4.2%,14,3.2%,7,-8.2%,6,-9.9%,22,-1.3%,21,-1.4%
BAL,6-2,12,9.8%,12,11.3%,10,8.1%,8,11.4%,19,0.3%,23,2.9%,11,2.0%,11,2.8%
NYJ,6-2,13,9.7%,14,7.1%,17,0.6%,18,-0.1%,13,-3.9%,16,-1.9%,7,5.2%,8,5.3%
CLE,3-5,14,6.8%,13,8.8%,14,2.4%,13,4.3%,18,0.0%,19,1.2%,8,4.5%,7,5.7%
HOU,4-4,15,5.4%,16,4.3%,2,25.5%,3,24.3%,30,19.4%,30,19.1%,16,-0.7%,19,-1.0%
MIA,4-4,16,3.5%,15,4.8%,11,6.2%,11,8.2%,20,1.6%,24,3.2%,21,-1.2%,15,-0.3%
DET,2-6,17,0.6%,17,3.0%,23,-6.8%,22,-6.0%,16,-1.5%,15,-2.9%,3,5.9%,6,6.1%
SF,2-6,18,-5.2%,18,-0.5%,26,-9.9%,24,-6.9%,11,-4.5%,11,-5.4%,14,0.2%,13,0.9%
CIN,2-6,19,-5.8%,20,-5.6%,16,1.6%,15,2.5%,22,2.1%,22,2.8%,28,-5.4%,28,-5.3%
MIN,3-5,20,-7.6%,21,-6.4%,25,-8.1%,23,-6.6%,17,-1.3%,17,-0.9%,17,-0.9%,17,-0.7%
OAK,5-4,21,-8.4%,19,-4.2%,27,-10.9%,27,-8.9%,15,-3.6%,12,-5.3%,19,-1.1%,16,-0.6%
TB,5-3,22,-10.6%,24,-13.2%,19,-3.6%,20,-3.6%,25,8.5%,25,10.5%,12,1.5%,14,0.9%
WAS,4-4,23,-11.1%,22,-9.0%,24,-8.0%,25,-8.3%,21,2.1%,18,-0.1%,18,-1.0%,18,-0.8%
JAX,4-4,24,-12.1%,23,-11.5%,20,-3.8%,19,-3.1%,29,16.5%,29,16.3%,2,8.2%,2,7.9%
STL,4-4,25,-14.9%,25,-13.3%,28,-16.3%,28,-15.4%,10,-6.3%,9,-7.2%,27,-4.8%,27,-5.2%
DAL,1-7,26,-19.1%,27,-21.7%,21,-6.0%,26,-8.3%,27,12.0%,26,12.3%,20,-1.1%,20,-1.2%
CHI,5-3,27,-19.2%,26,-21.2%,30,-31.7%,30,-34.2%,8,-7.2%,10,-6.5%,6,5.4%,4,6.5%
SEA,4-4,28,-26.0%,31,-30.0%,29,-25.1%,29,-25.7%,26,9.8%,27,12.6%,1,8.9%,1,8.3%
DEN,2-6,29,-27.7%,29,-28.3%,15,1.9%,17,1.5%,31,23.3%,31,23.5%,30,-6.3%,30,-6.3%
BUF,0-8,30,-28.3%,28,-27.4%,22,-6.3%,21,-4.4%,32,25.6%,32,26.6%,10,3.6%,9,3.6%
ARI,3-5,31,-31.0%,30,-29.9%,31,-34.0%,31,-34.8%,23,2.5%,21,2.3%,5,5.5%,3,7.2%
CAR,1-7,32,-46.2%,32,-46.9%,32,-47.9%,32,-47.9%,14,-3.9%,14,-3.3%,23,-2.2%,24,-2.3%
