Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,14-2,1,44.3%,1,55.9%,1,42.8%,1,46.4%,23,3.2%,12,-4.1%,8,4.7%,7,5.4%
PIT,12-4,2,34.7%,2,38.3%,5,14.5%,2,21.4%,1,-19.8%,1,-18.0%,16,0.4%,17,-1.1%
GB,10-6,3,23.5%,4,24.1%,7,11.9%,8,9.9%,2,-14.0%,2,-15.9%,26,-2.4%,22,-1.7%
PHI,10-6,4,22.3%,5,19.7%,3,18.2%,5,15.1%,13,-1.7%,16,0.4%,12,2.3%,8,5.0%
BAL,12-4,5,21.9%,3,26.9%,12,5.7%,11,6.3%,5,-10.2%,3,-11.8%,4,6.0%,3,8.9%
ATL,13-3,6,20.4%,7,18.9%,8,8.3%,14,4.1%,9,-5.8%,10,-4.5%,3,6.3%,1,10.4%
NYJ,11-5,7,17.7%,8,14.4%,15,2.3%,19,-1.6%,6,-9.7%,5,-9.7%,5,5.8%,4,6.3%
SD,9-7,8,14.7%,6,19.3%,4,15.6%,4,17.0%,7,-9.3%,8,-6.3%,32,-10.2%,29,-4.0%
NO,11-5,9,12.5%,9,13.5%,11,6.3%,12,6.1%,8,-7.8%,6,-9.2%,21,-1.5%,23,-1.9%
NYG,10-6,10,11.8%,10,11.0%,10,7.3%,10,8.0%,4,-10.3%,7,-7.9%,30,-5.8%,31,-4.8%
TEN,6-10,11,6.0%,16,-0.4%,20,-4.2%,21,-4.9%,10,-4.9%,19,1.2%,6,5.3%,5,5.7%
HOU,6-10,12,3.6%,15,6.3%,2,21.6%,3,20.6%,30,16.3%,29,11.8%,23,-1.7%,25,-2.5%
TB,10-6,13,2.8%,13,7.5%,9,8.1%,6,13.7%,25,4.8%,23,4.8%,18,-0.5%,19,-1.4%
CHI,11-5,14,2.2%,11,8.8%,28,-16.0%,25,-11.4%,3,-10.8%,4,-11.1%,1,7.4%,2,9.1%
DET,6-10,15,2.1%,14,6.6%,19,-0.6%,13,4.5%,16,-0.2%,15,-0.7%,11,2.6%,14,1.4%
MIA,7-9,16,1.6%,17,-2.9%,18,1.0%,20,-3.7%,12,-4.3%,9,-4.9%,29,-3.7%,30,-4.1%
IND,10-6,17,1.0%,18,-3.7%,6,13.1%,7,11.5%,26,5.8%,28,8.2%,31,-6.3%,32,-6.9%
KC,10-6,18,-1.0%,22,-8.5%,13,4.1%,16,2.8%,22,3.0%,26,7.6%,24,-2.1%,28,-3.7%
CIN,4-12,19,-4.8%,20,-7.4%,16,1.6%,15,3.8%,21,2.8%,27,7.6%,28,-3.6%,27,-3.5%
OAK,8-8,20,-4.8%,12,8.6%,23,-8.2%,17,0.0%,14,-1.6%,11,-4.5%,13,1.8%,9,4.1%
CLE,5-11,21,-4.9%,24,-10.0%,21,-5.0%,22,-6.9%,20,2.7%,24,6.2%,10,2.8%,13,3.1%
DAL,6-10,22,-8.7%,21,-7.9%,22,-5.0%,24,-7.9%,24,4.2%,20,1.3%,15,0.6%,15,1.3%
JAX,8-8,23,-10.6%,19,-6.0%,14,3.5%,9,8.2%,32,18.8%,31,17.6%,7,4.8%,11,3.4%
MIN,6-10,24,-11.7%,26,-13.9%,27,-14.7%,27,-16.5%,11,-4.4%,13,-3.9%,19,-1.4%,18,-1.3%
SF,6-10,25,-12.4%,23,-9.6%,24,-10.9%,23,-7.5%,17,0.0%,17,0.6%,20,-1.5%,20,-1.5%
STL,7-9,26,-15.9%,25,-13.5%,30,-18.3%,30,-18.2%,15,-1.6%,14,-1.5%,14,0.8%,12,3.2%
DEN,4-12,27,-19.8%,27,-18.3%,17,1.5%,18,0.0%,31,18.8%,30,17.3%,27,-2.6%,16,-1.0%
WAS,6-10,28,-20.9%,29,-23.4%,25,-11.4%,26,-14.0%,27,7.2%,25,6.2%,25,-2.3%,26,-3.2%
BUF,4-12,29,-22.4%,28,-21.4%,26,-14.5%,28,-17.2%,28,7.8%,21,2.3%,17,-0.1%,24,-1.9%
SEA,7-9,30,-24.3%,30,-31.1%,29,-17.8%,29,-17.3%,29,12.9%,32,17.7%,2,6.4%,10,3.9%
ARI,5-11,31,-33.5%,31,-32.2%,31,-35.8%,32,-37.0%,19,1.8%,18,0.8%,9,4.2%,6,5.6%
CAR,2-14,32,-38.3%,32,-35.2%,32,-36.2%,31,-29.7%,18,0.5%,22,3.9%,22,-1.5%,21,-1.5%
