Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,3-1,1,30.9%,1,30.9%,1,42.0%,1,42.0%,27,15.7%,27,15.7%,6,4.6%,6,4.6%
KC,3-1,2,28.9%,2,28.9%,14,4.9%,14,4.9%,5,-16.3%,5,-16.3%,4,7.7%,4,7.7%
NYJ,4-1,3,26.3%,3,26.3%,7,18.4%,7,18.4%,18,-1.5%,18,-1.5%,5,6.3%,5,6.3%
NYG,3-2,4,23.4%,4,23.4%,13,5.7%,13,5.7%,1,-26.1%,1,-26.1%,30,-8.4%,30,-8.4%
ATL,4-1,5,22.9%,5,22.9%,10,10.1%,10,10.1%,6,-14.2%,6,-14.2%,18,-1.4%,18,-1.4%
PIT,3-1,6,21.8%,6,21.8%,21,-4.4%,21,-4.4%,2,-22.8%,2,-22.8%,9,3.4%,9,3.4%
TEN,3-2,7,20.6%,7,20.6%,17,-0.7%,17,-0.7%,4,-17.5%,4,-17.5%,8,3.8%,8,3.8%
GB,3-2,8,18.3%,8,18.3%,6,18.6%,6,18.6%,10,-5.7%,10,-5.7%,28,-5.9%,28,-5.9%
PHI,3-2,9,18.1%,9,18.1%,4,19.6%,4,19.6%,14,-2.3%,14,-2.3%,25,-3.8%,25,-3.8%
SD,2-3,10,15.0%,10,15.0%,3,20.9%,3,20.9%,3,-19.2%,3,-19.2%,32,-25.1%,32,-25.1%
IND,3-2,11,14.0%,11,14.0%,2,25.1%,2,25.1%,26,8.2%,26,8.2%,21,-2.9%,21,-2.9%
BAL,4-1,12,11.8%,12,11.8%,11,8.9%,11,8.9%,17,-1.9%,17,-1.9%,13,1.0%,13,1.0%
DAL,1-3,13,9.5%,13,9.5%,8,16.9%,8,16.9%,23,4.4%,23,4.4%,23,-3.0%,23,-3.0%
NO,3-2,14,8.2%,14,8.2%,12,6.9%,12,6.9%,16,-2.0%,16,-2.0%,14,-0.7%,14,-0.7%
SEA,2-2,15,6.0%,15,6.0%,27,-17.8%,27,-17.8%,11,-4.6%,11,-4.6%,1,19.2%,1,19.2%
TB,3-1,16,1.6%,16,1.6%,20,-3.8%,20,-3.8%,13,-3.5%,13,-3.5%,11,1.9%,11,1.9%
DET,1-4,17,1.2%,17,1.2%,23,-6.8%,23,-6.8%,19,1.0%,19,1.0%,3,9.0%,3,9.0%
CIN,2-3,18,0.0%,18,0.0%,19,-2.8%,19,-2.8%,12,-3.5%,12,-3.5%,15,-0.8%,15,-0.8%
HOU,3-2,19,-1.4%,19,-1.4%,5,19.2%,5,19.2%,29,19.2%,29,19.2%,17,-1.4%,17,-1.4%
WAS,3-2,20,-5.7%,20,-5.7%,15,4.5%,15,4.5%,25,7.9%,25,7.9%,20,-2.3%,20,-2.3%
MIN,1-3,21,-10.7%,21,-10.7%,28,-20.1%,28,-20.1%,8,-11.3%,8,-11.3%,19,-1.9%,19,-1.9%
CHI,4-1,22,-11.7%,22,-11.7%,30,-29.5%,30,-29.5%,7,-13.8%,7,-13.8%,7,4.0%,7,4.0%
MIA,2-2,23,-12.1%,23,-12.1%,16,3.2%,16,3.2%,20,3.1%,20,3.1%,31,-12.2%,31,-12.2%
JAX,3-2,24,-13.3%,24,-13.3%,18,-0.9%,18,-0.9%,31,23.7%,31,23.7%,2,11.2%,2,11.2%
CLE,1-4,25,-14.8%,25,-14.8%,22,-6.3%,22,-6.3%,24,7.3%,24,7.3%,16,-1.3%,16,-1.3%
DEN,2-3,26,-16.9%,26,-16.9%,9,10.3%,9,10.3%,30,22.3%,30,22.3%,27,-4.9%,27,-4.9%
SF,0-5,27,-23.3%,27,-23.3%,25,-16.8%,25,-16.8%,21,3.4%,21,3.4%,24,-3.1%,24,-3.1%
STL,2-3,28,-27.1%,28,-27.1%,29,-21.6%,29,-21.6%,15,-2.0%,15,-2.0%,29,-7.6%,29,-7.6%
OAK,2-3,29,-36.6%,29,-36.6%,26,-16.9%,26,-16.9%,28,16.7%,28,16.7%,22,-3.0%,22,-3.0%
BUF,0-5,30,-38.1%,30,-38.1%,24,-12.7%,24,-12.7%,32,27.8%,32,27.8%,10,2.4%,10,2.4%
CAR,0-5,31,-41.8%,31,-41.8%,32,-47.6%,32,-47.6%,9,-9.9%,9,-9.9%,26,-4.0%,26,-4.0%
ARI,3-2,32,-42.8%,32,-42.8%,31,-39.6%,31,-39.6%,22,4.3%,22,4.3%,12,1.2%,12,1.2%
