Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,1-0,1,62.9%,1,62.9%,13,6.8%,13,6.8%,2,-46.5%,2,-46.5%,7,9.7%,7,9.7%
TEN,1-0,2,61.0%,2,61.0%,7,26.1%,7,26.1%,5,-25.1%,5,-25.1%,6,9.8%,6,9.8%
NE,1-0,3,58.7%,3,58.7%,1,58.9%,1,58.9%,24,18.7%,24,18.7%,2,18.5%,2,18.5%
JAX,1-0,4,48.2%,4,48.2%,3,43.4%,3,43.4%,23,12.0%,23,12.0%,4,16.8%,4,16.8%
NYG,1-0,5,42.4%,5,42.4%,14,3.1%,14,3.1%,1,-61.0%,1,-61.0%,30,-21.7%,30,-21.7%
GB,1-0,6,38.2%,6,38.2%,6,30.2%,6,30.2%,21,9.7%,21,9.7%,3,17.7%,3,17.7%
HOU,1-0,7,35.4%,7,35.4%,2,51.0%,2,51.0%,28,29.5%,28,29.5%,5,14.0%,5,14.0%
CHI,1-0,8,29.9%,8,29.9%,24,-11.7%,24,-11.7%,4,-38.7%,4,-38.7%,15,2.9%,15,2.9%
DAL,0-1,9,29.5%,9,29.5%,4,35.3%,4,35.3%,15,-6.6%,15,-6.6%,27,-12.4%,27,-12.4%
NO,1-0,10,26.4%,10,26.4%,8,22.5%,8,22.5%,9,-13.2%,9,-13.2%,25,-9.4%,25,-9.4%
KC,1-0,11,24.2%,11,24.2%,15,3.1%,15,3.1%,19,7.2%,19,7.2%,1,28.3%,1,28.3%
MIA,1-0,12,20.7%,12,20.7%,12,12.1%,12,12.1%,8,-21.8%,8,-21.8%,28,-13.2%,28,-13.2%
PIT,1-0,13,8.9%,13,8.9%,16,1.7%,16,1.7%,14,-7.0%,14,-7.0%,16,0.2%,16,0.2%
TB,1-0,14,8.7%,14,8.7%,22,-7.7%,22,-7.7%,13,-8.2%,13,-8.2%,8,8.2%,8,8.2%
BAL,1-0,15,6.4%,15,6.4%,27,-26.7%,27,-26.7%,3,-39.4%,3,-39.4%,21,-6.3%,21,-6.3%
ARI,1-0,16,6.0%,16,6.0%,23,-8.9%,23,-8.9%,7,-24.3%,7,-24.3%,24,-9.4%,24,-9.4%
ATL,0-1,17,1.3%,17,1.3%,17,-1.2%,17,-1.2%,18,1.4%,18,1.4%,14,3.9%,14,3.9%
CLE,0-1,18,-2.6%,18,-2.6%,19,-4.9%,19,-4.9%,10,-13.2%,10,-13.2%,26,-10.8%,26,-10.8%
PHI,0-1,19,-6.4%,19,-6.4%,10,15.6%,10,15.6%,25,19.0%,25,19.0%,19,-3.1%,19,-3.1%
STL,0-1,20,-8.8%,20,-8.8%,26,-25.3%,26,-25.3%,12,-10.3%,12,-10.3%,12,6.2%,12,6.2%
NYJ,0-1,21,-13.3%,21,-13.3%,29,-45.8%,29,-45.8%,6,-24.5%,6,-24.5%,9,8.0%,9,8.0%
DET,0-1,22,-19.6%,22,-19.6%,28,-34.7%,28,-34.7%,11,-10.3%,11,-10.3%,13,4.8%,13,4.8%
BUF,0-1,23,-24.2%,23,-24.2%,25,-23.4%,25,-23.4%,20,7.8%,20,7.8%,10,7.1%,10,7.1%
MIN,0-1,24,-28.3%,24,-28.3%,21,-6.4%,21,-6.4%,26,20.5%,26,20.5%,17,-1.3%,17,-1.3%
IND,0-1,25,-28.8%,25,-28.8%,5,32.0%,5,32.0%,31,45.7%,31,45.7%,29,-15.0%,29,-15.0%
DEN,0-1,26,-28.9%,26,-28.9%,11,12.4%,11,12.4%,30,37.3%,30,37.3%,20,-4.0%,20,-4.0%
SD,0-1,27,-35.7%,27,-35.7%,18,-3.9%,18,-3.9%,16,-5.2%,16,-5.2%,32,-37.0%,32,-37.0%
WAS,1-0,28,-40.9%,28,-40.9%,20,-5.6%,20,-5.6%,29,33.0%,29,33.0%,18,-2.4%,18,-2.4%
CIN,0-1,29,-57.7%,29,-57.7%,9,20.7%,9,20.7%,32,56.4%,32,56.4%,31,-22.1%,31,-22.1%
CAR,0-1,30,-58.0%,30,-58.0%,32,-66.2%,32,-66.2%,17,-1.4%,17,-1.4%,11,6.8%,11,6.8%
SF,0-1,31,-80.8%,31,-80.8%,31,-62.3%,31,-62.3%,22,11.2%,22,11.2%,22,-7.3%,22,-7.3%
OAK,0-1,32,-91.2%,32,-91.2%,30,-55.0%,30,-55.0%,27,28.6%,27,28.6%,23,-7.6%,23,-7.6%
