Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,4-2,1,26.2%,2,26.3%,5,15.4%,5,16.0%,10,-5.9%,10,-5.6%,9,4.9%,9,4.7%
NYG,5-2,2,25.6%,1,26.8%,11,10.4%,11,11.0%,1,-24.4%,1,-24.9%,31,-9.1%,31,-9.1%
TEN,5-2,3,24.9%,3,25.8%,18,-0.9%,17,0.1%,2,-20.4%,2,-20.0%,7,5.4%,7,5.7%
PHI,4-3,4,24.8%,4,25.2%,4,21.2%,4,21.3%,8,-6.7%,8,-7.0%,24,-3.1%,24,-3.1%
NE,5-1,5,24.4%,5,24.7%,2,26.1%,2,26.0%,28,9.3%,27,8.9%,5,7.6%,5,7.6%
PIT,5-1,6,23.9%,6,23.8%,15,3.5%,14,4.6%,3,-17.5%,3,-16.5%,12,2.9%,12,2.7%
NYJ,5-1,7,18.6%,7,18.0%,8,13.1%,8,13.3%,19,1.4%,20,2.3%,6,6.9%,6,7.0%
ATL,5-2,8,13.7%,8,12.7%,9,12.5%,10,12.1%,13,-2.2%,14,-1.8%,18,-1.0%,18,-1.2%
IND,4-2,9,10.8%,9,10.5%,3,23.3%,3,23.2%,25,5.7%,25,5.8%,30,-6.8%,30,-6.8%
GB,4-3,10,10.3%,11,9.3%,6,14.3%,7,14.2%,14,-2.1%,16,-1.6%,29,-6.1%,29,-6.5%
SD,2-5,11,9.6%,10,9.5%,7,14.1%,6,14.3%,4,-16.6%,4,-16.3%,32,-21.1%,32,-21.1%
HOU,4-2,12,7.3%,14,6.9%,1,28.5%,1,28.1%,29,19.3%,29,19.2%,20,-1.9%,20,-2.0%
BAL,5-2,13,7.2%,12,7.8%,13,5.2%,13,6.4%,18,1.4%,18,2.3%,11,3.4%,11,3.7%
DAL,1-5,14,6.9%,13,7.1%,10,12.2%,9,12.2%,24,5.0%,24,4.8%,16,-0.3%,15,-0.3%
NO,4-3,15,4.9%,15,4.8%,14,4.9%,15,4.5%,11,-3.5%,11,-3.9%,25,-3.5%,25,-3.6%
MIA,3-3,16,3.8%,16,3.6%,12,6.7%,12,7.2%,17,-1.4%,17,-0.7%,26,-4.3%,26,-4.3%
SEA,4-2,17,0.6%,17,0.5%,25,-12.6%,25,-12.4%,15,-2.0%,15,-1.8%,1,11.1%,1,11.1%
DET,1-5,18,-0.4%,18,0.2%,21,-6.4%,22,-6.2%,23,3.7%,23,3.5%,2,9.7%,2,9.8%
MIN,2-4,19,-3.0%,19,-2.2%,28,-15.6%,28,-15.3%,6,-10.5%,6,-10.8%,13,2.1%,13,2.3%
CIN,2-4,20,-4.2%,20,-4.2%,16,1.2%,16,1.5%,22,2.8%,21,3.2%,23,-2.5%,22,-2.5%
CLE,2-5,21,-5.3%,21,-5.3%,22,-6.4%,21,-6.1%,20,2.6%,22,3.3%,10,3.7%,10,4.1%
SF,1-6,22,-9.3%,22,-8.6%,27,-14.7%,27,-14.3%,9,-6.0%,9,-6.2%,17,-0.6%,17,-0.4%
WAS,4-3,23,-9.8%,23,-9.5%,19,-4.6%,19,-4.7%,21,2.7%,19,2.3%,22,-2.5%,23,-2.5%
CHI,4-3,24,-12.1%,24,-12.8%,30,-32.1%,30,-33.0%,5,-12.4%,5,-12.0%,4,7.7%,4,8.1%
TB,4-2,25,-16.9%,26,-18.3%,23,-8.0%,23,-8.2%,27,8.8%,28,9.7%,15,-0.1%,16,-0.4%
STL,3-4,26,-17.8%,25,-17.5%,29,-16.0%,29,-15.7%,12,-3.0%,12,-3.1%,27,-4.8%,27,-4.9%
OAK,3-4,27,-21.5%,27,-20.9%,26,-13.4%,26,-13.0%,26,6.8%,26,6.7%,19,-1.3%,19,-1.2%
JAX,3-4,28,-25.3%,28,-25.5%,24,-8.7%,24,-8.6%,31,25.3%,31,25.4%,3,8.6%,3,8.5%
DEN,2-5,29,-29.0%,30,-29.3%,17,-0.7%,18,-0.9%,30,22.9%,30,23.0%,28,-5.4%,28,-5.3%
BUF,0-6,30,-29.7%,29,-29.1%,20,-5.9%,20,-4.9%,32,28.8%,32,29.3%,8,5.1%,8,5.2%
ARI,3-3,31,-35.6%,31,-35.0%,31,-38.5%,31,-38.8%,16,-1.7%,13,-2.1%,14,1.3%,14,1.7%
CAR,1-5,32,-36.2%,32,-35.7%,32,-42.6%,32,-42.3%,7,-8.5%,7,-8.7%,21,-2.1%,21,-2.1%
