Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SF,1-0,1,57.9%,1,57.9%,18,-2.4%,18,-2.4%,1,-64.6%,1,-64.6%,22,-4.2%,22,-4.2%
PHI,1-0,2,44.2%,2,44.2%,12,10.4%,12,10.4%,4,-32.7%,4,-32.7%,13,1.1%,13,1.1%
PIT,1-0,3,39.6%,3,39.6%,3,35.2%,3,35.2%,18,-1.9%,18,-1.9%,11,2.5%,11,2.5%
SEA,1-0,4,39.1%,4,39.1%,19,-11.7%,19,-11.7%,2,-54.6%,2,-54.6%,21,-3.7%,21,-3.7%
DET,1-0,5,38.4%,5,38.4%,1,64.8%,1,64.8%,31,31.9%,31,31.9%,4,5.4%,4,5.4%
TB,1-0,6,34.6%,6,34.6%,7,26.8%,7,26.8%,13,-5.4%,13,-5.4%,12,2.4%,12,2.4%
GB,1-0,7,29.5%,7,29.5%,11,13.8%,11,13.8%,8,-17.3%,8,-17.3%,17,-1.6%,17,-1.6%
BAL,1-0,8,19.3%,8,19.3%,25,-17.5%,25,-17.5%,3,-38.8%,3,-38.8%,18,-2.1%,18,-2.1%
DAL,0-1,9,15.8%,9,15.8%,13,3.1%,13,3.1%,14,-5.0%,14,-5.0%,3,7.7%,3,7.7%
ARI,0-1,10,8.5%,10,8.5%,9,15.2%,9,15.2%,11,-8.7%,11,-8.7%,32,-15.5%,32,-15.5%
OAK,1-0,11,8.0%,11,8.0%,6,29.0%,6,29.0%,29,24.9%,29,24.9%,10,3.9%,10,3.9%
SD,0-1,12,7.9%,12,7.9%,4,33.2%,4,33.2%,21,11.2%,21,11.2%,29,-14.1%,29,-14.1%
HOU,1-0,13,6.8%,13,6.8%,24,-16.3%,24,-16.3%,5,-25.7%,5,-25.7%,20,-2.6%,20,-2.6%
CAR,0-1,14,4.4%,14,4.4%,15,0.1%,15,0.1%,6,-18.7%,6,-18.7%,31,-14.4%,31,-14.4%
CIN,1-0,15,1.5%,15,1.5%,10,13.8%,10,13.8%,19,-1.9%,19,-1.9%,30,-14.2%,30,-14.2%
KC,1-0,16,-0.3%,16,-0.3%,8,18.2%,8,18.2%,27,22.8%,27,22.8%,9,4.2%,9,4.2%
MIN,1-0,17,-5.2%,17,-5.2%,14,0.9%,14,0.9%,12,-7.0%,12,-7.0%,28,-13.1%,28,-13.1%
IND,0-1,18,-7.0%,18,-7.0%,2,43.6%,2,43.6%,32,55.4%,32,55.4%,6,4.8%,6,4.8%
NYG,1-0,19,-8.6%,19,-8.6%,16,-1.1%,16,-1.1%,20,-0.6%,20,-0.6%,24,-8.1%,24,-8.1%
NO,0-1,20,-10.9%,20,-10.9%,5,29.6%,5,29.6%,30,27.6%,30,27.6%,27,-12.9%,27,-12.9%
CHI,0-1,21,-12.5%,21,-12.5%,28,-30.5%,28,-30.5%,7,-18.5%,7,-18.5%,15,-0.5%,15,-0.5%
DEN,1-0,22,-15.0%,22,-15.0%,23,-16.0%,23,-16.0%,17,-2.2%,17,-2.2%,16,-1.1%,16,-1.1%
TEN,0-1,23,-16.7%,23,-16.7%,21,-13.1%,21,-13.1%,16,-4.7%,16,-4.7%,25,-8.3%,25,-8.3%
NE,1-0,24,-17.1%,24,-17.1%,22,-14.8%,22,-14.8%,22,12.4%,22,12.4%,2,10.2%,2,10.2%
JAX,0-1,25,-19.7%,25,-19.7%,26,-18.8%,26,-18.8%,23,14.8%,23,14.8%,1,13.9%,1,13.9%
NYJ,0-1,26,-21.7%,26,-21.7%,17,-2.0%,17,-2.0%,24,17.2%,24,17.2%,19,-2.5%,19,-2.5%
ATL,0-1,27,-31.0%,27,-31.0%,20,-13.0%,20,-13.0%,26,22.4%,26,22.4%,7,4.5%,7,4.5%
BUF,0-1,28,-34.8%,28,-34.8%,29,-39.7%,29,-39.7%,15,-4.9%,15,-4.9%,14,-0.1%,14,-0.1%
WAS,0-1,29,-48.4%,29,-48.4%,27,-28.3%,27,-28.3%,28,24.3%,28,24.3%,8,4.3%,8,4.3%
MIA,0-1,30,-57.8%,30,-57.8%,31,-56.7%,31,-56.7%,9,-9.2%,9,-9.2%,26,-10.3%,26,-10.3%
LAR,0-1,31,-60.8%,31,-60.8%,32,-74.9%,32,-74.9%,10,-9.1%,10,-9.1%,5,5.0%,5,5.0%
CLE,0-1,32,-65.3%,32,-65.3%,30,-43.2%,30,-43.2%,25,17.6%,25,17.6%,23,-4.6%,23,-4.6%
