Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,7-2-1,1,23.8%,1,23.7%,9,9.1%,8,11.3%,4,-15.6%,5,-14.0%,17,-0.8%,18,-1.6%
DAL,9-1,2,21.6%,3,22.6%,1,25.5%,1,27.0%,24,5.4%,24,6.4%,11,1.5%,6,2.0%
ATL,6-4,3,21.1%,4,20.2%,2,24.1%,2,23.5%,23,5.4%,23,4.7%,6,2.3%,9,1.3%
PHI,5-5,4,21.0%,5,19.8%,22,-6.4%,22,-8.2%,2,-19.3%,2,-18.7%,1,8.1%,1,9.3%
NE,8-2,5,19.6%,2,22.7%,3,21.4%,3,23.2%,20,3.5%,17,1.6%,9,1.6%,11,1.1%
MIA,6-4,6,10.2%,6,14.6%,13,0.9%,12,3.7%,8,-9.0%,7,-10.5%,14,0.3%,13,0.4%
WAS,6-3-1,7,9.1%,7,10.5%,6,14.2%,5,16.5%,25,6.8%,26,6.9%,8,1.7%,12,1.0%
OAK,8-2,8,8.7%,9,7.9%,4,18.5%,4,17.7%,27,10.3%,27,9.9%,12,0.5%,14,0.2%
BUF,5-5,9,8.6%,8,8.0%,7,11.2%,9,11.1%,18,2.7%,18,2.8%,15,0.1%,17,-0.4%
MIN,6-4,10,8.4%,12,4.9%,23,-8.6%,24,-9.5%,6,-14.8%,6,-12.5%,7,2.3%,7,1.9%
NO,4-6,11,6.3%,10,7.6%,5,15.5%,6,15.8%,22,4.9%,20,3.8%,25,-4.2%,25,-4.4%
PIT,5-5,12,5.5%,13,4.4%,10,8.7%,10,7.8%,15,1.8%,15,1.5%,19,-1.5%,20,-1.9%
NYG,7-3,13,5.2%,11,5.6%,16,-2.0%,17,-2.3%,7,-9.8%,8,-9.9%,21,-2.6%,21,-2.1%
DEN,7-3,14,5.1%,15,2.8%,25,-10.1%,26,-12.2%,5,-15.5%,4,-15.3%,16,-0.3%,16,-0.3%
KC,7-3,15,4.3%,14,4.3%,20,-3.7%,19,-3.0%,11,-3.7%,11,-3.0%,5,4.2%,5,4.3%
ARI,4-5-1,16,3.8%,16,2.4%,26,-10.3%,25,-10.1%,1,-21.5%,1,-20.0%,31,-7.3%,31,-7.5%
BAL,5-5,17,0.2%,17,0.4%,30,-17.9%,30,-17.5%,3,-16.5%,3,-16.3%,10,1.6%,8,1.6%
SD,4-6,18,-0.3%,18,-0.6%,18,-2.2%,20,-3.8%,10,-4.2%,10,-4.9%,20,-2.3%,19,-1.8%
CIN,3-6-1,19,-2.6%,19,-3.1%,11,5.8%,11,5.8%,21,4.0%,21,4.3%,28,-4.5%,26,-4.6%
CAR,4-6,20,-4.6%,20,-4.1%,17,-2.1%,16,-2.0%,13,-2.4%,12,-2.5%,29,-4.9%,27,-4.7%
GB,4-6,21,-5.5%,24,-7.7%,12,2.3%,13,1.7%,19,3.4%,22,4.3%,26,-4.3%,29,-5.2%
TEN,5-6,22,-5.8%,21,-4.7%,8,9.3%,7,12.0%,29,10.7%,30,13.3%,27,-4.4%,24,-3.5%
TB,5-5,23,-8.0%,23,-6.4%,19,-3.4%,18,-2.4%,16,2.1%,16,1.5%,22,-2.6%,22,-2.6%
DET,6-4,24,-8.1%,22,-5.4%,14,-0.3%,14,0.1%,30,13.2%,28,10.4%,4,5.3%,4,4.8%
CHI,2-8,25,-8.6%,25,-8.0%,21,-6.4%,21,-6.3%,17,2.6%,19,2.8%,13,0.3%,10,1.1%
LAR,4-6,26,-8.9%,26,-8.6%,31,-20.8%,32,-20.6%,9,-6.3%,9,-6.2%,2,5.7%,2,5.7%
IND,5-5,27,-15.0%,27,-13.2%,15,-1.6%,15,-1.6%,31,18.9%,31,17.3%,3,5.4%,3,5.7%
SF,1-9,28,-20.2%,28,-20.7%,24,-8.6%,23,-8.2%,28,10.4%,29,12.4%,18,-1.2%,15,-0.1%
JAX,2-8,29,-21.4%,29,-22.5%,29,-16.3%,28,-16.4%,14,1.4%,14,1.3%,23,-3.7%,28,-4.8%
HOU,6-4,30,-25.4%,30,-26.7%,32,-21.2%,31,-19.7%,12,-2.9%,13,0.0%,30,-7.1%,30,-7.0%
NYJ,3-7,31,-30.5%,31,-29.9%,27,-14.4%,27,-13.7%,26,7.5%,25,6.6%,32,-8.5%,32,-9.6%
CLE,0-11,32,-39.5%,32,-41.7%,28,-15.3%,29,-17.4%,32,20.2%,32,21.4%,24,-4.0%,23,-2.9%
