Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DAL,13-2,1,27.1%,1,30.4%,2,22.9%,2,24.4%,13,-3.0%,13,-4.4%,10,1.2%,11,1.7%
NE,13-2,2,23.0%,2,28.3%,3,19.3%,5,20.5%,17,-1.2%,9,-5.4%,7,2.4%,8,2.5%
ATL,10-5,3,22.3%,4,23.9%,1,24.8%,1,25.1%,22,5.0%,19,2.5%,8,2.4%,13,1.3%
PIT,10-5,4,19.6%,3,24.4%,7,15.7%,6,17.9%,11,-3.6%,6,-6.1%,15,0.3%,15,0.4%
KC,11-4,5,11.8%,6,14.9%,13,2.1%,13,3.3%,10,-3.8%,11,-5.0%,3,5.9%,3,6.6%
GB,9-6,6,11.5%,7,14.1%,6,16.4%,4,21.2%,20,3.0%,23,5.4%,24,-1.9%,23,-1.6%
BAL,8-7,7,10.9%,5,17.4%,21,-6.6%,16,0.0%,3,-12.6%,3,-10.9%,5,4.9%,4,6.6%
WAS,8-6-1,8,10.2%,8,13.8%,4,17.4%,3,22.3%,24,7.5%,25,7.8%,16,0.3%,21,-0.7%
OAK,12-3,9,10.1%,10,8.7%,8,15.7%,10,12.3%,23,6.0%,20,3.9%,14,0.4%,16,0.4%
PHI,6-9,10,9.2%,15,3.2%,22,-6.7%,23,-8.1%,7,-7.7%,16,-2.1%,1,8.2%,1,9.2%
SEA,9-5-1,11,8.3%,14,4.6%,17,-2.3%,17,-2.2%,5,-9.9%,7,-5.7%,13,0.7%,14,1.0%
NYG,10-5,12,8.0%,9,11.1%,20,-5.1%,20,-5.8%,4,-12.1%,2,-14.1%,12,1.0%,7,2.8%
NO,7-8,13,4.2%,12,6.4%,5,16.7%,8,16.6%,28,9.7%,26,8.1%,27,-2.8%,25,-2.1%
BUF,7-8,14,4.2%,13,5.2%,9,15.0%,7,17.5%,26,8.9%,27,9.2%,23,-1.9%,29,-3.0%
TEN,8-7,15,2.4%,11,7.7%,10,12.3%,9,15.3%,25,8.4%,28,9.4%,20,-1.4%,9,1.8%
DEN,8-7,16,1.1%,21,-4.2%,28,-12.0%,29,-16.9%,1,-14.8%,1,-15.1%,22,-1.8%,27,-2.5%
MIA,10-5,17,0.7%,16,2.5%,14,1.8%,11,5.0%,18,2.2%,21,4.1%,11,1.1%,10,1.7%
ARI,6-8-1,18,-0.1%,20,-3.4%,23,-6.9%,21,-6.9%,2,-13.4%,4,-9.8%,31,-6.7%,31,-6.4%
SD,5-10,19,-0.9%,23,-5.2%,19,-4.8%,25,-11.4%,8,-7.3%,5,-8.7%,29,-3.4%,28,-2.6%
CIN,5-9-1,20,-1.1%,19,-1.4%,11,4.0%,14,0.8%,19,2.4%,18,1.1%,26,-2.7%,22,-1.1%
MIN,7-8,21,-2.1%,26,-9.8%,26,-11.5%,27,-13.8%,6,-8.1%,15,-2.6%,9,1.2%,12,1.4%
TB,8-7,22,-2.4%,17,2.3%,18,-3.1%,18,-2.4%,16,-2.1%,10,-5.2%,19,-1.4%,20,-0.5%
CHI,3-12,23,-4.7%,22,-4.6%,15,-0.7%,15,0.1%,21,3.7%,22,4.7%,17,-0.3%,17,0.0%
IND,7-8,24,-5.5%,18,1.3%,12,2.9%,12,3.4%,30,13.4%,24,7.1%,4,5.0%,5,5.0%
CAR,6-9,25,-6.7%,24,-7.9%,25,-8.1%,26,-12.2%,12,-3.2%,12,-4.4%,25,-1.9%,18,-0.1%
DET,9-6,26,-9.9%,27,-11.2%,16,-1.5%,19,-5.1%,29,12.6%,30,9.6%,6,4.2%,6,3.5%
JAX,3-12,27,-10.9%,25,-9.2%,27,-11.7%,24,-11.0%,14,-2.4%,14,-3.9%,21,-1.6%,26,-2.2%
HOU,9-6,28,-20.3%,28,-19.2%,30,-20.6%,30,-19.1%,9,-6.5%,8,-5.4%,30,-6.2%,30,-5.6%
SF,2-13,29,-23.0%,29,-23.2%,24,-7.3%,22,-7.1%,31,14.4%,31,15.6%,18,-1.3%,19,-0.5%
LAR,4-11,30,-23.9%,30,-27.5%,32,-33.7%,32,-37.2%,15,-2.2%,17,-0.9%,2,7.7%,2,8.8%
CLE,1-14,31,-36.6%,31,-37.2%,29,-14.3%,28,-16.1%,32,19.1%,32,19.2%,28,-3.3%,24,-1.9%
NYJ,4-11,32,-40.5%,32,-45.9%,31,-23.0%,31,-28.0%,27,9.7%,29,9.4%,32,-7.8%,32,-8.5%
