Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DAL,11-2,1,24.1%,1,24.5%,2,22.7%,2,23.2%,18,0.7%,20,1.7%,8,2.1%,7,3.0%
ATL,8-5,2,21.3%,3,20.6%,1,25.6%,1,25.8%,25,6.8%,26,6.6%,7,2.5%,8,1.4%
NE,11-2,3,19.8%,2,22.0%,3,21.9%,3,22.9%,21,3.5%,21,2.0%,9,1.4%,10,1.1%
PIT,8-5,4,13.8%,4,18.1%,9,10.6%,9,11.5%,11,-3.2%,7,-6.8%,14,0.0%,16,-0.2%
KC,10-3,5,12.4%,6,13.9%,13,0.6%,12,1.1%,9,-4.6%,11,-4.5%,2,7.3%,2,8.4%
OAK,10-3,6,11.5%,7,12.5%,4,17.4%,5,16.6%,22,5.9%,23,3.7%,15,0.0%,18,-0.4%
GB,7-6,7,10.7%,9,10.7%,8,12.2%,7,14.3%,15,-0.9%,17,0.8%,22,-2.5%,25,-2.9%
BAL,7-6,8,9.8%,5,14.7%,26,-11.3%,22,-8.0%,2,-16.1%,1,-16.3%,4,5.1%,4,6.4%
WAS,7-5-1,9,9.4%,8,11.7%,5,16.6%,4,20.0%,26,7.6%,27,8.1%,12,0.4%,17,-0.3%
SEA,8-4-1,10,8.1%,11,6.6%,18,-3.0%,17,-2.4%,6,-10.7%,6,-8.3%,11,0.5%,11,0.7%
PHI,5-8,11,7.9%,16,2.7%,23,-8.0%,25,-9.6%,7,-9.1%,10,-5.4%,3,6.8%,3,6.8%
NYG,9-4,12,7.1%,10,8.2%,20,-5.8%,21,-7.2%,5,-13.1%,4,-15.1%,16,-0.2%,12,0.3%
MIN,7-6,13,6.4%,17,1.9%,24,-8.4%,24,-8.9%,4,-13.4%,5,-9.6%,10,1.3%,9,1.2%
DEN,8-5,14,4.4%,18,1.0%,25,-8.8%,27,-11.8%,3,-15.5%,3,-15.8%,20,-2.3%,26,-3.0%
NO,5-8,15,3.6%,12,5.0%,6,13.1%,8,11.8%,23,6.0%,22,3.2%,27,-3.5%,28,-3.6%
BUF,6-7,16,3.2%,15,2.9%,10,10.2%,10,10.1%,24,6.4%,25,5.7%,18,-0.5%,20,-1.4%
TEN,7-6,17,1.2%,14,4.3%,7,12.9%,6,15.7%,27,8.9%,29,10.6%,23,-2.8%,19,-0.9%
SD,5-8,18,0.6%,21,-2.1%,17,-2.4%,20,-6.1%,8,-5.9%,9,-6.3%,24,-3.0%,23,-2.2%
CIN,5-7-1,19,0.2%,19,0.8%,11,5.6%,11,3.8%,20,2.1%,18,0.9%,25,-3.2%,22,-2.1%
TB,8-5,20,0.1%,13,4.8%,15,-1.3%,14,0.1%,10,-3.7%,8,-6.4%,21,-2.3%,21,-1.8%
ARI,5-7-1,21,-2.1%,25,-6.9%,28,-13.4%,28,-15.2%,1,-18.6%,2,-15.9%,32,-7.3%,32,-7.5%
MIA,8-5,22,-2.4%,22,-2.2%,16,-1.5%,15,-0.7%,19,1.1%,19,1.7%,13,0.1%,13,0.1%
DET,9-4,23,-2.7%,20,0.2%,12,1.3%,13,0.4%,28,9.0%,24,5.1%,5,5.0%,5,4.9%
CHI,3-10,24,-4.2%,23,-2.5%,19,-4.5%,18,-4.2%,16,-0.5%,13,-1.7%,17,-0.2%,15,0.0%
CAR,5-8,25,-7.9%,26,-8.7%,22,-6.7%,23,-8.8%,13,-2.2%,12,-2.7%,26,-3.5%,24,-2.6%
IND,6-7,26,-9.4%,24,-6.4%,14,-0.5%,16,-1.6%,30,13.8%,28,9.6%,6,5.0%,6,4.8%
JAX,2-11,27,-15.6%,27,-16.8%,27,-11.5%,26,-11.2%,17,-0.3%,16,-0.2%,29,-4.4%,30,-5.8%
LAR,4-9,28,-21.2%,30,-24.2%,32,-30.8%,32,-33.9%,14,-1.7%,14,-0.7%,1,7.9%,1,9.0%
HOU,7-6,29,-21.5%,28,-21.1%,31,-18.4%,29,-16.8%,12,-2.6%,15,-0.3%,30,-5.6%,29,-4.6%
SF,1-12,30,-22.3%,29,-21.1%,21,-5.9%,19,-4.6%,31,15.4%,31,16.6%,19,-0.9%,14,0.1%
NYJ,4-9,31,-37.4%,31,-39.1%,30,-17.8%,31,-19.2%,29,12.6%,30,12.4%,31,-7.1%,31,-7.5%
CLE,0-13,32,-40.0%,32,-42.2%,29,-15.5%,30,-17.7%,32,20.2%,32,21.0%,28,-4.4%,27,-3.5%
