Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DAL,11-1,1,23.4%,1,24.7%,1,25.3%,1,27.4%,21,4.5%,24,6.3%,7,2.6%,7,3.6%
ATL,7-5,2,20.7%,3,19.7%,2,24.9%,2,25.2%,24,6.6%,25,7.0%,8,2.5%,10,1.5%
NE,10-2,3,18.7%,2,22.4%,4,19.2%,3,21.0%,19,2.3%,16,0.3%,10,1.8%,9,1.6%
SEA,8-3-1,4,17.1%,5,17.2%,12,3.2%,11,5.7%,5,-13.7%,5,-11.5%,14,0.3%,14,0.0%
OAK,10-2,5,15.5%,4,17.7%,3,19.5%,4,19.5%,23,6.1%,21,4.2%,9,2.1%,8,2.5%
PIT,7-5,6,14.6%,6,16.2%,8,11.3%,8,11.1%,9,-4.2%,8,-6.8%,18,-0.8%,20,-1.6%
BAL,7-5,7,11.4%,7,15.3%,27,-11.9%,23,-9.7%,2,-19.1%,1,-19.3%,6,4.2%,5,5.7%
PHI,5-7,8,11.1%,9,8.3%,22,-8.3%,24,-9.8%,6,-11.7%,7,-9.6%,1,7.7%,1,8.6%
KC,9-3,9,10.2%,8,11.6%,14,1.0%,14,1.9%,10,-3.1%,11,-2.8%,4,6.1%,3,6.9%
WAS,6-5-1,10,6.6%,11,7.2%,6,13.7%,5,16.1%,26,7.7%,27,8.6%,12,0.6%,17,-0.4%
MIN,6-6,11,6.1%,15,1.6%,25,-11.1%,26,-12.7%,3,-16.6%,4,-14.2%,11,0.7%,13,0.1%
NO,5-7,12,6.0%,10,7.6%,5,15.3%,6,15.6%,22,4.9%,20,3.4%,28,-4.4%,27,-4.7%
NYG,8-4,13,5.3%,12,5.9%,19,-2.8%,18,-2.9%,7,-9.3%,6,-9.6%,19,-1.1%,18,-0.9%
DEN,8-4,14,3.9%,17,0.7%,24,-9.4%,25,-11.2%,4,-16.1%,3,-15.5%,23,-2.8%,25,-3.5%
BUF,6-6,15,3.2%,14,1.9%,9,9.7%,10,9.7%,25,6.8%,26,7.5%,13,0.3%,16,-0.4%
GB,6-6,16,2.7%,16,1.0%,10,8.6%,9,9.8%,20,3.5%,23,5.7%,21,-2.4%,23,-3.1%
SD,5-7,17,1.6%,20,-0.1%,17,-1.2%,19,-3.9%,8,-5.2%,9,-5.3%,22,-2.5%,19,-1.5%
ARI,5-6-1,18,0.8%,23,-2.2%,26,-11.9%,27,-12.8%,1,-19.6%,2,-17.8%,31,-6.9%,31,-7.3%
TEN,6-6,19,-1.2%,19,0.0%,7,11.7%,7,13.8%,27,9.2%,30,12.1%,24,-3.7%,21,-1.7%
CIN,4-7-1,20,-1.4%,22,-0.5%,11,4.4%,12,4.0%,17,1.8%,17,1.0%,26,-4.0%,24,-3.5%
TB,7-5,21,-1.8%,13,2.2%,18,-1.2%,16,1.0%,13,-1.9%,10,-3.5%,20,-2.4%,22,-2.2%
MIA,7-5,22,-2.1%,21,-0.4%,15,0.0%,13,2.7%,18,1.9%,19,2.8%,16,-0.1%,15,-0.2%
DET,8-4,23,-3.0%,18,0.4%,13,1.6%,15,1.5%,28,9.5%,22,5.6%,5,4.9%,6,4.5%
CHI,3-9,24,-6.1%,24,-6.0%,21,-5.5%,20,-6.0%,16,0.3%,15,0.3%,17,-0.4%,12,0.3%
CAR,4-8,25,-9.3%,26,-10.7%,20,-5.1%,21,-6.7%,15,-0.9%,14,-0.7%,29,-5.1%,28,-4.7%
IND,6-6,26,-10.3%,25,-6.6%,16,-1.1%,17,-1.5%,31,15.5%,29,11.7%,3,6.3%,4,6.6%
JAX,2-10,27,-17.5%,27,-18.5%,28,-15.3%,28,-15.4%,14,-1.6%,12,-2.3%,25,-3.8%,29,-5.4%
LAR,4-8,28,-19.3%,28,-20.6%,32,-29.1%,32,-30.1%,11,-2.1%,13,-1.0%,2,7.7%,2,8.5%
SF,1-11,29,-24.0%,30,-25.1%,23,-9.1%,22,-8.9%,30,14.8%,31,17.6%,15,-0.1%,11,1.4%
HOU,6-6,30,-24.2%,29,-25.0%,31,-19.4%,30,-17.8%,12,-1.9%,18,1.1%,30,-6.7%,30,-6.2%
NYJ,3-9,31,-35.2%,31,-36.3%,30,-16.6%,29,-17.7%,29,10.6%,28,9.4%,32,-8.0%,32,-9.2%
CLE,0-12,32,-40.4%,32,-42.9%,29,-16.4%,31,-18.2%,32,19.6%,32,21.1%,27,-4.4%,26,-3.6%
