Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,4-2,1,27.4%,1,27.5%,23,-4.9%,23,-5.2%,4,-23.3%,4,-23.2%,1,9.0%,1,9.5%
DAL,5-1,2,22.5%,2,23.2%,1,23.4%,1,24.1%,15,-0.7%,15,-0.9%,21,-1.6%,21,-1.8%
MIN,5-1,3,22.4%,3,22.7%,24,-5.4%,24,-5.2%,1,-26.5%,1,-26.4%,10,1.4%,10,1.5%
ATL,4-3,4,21.3%,4,22.0%,2,20.9%,2,21.2%,23,4.9%,22,4.2%,3,5.2%,3,5.1%
SEA,4-1-1,5,20.2%,5,20.6%,20,-2.7%,19,-2.2%,3,-23.4%,3,-23.3%,18,-0.6%,18,-0.5%
NE,6-1,6,18.0%,6,18.8%,3,19.7%,3,19.8%,20,2.0%,18,1.3%,14,0.3%,13,0.3%
DEN,5-2,7,16.4%,7,16.8%,18,-1.0%,18,-0.9%,5,-16.9%,5,-17.0%,12,0.5%,12,0.7%
GB,4-2,8,15.1%,8,15.5%,9,4.4%,9,4.7%,7,-11.5%,7,-11.6%,19,-0.8%,19,-0.8%
BUF,4-3,9,12.3%,9,13.5%,8,10.9%,7,11.3%,19,1.9%,17,1.1%,6,3.3%,6,3.3%
ARI,3-3-1,10,11.5%,10,10.8%,25,-6.7%,25,-7.2%,2,-25.3%,2,-25.0%,30,-7.2%,29,-7.1%
SD,3-4,11,4.8%,11,4.7%,11,3.9%,13,3.2%,10,-5.4%,9,-5.9%,24,-4.4%,24,-4.4%
KC,4-2,12,3.3%,13,3.1%,16,-0.3%,16,-0.3%,13,-1.5%,13,-1.6%,9,2.0%,9,1.8%
NYG,4-3,13,3.2%,12,3.3%,19,-2.4%,20,-2.3%,9,-5.5%,10,-5.3%,15,0.0%,14,0.3%
PIT,4-3,14,2.0%,14,1.5%,7,11.1%,8,11.1%,25,10.2%,25,10.7%,11,1.1%,11,1.1%
WAS,4-3,15,0.9%,15,1.2%,13,3.0%,11,3.3%,22,4.4%,23,4.3%,8,2.2%,8,2.1%
OAK,5-2,16,0.4%,16,0.4%,5,13.3%,5,12.7%,29,15.5%,29,15.1%,7,2.6%,7,2.8%
MIA,3-4,17,-0.5%,17,-0.1%,17,-0.7%,17,-0.6%,16,-0.7%,16,-0.8%,17,-0.5%,16,-0.3%
CIN,3-4,18,-1.3%,18,-1.4%,6,11.9%,6,12.2%,24,6.2%,24,6.5%,29,-7.1%,30,-7.1%
NO,2-4,19,-3.0%,19,-2.9%,4,13.3%,4,13.4%,28,14.2%,28,14.4%,22,-2.1%,22,-1.9%
TEN,3-4,20,-5.2%,20,-5.3%,10,4.3%,10,4.5%,17,1.0%,19,1.3%,32,-8.6%,32,-8.5%
BAL,3-4,21,-6.2%,21,-6.7%,30,-18.9%,30,-18.9%,6,-12.8%,6,-12.6%,16,-0.1%,17,-0.4%
CAR,1-5,22,-7.9%,23,-8.8%,15,0.2%,15,-0.1%,18,1.2%,20,1.7%,28,-6.9%,28,-7.1%
CHI,1-6,23,-7.9%,22,-7.6%,21,-4.0%,21,-3.6%,21,2.6%,21,2.6%,20,-1.3%,20,-1.5%
TB,3-3,24,-8.7%,24,-8.9%,22,-4.6%,22,-4.6%,14,-1.0%,14,-1.0%,25,-5.1%,26,-5.3%
DET,4-3,25,-11.1%,26,-11.7%,12,3.6%,12,3.2%,30,19.8%,30,19.9%,4,5.1%,4,5.0%
LAR,3-4,26,-11.5%,25,-11.3%,31,-20.2%,31,-19.8%,11,-4.2%,11,-4.1%,5,4.5%,5,4.4%
JAX,2-4,27,-13.1%,27,-12.7%,28,-16.0%,28,-16.2%,12,-2.6%,12,-3.3%,13,0.3%,15,0.2%
IND,3-4,28,-15.7%,28,-15.3%,14,1.8%,14,1.6%,32,23.0%,31,22.6%,2,5.5%,2,5.6%
HOU,4-3,29,-23.4%,29,-23.6%,32,-21.7%,32,-21.6%,8,-6.5%,8,-6.1%,31,-8.2%,31,-8.1%
SF,1-6,30,-25.6%,30,-26.3%,27,-11.4%,27,-11.4%,26,10.3%,26,11.0%,23,-3.9%,23,-3.9%
NYJ,2-5,31,-35.0%,31,-36.1%,29,-16.4%,29,-17.4%,27,12.7%,27,12.7%,27,-5.9%,27,-5.9%
CLE,0-7,32,-36.9%,32,-37.0%,26,-8.8%,26,-8.9%,31,22.8%,32,23.2%,26,-5.2%,25,-5.0%
