Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,3-0,1,47.1%,1,47.1%,4,18.8%,4,18.8%,1,-30.0%,1,-30.0%,18,-1.6%,18,-1.6%
SEA,3-1,2,33.9%,2,33.9%,17,0.0%,17,0.0%,2,-29.8%,2,-29.8%,5,4.2%,5,4.2%
MIN,4-0,3,27.4%,3,27.4%,15,1.3%,15,1.3%,3,-23.2%,3,-23.2%,10,3.0%,10,3.0%
DEN,4-0,4,24.7%,4,24.7%,6,9.4%,6,9.4%,6,-16.3%,6,-16.3%,16,-1.0%,16,-1.0%
ATL,3-1,5,20.5%,5,20.5%,1,30.6%,1,30.6%,30,17.6%,30,17.6%,2,7.5%,2,7.5%
PIT,3-1,6,17.2%,6,17.2%,5,18.2%,5,18.2%,19,1.1%,19,1.1%,14,0.2%,14,0.2%
GB,2-1,7,16.1%,7,16.1%,8,9.4%,8,9.4%,10,-6.5%,10,-6.5%,15,0.2%,15,0.2%
OAK,3-1,8,15.1%,8,15.1%,2,27.1%,2,27.1%,28,15.7%,28,15.7%,7,3.6%,7,3.6%
DAL,3-1,9,14.0%,9,14.0%,3,20.9%,3,20.9%,23,5.3%,23,5.3%,19,-1.6%,19,-1.6%
BUF,2-2,10,9.5%,10,9.5%,10,5.7%,10,5.7%,16,-1.5%,16,-1.5%,11,2.4%,11,2.4%
CIN,2-2,11,7.4%,11,7.4%,14,3.0%,14,3.0%,9,-6.8%,9,-6.8%,21,-2.4%,21,-2.4%
BAL,3-1,12,6.7%,12,6.7%,28,-12.3%,28,-12.3%,5,-17.3%,5,-17.3%,13,1.7%,13,1.7%
SD,1-3,13,1.9%,13,1.9%,9,9.0%,9,9.0%,21,2.7%,21,2.7%,24,-4.4%,24,-4.4%
WAS,2-2,14,-0.2%,14,-0.2%,11,4.9%,11,4.9%,24,10.8%,24,10.8%,4,5.7%,4,5.7%
KC,2-2,15,-0.5%,15,-0.5%,26,-11.9%,26,-11.9%,8,-7.5%,8,-7.5%,6,3.9%,6,3.9%
ARI,1-3,16,-1.4%,16,-1.4%,24,-11.3%,24,-11.3%,4,-17.9%,4,-17.9%,30,-8.1%,30,-8.1%
NO,1-3,17,-4.9%,17,-4.9%,7,9.4%,7,9.4%,25,11.1%,25,11.1%,23,-3.2%,23,-3.2%
NE,3-1,18,-5.3%,18,-5.3%,13,3.9%,13,3.9%,27,12.6%,27,12.6%,8,3.3%,8,3.3%
NYG,2-2,19,-5.4%,19,-5.4%,16,0.6%,16,0.6%,17,0.0%,17,0.0%,28,-6.0%,28,-6.0%
CAR,1-3,20,-5.9%,20,-5.9%,20,-5.1%,20,-5.1%,13,-3.9%,13,-3.9%,25,-4.8%,25,-4.8%
JAX,1-3,21,-7.0%,21,-7.0%,27,-12.3%,27,-12.3%,14,-3.2%,14,-3.2%,12,2.1%,12,2.1%
CHI,1-3,22,-7.8%,22,-7.8%,19,-3.2%,19,-3.2%,15,-1.6%,15,-1.6%,29,-6.1%,29,-6.1%
LAR,3-1,23,-10.6%,23,-10.6%,31,-21.9%,31,-21.9%,12,-5.0%,12,-5.0%,3,6.3%,3,6.3%
MIA,1-3,24,-11.4%,24,-11.4%,22,-9.4%,22,-9.4%,18,0.7%,18,0.7%,17,-1.3%,17,-1.3%
TEN,1-3,25,-14.6%,25,-14.6%,23,-10.3%,23,-10.3%,11,-5.5%,11,-5.5%,31,-9.8%,31,-9.8%
HOU,3-1,26,-15.5%,26,-15.5%,32,-23.4%,32,-23.4%,7,-13.0%,7,-13.0%,26,-5.1%,26,-5.1%
IND,1-3,27,-18.0%,27,-18.0%,18,-2.0%,18,-2.0%,31,19.1%,31,19.1%,9,3.1%,9,3.1%
DET,1-3,28,-18.9%,28,-18.9%,12,4.3%,12,4.3%,32,32.9%,32,32.9%,1,9.7%,1,9.7%
TB,1-3,29,-19.4%,29,-19.4%,30,-14.8%,30,-14.8%,20,2.7%,20,2.7%,20,-2.0%,20,-2.0%
SF,1-3,30,-20.5%,30,-20.5%,25,-11.6%,25,-11.6%,22,2.9%,22,2.9%,27,-6.0%,27,-6.0%
CLE,0-4,31,-30.6%,31,-30.6%,21,-8.4%,21,-8.4%,26,11.8%,26,11.8%,32,-10.4%,32,-10.4%
NYJ,1-3,32,-34.8%,32,-34.8%,29,-14.2%,29,-14.2%,29,17.6%,29,17.6%,22,-3.1%,22,-3.1%
