Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
MIN,5-0,1,35.0%,1,35.7%,11,3.9%,11,3.8%,2,-26.1%,1,-26.4%,5,5.1%,5,5.4%
SEA,4-1,2,27.3%,2,27.1%,19,-1.1%,19,-0.9%,1,-26.3%,2,-25.7%,11,2.2%,10,2.3%
DAL,5-1,3,23.0%,3,23.2%,2,23.9%,2,24.3%,16,-0.7%,16,-0.7%,20,-1.6%,20,-1.8%
PHI,3-2,4,22.6%,6,22.4%,14,0.7%,14,0.8%,4,-16.5%,4,-16.2%,4,5.4%,4,5.5%
BUF,4-2,5,22.3%,4,23.1%,5,13.5%,5,14.1%,11,-5.2%,11,-5.4%,8,3.6%,8,3.6%
ATL,4-2,6,21.7%,5,22.8%,1,24.1%,1,24.8%,24,7.9%,24,7.6%,3,5.5%,3,5.5%
NE,5-1,7,13.9%,7,14.3%,4,15.9%,4,16.2%,22,4.3%,22,4.1%,10,2.4%,11,2.2%
ARI,3-3,8,12.5%,8,12.5%,24,-7.9%,24,-8.2%,3,-24.1%,3,-24.2%,24,-3.7%,24,-3.5%
DEN,4-2,9,9.8%,9,10.2%,23,-5.7%,22,-5.6%,6,-15.5%,5,-15.7%,17,0.1%,17,0.1%
GB,3-2,10,9.5%,10,9.3%,16,-0.1%,16,-0.4%,8,-8.1%,9,-8.1%,15,1.5%,14,1.5%
WAS,4-2,11,7.9%,11,8.8%,8,6.9%,8,7.5%,20,2.7%,19,2.4%,7,3.7%,7,3.7%
PIT,4-2,12,5.5%,12,4.9%,6,12.6%,6,12.2%,25,8.6%,26,8.8%,14,1.5%,15,1.5%
SD,2-4,13,4.8%,14,4.6%,9,6.3%,9,5.6%,12,-3.4%,12,-3.8%,27,-4.9%,27,-4.8%
KC,3-2,14,4.6%,13,4.6%,21,-5.0%,23,-5.7%,9,-7.9%,8,-8.7%,12,1.7%,13,1.7%
BAL,3-3,15,2.0%,15,1.6%,27,-12.4%,27,-12.5%,5,-15.7%,6,-15.3%,19,-1.3%,19,-1.3%
TEN,3-3,16,1.1%,16,1.0%,10,4.1%,10,4.1%,10,-7.8%,10,-7.8%,32,-10.9%,32,-10.9%
NYG,3-3,17,0.9%,17,0.8%,17,-0.5%,17,-0.5%,14,-2.5%,15,-2.3%,18,-1.1%,18,-1.0%
OAK,4-2,18,-0.5%,18,-0.6%,3,16.4%,3,16.3%,29,18.4%,29,18.3%,16,1.5%,16,1.4%
NO,2-3,19,-3.0%,19,-2.7%,7,10.3%,7,10.2%,27,10.5%,27,10.3%,21,-2.8%,21,-2.6%
CHI,1-5,20,-4.1%,20,-4.0%,18,-0.9%,18,-0.6%,17,-0.7%,17,-0.6%,25,-3.9%,25,-3.9%
MIA,2-4,21,-6.4%,21,-5.8%,22,-5.5%,21,-5.0%,19,2.5%,20,2.7%,13,1.6%,12,1.8%
LAR,3-3,22,-8.0%,22,-7.1%,30,-15.8%,29,-14.8%,13,-2.8%,13,-2.8%,6,4.9%,6,4.9%
CAR,1-5,23,-8.4%,24,-8.6%,15,0.4%,15,0.3%,18,1.8%,18,2.1%,29,-6.9%,29,-6.8%
JAX,2-3,24,-8.6%,23,-8.5%,28,-13.3%,28,-13.3%,15,-2.0%,14,-2.4%,9,2.6%,9,2.4%
CIN,2-4,25,-12.3%,25,-12.1%,13,1.2%,13,1.3%,26,8.7%,25,8.7%,26,-4.8%,26,-4.7%
DET,3-3,26,-15.8%,26,-16.4%,12,2.1%,12,1.3%,32,24.8%,32,24.6%,1,6.9%,1,7.0%
HOU,4-2,27,-19.6%,28,-20.1%,32,-21.5%,32,-21.6%,7,-10.2%,7,-10.0%,31,-8.4%,31,-8.5%
IND,2-4,28,-19.7%,27,-19.6%,20,-4.0%,20,-4.5%,31,22.3%,31,21.8%,2,6.6%,2,6.6%
TB,2-3,29,-20.3%,29,-21.5%,29,-14.2%,30,-14.9%,21,2.9%,21,3.4%,23,-3.1%,23,-3.2%
SF,1-5,30,-21.1%,30,-22.1%,26,-9.8%,26,-10.0%,23,5.5%,23,6.4%,28,-5.8%,28,-5.8%
CLE,0-6,31,-30.5%,31,-30.2%,25,-8.8%,25,-8.5%,28,14.7%,28,14.7%,30,-6.9%,30,-7.0%
NYJ,1-5,32,-40.1%,32,-40.3%,31,-17.4%,31,-17.6%,30,19.8%,30,19.8%,22,-2.9%,22,-2.9%
