Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,3-0,1,46.4%,1,46.4%,5,19.9%,5,19.9%,4,-28.1%,4,-28.1%,18,-1.6%,18,-1.6%
KC,2-1,2,32.0%,2,32.0%,18,-4.5%,18,-4.5%,3,-28.5%,3,-28.5%,3,8.0%,3,8.0%
SEA,2-1,3,28.0%,3,28.0%,23,-6.8%,23,-6.8%,1,-33.3%,1,-33.3%,11,1.5%,11,1.5%
MIN,3-0,4,23.5%,4,23.5%,24,-10.4%,24,-10.4%,2,-29.5%,2,-29.5%,7,4.4%,7,4.4%
GB,2-1,5,18.1%,5,18.1%,10,9.2%,10,9.2%,9,-8.7%,9,-8.7%,14,0.2%,14,0.2%
DAL,2-1,6,16.0%,6,16.0%,3,21.0%,3,21.0%,21,5.1%,21,5.1%,15,0.1%,15,0.1%
ATL,2-1,7,14.2%,7,14.2%,2,31.0%,2,31.0%,31,25.8%,31,25.8%,2,9.0%,2,9.0%
BAL,3-0,8,14.2%,8,14.2%,26,-16.2%,26,-16.2%,5,-24.2%,5,-24.2%,4,6.2%,4,6.2%
DEN,3-0,9,13.3%,9,13.3%,9,9.5%,9,9.5%,11,-5.1%,11,-5.1%,17,-1.3%,17,-1.3%
NE,3-0,10,10.8%,10,10.8%,11,8.3%,11,8.3%,23,7.2%,23,7.2%,1,9.8%,1,9.8%
OAK,2-1,11,9.5%,11,9.5%,1,33.2%,1,33.2%,29,21.9%,29,21.9%,20,-1.8%,20,-1.8%
SD,1-2,12,7.6%,12,7.6%,7,16.5%,7,16.5%,17,1.8%,17,1.8%,25,-7.1%,25,-7.1%
ARI,1-2,13,5.6%,13,5.6%,22,-6.0%,22,-6.0%,6,-19.2%,6,-19.2%,28,-7.6%,28,-7.6%
CAR,1-2,14,2.5%,14,2.5%,17,-4.5%,17,-4.5%,8,-14.8%,8,-14.8%,29,-7.9%,29,-7.9%
CIN,1-2,15,2.1%,15,2.1%,8,10.7%,8,10.7%,19,2.4%,19,2.4%,24,-6.2%,24,-6.2%
BUF,1-2,16,-3.6%,16,-3.6%,19,-5.0%,19,-5.0%,14,-1.2%,14,-1.2%,13,0.3%,13,0.3%
NYG,2-1,17,-4.3%,17,-4.3%,13,3.1%,13,3.1%,15,-0.7%,15,-0.7%,30,-8.1%,30,-8.1%
DET,1-2,18,-5.2%,18,-5.2%,4,20.2%,4,20.2%,32,29.5%,32,29.5%,8,4.1%,8,4.1%
NO,0-3,19,-8.0%,19,-8.0%,6,18.1%,6,18.1%,28,20.9%,28,20.9%,23,-5.3%,23,-5.3%
MIA,1-2,20,-8.5%,20,-8.5%,15,-2.5%,15,-2.5%,20,4.4%,20,4.4%,19,-1.7%,19,-1.7%
TB,1-2,21,-8.9%,21,-8.9%,16,-3.5%,16,-3.5%,17,1.8%,17,1.8%,21,-3.5%,21,-3.5%
TEN,1-2,22,-9.4%,22,-9.4%,21,-5.6%,21,-5.6%,12,-3.4%,12,-3.4%,26,-7.1%,26,-7.1%
WAS,1-2,23,-12.4%,23,-12.4%,20,-5.4%,20,-5.4%,26,13.2%,26,13.2%,5,6.2%,5,6.2%
PIT,2-1,24,-14.1%,24,-14.1%,14,2.0%,14,2.0%,27,15.1%,27,15.1%,16,-1.0%,16,-1.0%
LAR,2-1,25,-18.0%,25,-18.0%,31,-26.6%,31,-26.6%,13,-3.3%,13,-3.3%,6,5.3%,6,5.3%
IND,1-2,26,-18.4%,26,-18.4%,12,3.1%,12,3.1%,30,23.2%,30,23.2%,10,1.7%,10,1.7%
SF,1-2,27,-19.4%,27,-19.4%,28,-19.8%,28,-19.8%,10,-7.9%,10,-7.9%,27,-7.5%,27,-7.5%
JAX,0-3,28,-21.9%,28,-21.9%,30,-22.5%,30,-22.5%,16,0.8%,16,0.8%,12,1.4%,12,1.4%
HOU,2-1,29,-24.9%,29,-24.9%,32,-28.6%,32,-28.6%,7,-14.9%,7,-14.9%,31,-11.2%,31,-11.2%
CHI,0-3,30,-27.9%,30,-27.9%,29,-19.8%,29,-19.8%,25,11.1%,25,11.1%,9,3.0%,9,3.0%
NYJ,1-2,31,-29.7%,31,-29.7%,25,-14.1%,25,-14.1%,24,10.8%,24,10.8%,22,-4.8%,22,-4.8%
CLE,0-3,32,-41.0%,32,-41.0%,27,-19.3%,27,-19.3%,22,6.0%,22,6.0%,32,-15.7%,32,-15.7%
