Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,14-2,1,25.1%,1,32.5%,2,21.2%,2,23.1%,16,-1.6%,6,-7.3%,8,2.3%,10,2.1%
DAL,13-3,2,24.0%,3,25.2%,3,20.2%,4,19.3%,14,-2.2%,14,-3.8%,9,1.6%,9,2.1%
ATL,11-5,3,23.9%,2,26.4%,1,25.1%,1,24.9%,19,3.7%,19,-0.2%,7,2.5%,11,1.3%
PIT,11-5,4,15.6%,4,20.2%,8,12.7%,6,13.9%,11,-3.0%,9,-6.2%,16,-0.1%,16,0.1%
KC,12-4,5,13.5%,5,16.7%,13,3.1%,12,5.8%,13,-2.6%,16,-1.9%,1,7.8%,1,9.1%
PHI,7-9,6,13.3%,10,7.7%,20,-5.2%,21,-6.9%,4,-11.0%,10,-6.1%,2,7.5%,2,8.5%
GB,10-6,7,11.0%,6,14.4%,4,16.6%,3,22.3%,21,3.8%,23,6.4%,21,-1.9%,24,-1.5%
NYG,11-5,8,9.4%,7,13.4%,21,-5.7%,22,-6.9%,3,-14.0%,2,-16.9%,11,1.2%,5,3.5%
WAS,8-7-1,9,8.9%,9,10.9%,5,15.5%,5,19.1%,25,7.1%,26,7.4%,13,0.5%,20,-0.8%
OAK,12-4,10,7.6%,13,4.6%,7,12.8%,10,7.2%,24,5.6%,20,3.0%,14,0.4%,15,0.4%
SEA,10-5-1,11,7.5%,15,3.6%,16,-2.5%,17,-2.8%,5,-10.1%,7,-6.6%,15,-0.1%,18,-0.3%
BAL,8-8,12,7.2%,8,11.6%,23,-7.2%,15,-0.2%,6,-9.6%,12,-5.4%,4,4.9%,4,6.3%
ARI,7-8-1,13,4.6%,14,3.7%,22,-6.2%,20,-4.7%,2,-17.1%,3,-14.8%,30,-6.3%,31,-6.3%
CIN,6-9-1,14,3.2%,12,5.0%,11,7.3%,11,5.8%,18,1.4%,17,-0.8%,28,-2.7%,23,-1.5%
DEN,9-7,15,2.9%,19,-0.5%,28,-12.0%,29,-17.0%,1,-17.2%,1,-19.6%,24,-2.3%,27,-3.0%
NO,7-9,16,2.2%,17,2.2%,6,15.2%,7,13.6%,28,10.4%,29,9.7%,27,-2.6%,25,-1.7%
TEN,9-7,17,2.0%,11,6.2%,9,10.8%,8,12.7%,26,7.6%,27,8.9%,19,-1.2%,8,2.4%
MIN,8-8,18,1.2%,22,-6.5%,26,-9.7%,26,-11.2%,7,-9.4%,15,-3.5%,10,1.5%,12,1.3%
BUF,7-9,19,-0.7%,20,-2.7%,10,10.5%,9,10.2%,27,9.4%,28,9.7%,22,-1.9%,28,-3.2%
MIA,10-6,20,-1.4%,21,-2.7%,14,1.5%,14,3.4%,20,3.8%,25,7.1%,12,0.8%,14,1.0%
SD,5-11,21,-1.9%,23,-6.7%,18,-3.3%,24,-9.0%,9,-6.3%,5,-7.6%,29,-4.8%,29,-5.3%
TB,9-7,22,-3.0%,18,1.7%,19,-3.9%,18,-3.5%,12,-2.8%,8,-6.3%,20,-1.8%,22,-1.2%
IND,8-8,23,-5.6%,16,2.2%,12,3.3%,13,5.0%,29,13.0%,22,6.3%,5,4.1%,6,3.4%
CAR,6-10,24,-6.3%,24,-7.3%,25,-8.3%,27,-12.8%,10,-4.4%,11,-6.1%,25,-2.5%,19,-0.6%
CHI,3-13,25,-8.8%,25,-9.1%,17,-2.8%,16,-1.7%,22,5.4%,24,6.5%,18,-0.6%,21,-0.9%
DET,9-7,26,-11.2%,27,-13.0%,15,-0.7%,19,-3.7%,31,14.0%,30,11.8%,6,3.5%,7,2.5%
JAX,3-13,27,-11.7%,26,-9.8%,27,-11.5%,25,-10.9%,15,-2.1%,13,-3.9%,23,-2.3%,26,-2.9%
HOU,9-7,28,-19.5%,28,-17.4%,30,-21.1%,30,-19.8%,8,-8.0%,4,-8.0%,31,-6.5%,30,-5.6%
SF,2-14,29,-21.6%,29,-20.8%,24,-7.3%,23,-7.0%,30,14.0%,31,14.9%,17,-0.3%,13,1.1%
LAR,4-12,30,-29.5%,32,-38.1%,32,-38.1%,32,-46.4%,17,-1.5%,18,-0.3%,3,7.1%,3,8.0%
CLE,1-15,31,-32.5%,30,-29.9%,29,-13.6%,28,-14.8%,32,16.4%,32,15.2%,26,-2.5%,17,0.1%
NYJ,5-11,32,-34.5%,31,-37.2%,31,-22.3%,31,-27.5%,23,5.4%,21,3.1%,32,-6.8%,32,-6.7%
