Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DAL,10-1,1,24.4%,1,26.3%,1,27.6%,1,29.6%,22,5.1%,23,5.8%,9,1.9%,7,2.5%
ATL,7-4,2,24.2%,2,23.6%,2,26.2%,2,26.5%,21,4.2%,19,4.1%,8,2.3%,11,1.2%
NE,9-2,3,16.8%,3,20.3%,3,20.5%,3,23.0%,24,5.4%,20,4.4%,10,1.6%,10,1.6%
SEA,7-3-1,4,16.6%,4,15.2%,11,2.8%,12,4.3%,4,-14.3%,4,-12.0%,16,-0.5%,16,-1.1%
PHI,5-6,5,15.7%,5,13.7%,22,-6.3%,22,-7.6%,6,-13.6%,5,-11.8%,1,8.3%,1,9.4%
OAK,9-2,6,11.8%,8,11.5%,4,18.0%,6,17.4%,25,7.6%,26,6.8%,11,1.4%,12,1.0%
PIT,6-5,7,11.7%,9,11.2%,9,10.2%,9,9.1%,13,-2.9%,12,-4.3%,17,-1.4%,21,-2.3%
NO,5-6,8,9.7%,7,11.7%,5,18.0%,4,18.7%,18,3.2%,16,1.6%,28,-5.1%,29,-5.4%
KC,8-3,9,8.5%,10,10.0%,15,-1.9%,16,-1.3%,11,-3.2%,13,-3.3%,3,7.1%,2,7.9%
MIA,7-4,10,7.1%,6,12.9%,13,1.8%,11,6.2%,10,-4.8%,9,-6.2%,14,0.5%,13,0.4%
WAS,6-4-1,11,7.0%,11,8.5%,6,15.0%,5,18.0%,27,8.2%,27,8.3%,15,0.3%,17,-1.2%
MIN,6-5,12,5.9%,16,1.2%,25,-10.6%,27,-12.5%,5,-14.3%,6,-11.5%,7,2.3%,8,2.2%
BUF,6-5,13,5.9%,14,5.1%,7,10.7%,8,11.1%,23,5.3%,24,6.0%,13,0.5%,14,0.0%
NYG,8-3,14,5.8%,13,6.3%,18,-2.6%,17,-2.5%,7,-10.1%,7,-10.2%,19,-1.7%,18,-1.4%
BAL,6-5,15,4.7%,12,6.6%,30,-17.9%,29,-17.0%,2,-18.6%,1,-18.4%,6,3.9%,4,5.3%
DEN,7-4,16,3.0%,18,-0.4%,24,-8.2%,24,-10.0%,3,-14.6%,3,-14.1%,22,-3.5%,26,-4.4%
SD,5-6,17,1.4%,17,0.5%,17,-2.2%,20,-4.3%,8,-5.9%,8,-6.4%,20,-2.3%,19,-1.5%
ARI,4-6-1,18,1.2%,19,-0.5%,26,-12.1%,25,-12.1%,1,-19.9%,2,-18.3%,31,-6.6%,31,-6.7%
GB,5-6,19,-0.1%,20,-2.2%,10,6.7%,10,6.8%,19,3.3%,22,5.0%,23,-3.5%,25,-4.0%
CAR,4-7,20,-3.6%,22,-3.0%,19,-3.0%,18,-3.0%,9,-4.9%,10,-5.2%,29,-5.5%,27,-5.2%
TEN,6-6,21,-3.9%,21,-2.5%,8,10.3%,7,12.8%,28,10.5%,29,13.3%,24,-3.7%,20,-2.0%
CIN,3-7-1,22,-4.5%,24,-5.7%,12,2.4%,13,1.3%,17,2.9%,18,3.3%,26,-4.0%,24,-3.7%
DET,7-4,23,-6.9%,23,-4.1%,14,0.0%,14,0.3%,29,12.0%,28,9.0%,4,5.2%,5,4.7%
CHI,2-9,24,-11.4%,25,-11.4%,23,-8.0%,23,-8.5%,20,4.0%,21,4.7%,12,0.6%,9,1.8%
LAR,4-7,25,-13.7%,26,-13.6%,32,-23.7%,32,-23.0%,15,-2.8%,14,-1.7%,2,7.2%,3,7.6%
SF,1-10,26,-19.2%,28,-19.6%,20,-5.2%,19,-4.1%,30,12.4%,30,14.8%,18,-1.6%,15,-0.7%
TB,6-5,27,-19.2%,28,-19.6%,20,-5.2%,19,-4.1%,30,12.4%,30,14.8%,18,-1.6%,15,-0.7%
IND,5-6,28,-20.0%,27,-19.3%,21,-5.8%,21,-7.0%,31,19.1%,31,17.0%,5,4.9%,6,4.6%
JAX,2-9,29,-20.7%,29,-22.1%,28,-15.1%,28,-14.9%,16,1.6%,17,1.9%,25,-4.0%,28,-5.3%
HOU,6-5,30,-25.1%,30,-25.4%,31,-21.4%,31,-19.6%,14,-2.8%,15,-0.3%,30,-6.5%,30,-6.2%
NYJ,3-8,31,-28.7%,31,-27.8%,27,-12.9%,26,-12.3%,26,7.8%,25,6.5%,32,-8.1%,32,-9.0%
CLE,0-12,32,-40.3%,32,-42.0%,29,-16.0%,30,-17.4%,32,20.0%,32,21.0%,27,-4.4%,23,-3.6%
