Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
JAX,3-3,1,-21.4%,1,-20.8%,1,-43.5%,32,6.6%
BUF,3-2,2,-16.9%,3,-16.6%,2,-14.9%,9,-20.3%
HOU,3-3,3,-16.4%,2,-16.7%,5,-13.3%,8,-20.6%
DET,3-3,4,-14.6%,4,-14.3%,3,-13.5%,12,-16.2%
BAL,3-3,5,-13.7%,7,-12.6%,4,-13.4%,15,-14.0%
PIT,4-2,6,-13.4%,5,-13.5%,6,-12.9%,15,-14.0%
CIN,2-3,7,-13.0%,6,-13.1%,9,-6.3%,7,-22.5%
MIN,4-2,8,-12.0%,8,-12.3%,12,-2.4%,5,-26.7%
DEN,3-2,9,-9.8%,9,-10.1%,17,10.9%,1,-43.3%
LAR,4-2,10,-9.6%,10,-9.0%,7,-10.4%,20,-8.6%
WAS,3-2,11,-7.8%,12,-8.0%,11,-3.8%,14,-14.4%
NO,3-2,12,-7.3%,11,-8.0%,8,-8.1%,23,-6.0%
SEA,3-2,13,-5.8%,13,-6.2%,10,-5.8%,24,-5.7%
CAR,4-2,14,-4.9%,14,-4.4%,13,2.6%,11,-18.6%
PHI,5-1,15,-3.8%,15,-3.3%,15,4.3%,6,-23.3%
ARI,3-3,16,-1.4%,16,-1.6%,23,15.9%,4,-26.7%
CHI,2-4,17,-0.7%,17,-1.0%,16,6.1%,19,-9.3%
GB,4-2,18,0.7%,18,1.0%,19,12.9%,17,-12.9%
LAC,2-4,19,2.5%,19,2.7%,14,3.1%,30,1.8%
KC,5-1,20,6.8%,20,7.1%,18,12.0%,29,0.0%
MIA,3-2,21,8.2%,21,8.2%,27,35.0%,2,-31.0%
NYG,1-5,22,8.4%,22,8.3%,22,15.6%,27,-1.8%
ATL,3-2,23,8.9%,23,8.9%,21,14.7%,28,-0.7%
SF,0-6,24,9.8%,24,9.7%,26,29.5%,13,-14.5%
DAL,2-3,25,10.9%,26,11.5%,20,13.8%,31,5.9%
NYJ,3-3,26,11.2%,25,11.0%,24,22.4%,26,-2.4%
CLE,0-6,27,12.0%,27,11.9%,32,42.0%,3,-29.7%
TEN,3-3,28,12.6%,28,12.6%,25,27.0%,21,-7.5%
TB,2-3,29,15.8%,29,15.8%,31,39.7%,10,-19.1%
OAK,2-4,30,16.6%,30,16.4%,29,37.9%,22,-6.3%
IND,2-4,31,17.4%,31,17.3%,28,36.6%,18,-10.0%
NE,4-2,32,21.9%,32,21.5%,30,39.2%,25,-5.7%
