Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
JAX,4-3,1,-22.5%,1,-22.8%,1,-43.2%,32,6.0%
PIT,5-2,2,-17.7%,2,-17.8%,2,-20.7%,14,-13.6%
HOU,3-3,3,-16.2%,3,-16.5%,5,-13.4%,8,-19.8%
LAR,5-2,4,-14.7%,5,-14.7%,3,-17.3%,17,-11.4%
MIN,5-2,5,-14.4%,4,-15.1%,9,-5.5%,3,-28.2%
DET,3-3,6,-14.2%,6,-13.8%,6,-12.8%,12,-16.0%
BAL,3-4,7,-12.9%,7,-11.7%,4,-13.9%,15,-12.0%
DEN,3-3,8,-11.8%,8,-11.6%,17,10.7%,1,-44.8%
BUF,4-2,9,-11.1%,9,-10.8%,10,-4.4%,6,-22.2%
SEA,4-2,10,-8.8%,10,-8.9%,8,-7.9%,19,-10.0%
CIN,2-4,11,-7.6%,12,-7.6%,14,3.5%,7,-21.4%
CAR,4-3,12,-7.3%,13,-6.5%,13,-0.4%,10,-18.6%
NO,4-2,13,-6.4%,11,-7.8%,7,-10.8%,28,0.4%
WAS,3-3,14,-5.4%,15,-5.1%,15,3.9%,9,-19.5%
CHI,3-4,15,-5.2%,14,-5.6%,12,-1.4%,20,-9.9%
PHI,6-1,16,-2.2%,17,-1.9%,16,6.0%,5,-22.6%
LAC,3-4,17,-1.7%,16,-1.9%,11,-4.0%,29,0.9%
ARI,3-4,18,-0.2%,18,0.0%,19,11.5%,11,-16.5%
GB,4-3,19,1.9%,19,1.9%,20,13.5%,18,-10.8%
CLE,0-7,20,3.7%,20,3.4%,28,35.9%,2,-37.6%
TEN,4-3,21,7.0%,21,7.2%,23,20.4%,16,-11.8%
MIA,4-2,22,8.3%,22,7.7%,26,33.2%,4,-27.1%
NYG,1-6,23,8.6%,23,8.5%,21,18.7%,25,-5.9%
DAL,3-3,24,9.3%,25,9.2%,18,11.5%,31,5.5%
NYJ,3-4,25,9.7%,24,8.9%,25,23.3%,23,-7.2%
KC,5-2,26,11.5%,26,12.0%,24,20.5%,27,-1.2%
ATL,3-3,27,12.9%,27,12.7%,22,19.6%,30,3.0%
SF,0-7,28,16.8%,28,17.1%,27,34.1%,26,-2.9%
OAK,3-4,29,18.5%,29,18.3%,31,40.1%,24,-5.9%
IND,2-5,30,18.5%,30,18.8%,30,38.9%,21,-8.3%
TB,2-4,31,18.7%,31,19.1%,32,42.8%,13,-14.7%
NE,5-2,32,20.2%,32,19.9%,29,37.6%,22,-8.0%
