Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
MIN,12-3,1,-16.2%,1,-19.4%,2,-15.5%,5,-17.3%
BAL,9-6,2,-15.8%,7,-11.4%,3,-14.8%,6,-17.2%
JAX,10-5,3,-15.7%,5,-12.9%,1,-25.5%,30,-2.4%
ARI,7-8,4,-15.5%,2,-19.2%,6,-9.3%,4,-24.9%
LAR,11-4,5,-12.4%,6,-12.1%,4,-13.7%,18,-10.7%
PHI,13-2,6,-12.4%,3,-15.2%,8,-5.0%,2,-26.6%
NO,11-4,7,-11.9%,4,-14.4%,5,-11.7%,15,-12.3%
CAR,11-4,8,-7.4%,9,-3.4%,11,-2.3%,8,-16.5%
PIT,12-3,9,-6.4%,11,-2.5%,7,-6.6%,23,-6.1%
DEN,5-10,10,-4.3%,13,-1.5%,17,12.9%,3,-26.0%
LAC,8-7,11,-3.7%,8,-7.0%,9,-4.0%,29,-3.4%
WAS,7-8,12,-3.2%,12,-1.6%,10,-2.7%,27,-3.8%
SEA,9-6,13,-2.7%,10,-2.7%,13,5.5%,13,-13.3%
CHI,5-10,14,-1.2%,14,-0.9%,14,6.5%,16,-11.6%
BUF,8-7,15,1.8%,20,5.9%,12,3.2%,31,0.0%
DET,8-7,16,2.8%,25,9.1%,15,8.4%,25,-4.6%
HOU,4-11,17,3.1%,28,9.9%,20,17.1%,9,-15.6%
DAL,8-7,18,3.5%,15,1.1%,16,11.0%,20,-8.3%
CLE,0-15,19,4.5%,19,4.9%,30,28.8%,1,-27.0%
GB,7-8,20,4.5%,21,6.0%,23,23.3%,7,-17.0%
ATL,9-6,21,4.6%,16,2.1%,19,16.2%,14,-12.4%
CIN,6-9,22,5.8%,27,9.5%,18,15.3%,24,-5.6%
NYJ,5-10,23,7.1%,18,4.2%,24,23.7%,12,-13.9%
TEN,8-7,24,9.1%,24,8.8%,26,24.3%,10,-15.4%
MIA,6-9,25,9.6%,23,8.7%,27,25.8%,17,-11.6%
KC,9-6,26,10.5%,31,13.0%,21,21.7%,28,-3.8%
IND,3-12,27,10.5%,26,9.2%,32,32.2%,11,-14.3%
OAK,6-9,28,10.7%,17,3.7%,28,26.5%,19,-9.3%
NYG,2-13,29,11.5%,29,11.2%,25,24.2%,26,-4.4%
TB,4-11,30,12.5%,30,12.7%,29,28.7%,21,-8.1%
SF,5-10,31,13.3%,32,13.7%,31,30.4%,22,-7.3%
NE,12-3,32,13.4%,22,7.9%,22,21.8%,32,0.4%
