Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,2-1,1,-31.8%,1,-31.8%,2,-39.0%,11,-21.1%
BUF,2-1,2,-27.6%,2,-27.6%,4,-26.5%,5,-29.6%
WAS,2-1,3,-23.9%,3,-23.9%,6,-16.9%,3,-37.4%
DET,2-1,4,-21.9%,4,-21.9%,5,-25.3%,15,-16.4%
JAX,2-1,5,-20.9%,5,-20.9%,1,-51.1%,32,15.7%
PIT,2-1,6,-18.8%,6,-18.8%,3,-28.1%,22,-8.9%
CAR,2-1,7,-15.3%,7,-15.3%,8,-8.4%,9,-27.2%
LAR,2-1,8,-13.5%,8,-13.5%,7,-12.3%,17,-14.7%
DEN,2-1,9,-10.3%,9,-10.3%,17,13.3%,1,-53.7%
ARI,1-2,10,-8.9%,10,-8.9%,15,7.3%,7,-28.2%
HOU,1-2,11,-5.9%,11,-5.9%,16,12.1%,8,-27.5%
CIN,0-3,12,-5.9%,12,-5.9%,13,6.3%,12,-19.6%
KC,3-0,13,-5.5%,13,-5.5%,9,-4.7%,25,-6.5%
DAL,2-1,14,-1.5%,14,-1.5%,10,2.4%,21,-9.2%
LAC,0-3,15,-0.6%,15,-0.6%,14,7.2%,23,-8.7%
IND,1-2,16,1.1%,16,1.1%,18,13.9%,13,-19.1%
PHI,2-1,17,4.3%,17,4.3%,19,14.9%,14,-18.5%
ATL,3-0,18,5.2%,18,5.2%,12,5.6%,30,4.4%
SEA,1-2,19,6.1%,19,6.1%,11,5.4%,31,7.2%
GB,2-1,20,6.8%,20,6.8%,21,23.4%,18,-13.3%
CLE,0-3,21,9.9%,21,9.9%,27,40.2%,6,-29.6%
CHI,1-2,22,10.2%,22,10.2%,22,24.5%,24,-8.7%
TB,1-1,23,11.3%,23,11.3%,28,43.7%,4,-36.4%
MIN,2-1,24,12.3%,24,12.3%,25,29.8%,10,-21.9%
NYG,0-3,25,12.8%,25,12.8%,20,22.5%,28,2.0%
NYJ,1-2,26,14.8%,26,14.8%,24,28.0%,26,-3.9%
TEN,2-1,27,15.1%,27,15.1%,26,30.2%,20,-10.2%
NO,1-2,28,15.5%,28,15.5%,23,26.2%,27,1.7%
SF,0-3,29,16.9%,29,16.9%,30,50.5%,16,-15.2%
OAK,2-1,30,19.1%,30,19.1%,29,44.7%,19,-13.3%
MIA,1-1,31,20.8%,31,20.8%,32,65.7%,2,-38.1%
NE,2-1,32,33.3%,32,33.3%,31,51.7%,29,4.1%
