Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
JAX,6-3,1,-18.6%,3,-18.4%,1,-32.7%,32,0.0%
LAR,7-2,2,-18.1%,2,-19.8%,2,-22.1%,19,-13.0%
BAL,4-5,3,-17.7%,4,-16.7%,4,-19.4%,13,-16.0%
NO,7-2,4,-16.8%,1,-20.6%,3,-19.8%,21,-12.2%
PIT,7-2,5,-14.2%,5,-14.1%,5,-10.6%,10,-19.1%
MIN,7-2,6,-12.2%,6,-14.0%,7,-5.8%,5,-21.8%
DET,5-4,7,-10.1%,10,-8.6%,6,-8.1%,20,-12.8%
CAR,7-3,8,-10.1%,8,-9.3%,8,-4.4%,9,-19.5%
PHI,8-1,9,-8.7%,7,-9.8%,10,0.1%,3,-28.8%
HOU,3-6,10,-8.7%,12,-7.9%,13,3.3%,4,-25.7%
SEA,6-3,11,-8.1%,9,-9.0%,11,0.5%,7,-20.6%
CHI,3-6,12,-6.1%,11,-7.9%,12,1.1%,14,-14.6%
DEN,3-6,13,-5.5%,14,-4.7%,20,13.4%,2,-30.4%
ARI,4-5,14,-4.3%,15,-4.1%,15,5.9%,8,-19.7%
LAC,3-6,15,-4.1%,13,-6.0%,9,-1.8%,22,-6.8%
WAS,4-5,16,-3.4%,17,-0.1%,16,6.9%,11,-16.8%
CIN,3-6,17,-3.2%,16,-2.2%,18,7.5%,12,-16.2%
GB,5-4,18,2.1%,18,1.4%,24,23.4%,6,-21.2%
BUF,5-4,19,2.9%,23,5.6%,14,5.3%,31,-0.5%
DAL,5-4,20,3.2%,19,1.8%,17,7.3%,25,-4.0%
CLE,0-9,21,4.2%,20,2.4%,28,31.0%,1,-32.0%
ATL,5-4,22,5.0%,22,4.4%,19,12.8%,23,-5.7%
NYJ,4-6,23,5.1%,21,3.3%,21,19.4%,17,-13.6%
TEN,6-3,24,8.0%,24,8.1%,23,21.9%,18,-13.2%
IND,3-7,25,9.9%,25,9.6%,26,28.1%,15,-14.4%
KC,6-3,26,11.3%,28,14.9%,22,20.5%,30,-1.1%
TB,3-6,27,11.4%,26,12.0%,27,30.7%,16,-13.9%
SF,1-9,28,13.4%,27,13.9%,25,27.4%,26,-2.3%
NYG,1-8,29,18.2%,29,19.7%,29,34.3%,29,-1.5%
NE,7-2,30,21.3%,30,20.6%,30,36.8%,28,-2.2%
MIA,4-5,31,21.7%,31,21.8%,31,44.1%,24,-5.5%
OAK,4-5,32,25.8%,32,26.1%,32,50.9%,27,-2.2%
