Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BUF,3-1,1,-22.7%,1,-22.7%,4,-21.2%,7,-25.4%
BAL,2-2,2,-20.4%,2,-20.4%,2,-27.2%,16,-12.5%
HOU,2-2,3,-19.9%,3,-19.9%,6,-17.7%,8,-22.4%
DET,3-1,4,-18.2%,4,-18.2%,3,-22.7%,18,-10.9%
JAX,2-2,5,-18.2%,5,-18.2%,1,-43.5%,32,11.4%
PIT,3-1,6,-18.1%,6,-18.1%,5,-19.1%,13,-16.7%
WAS,2-2,7,-15.9%,7,-15.9%,7,-9.6%,6,-26.6%
DEN,3-1,8,-13.7%,8,-13.7%,16,8.5%,1,-55.0%
CIN,1-3,9,-11.5%,9,-11.5%,8,-4.0%,9,-22.0%
ARI,2-2,10,-9.0%,10,-9.0%,13,5.8%,5,-28.6%
KC,4-0,11,-5.4%,11,-5.4%,9,-1.5%,19,-10.9%
CAR,3-1,12,-4.1%,12,-4.1%,12,2.5%,14,-16.3%
LAR,3-1,13,-3.5%,13,-3.5%,10,-0.6%,23,-6.6%
SEA,2-2,14,-0.1%,14,-0.1%,11,1.1%,29,-1.8%
MIN,2-2,15,1.2%,15,1.2%,19,13.9%,10,-21.0%
GB,3-1,16,2.4%,16,2.4%,21,15.8%,17,-12.3%
NO,2-2,17,3.1%,17,3.1%,14,6.8%,28,-1.8%
LAC,0-4,18,3.5%,18,3.5%,22,17.1%,20,-9.8%
ATL,3-1,19,4.2%,19,4.2%,17,9.8%,24,-6.3%
PHI,3-1,20,4.3%,20,4.3%,20,14.8%,11,-20.0%
DAL,2-2,21,4.5%,21,4.5%,15,6.9%,31,0.1%
NYJ,2-2,22,6.0%,22,6.0%,18,12.3%,27,-1.8%
SF,0-4,23,8.2%,23,8.2%,26,29.2%,12,-17.8%
CHI,1-3,24,8.5%,24,8.5%,23,22.0%,21,-9.0%
TB,2-1,25,9.8%,25,9.8%,29,39.5%,2,-39.1%
IND,1-3,26,12.6%,26,12.6%,24,26.9%,22,-8.0%
OAK,2-2,27,14.9%,27,14.9%,28,38.9%,15,-13.8%
NYG,0-4,28,15.0%,28,15.0%,25,27.8%,30,-1.0%
TEN,2-2,29,18.1%,29,18.1%,27,35.6%,25,-6.2%
CLE,0-4,30,18.2%,30,18.2%,31,54.6%,4,-29.5%
MIA,1-2,31,18.5%,31,18.5%,32,55.6%,3,-30.2%
NE,2-2,32,30.0%,32,30.0%,30,52.9%,26,-2.8%
