Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,4-2,1,-26.4%,1,-25.8%,4,-20.7%,1,-33.3%
CHI,6-0,2,-25.5%,2,-25.5%,3,-25.3%,4,-25.6%
JAX,3-2,3,-24.0%,3,-24.2%,2,-32.7%,10,-15.1%
ATL,3-2,4,-19.6%,5,-19.2%,1,-33.9%,21,-0.5%
PIT,2-3,5,-19.4%,4,-19.6%,5,-14.1%,3,-27.7%
DAL,3-2,6,-15.9%,6,-16.6%,11,-5.9%,2,-30.6%
SD,4-1,7,-15.0%,7,-14.9%,6,-12.2%,8,-19.2%
PHI,4-2,8,-11.0%,8,-11.2%,8,-10.0%,13,-12.4%
DEN,4-1,9,-10.8%,10,-10.7%,7,-10.2%,14,-11.5%
MIN,3-2,10,-10.8%,9,-10.9%,12,-3.2%,7,-22.3%
ARI,1-5,11,-8.4%,11,-8.8%,9,-10.0%,18,-6.4%
KC,2-3,12,-4.7%,12,-4.9%,15,1.7%,16,-9.7%
MIA,1-5,13,-3.6%,13,-3.8%,24,18.2%,6,-24.5%
SEA,4-1,14,-2.4%,14,-1.9%,16,3.4%,15,-10.5%
CAR,4-2,15,-1.4%,15,-1.8%,19,11.0%,9,-16.3%
NYG,3-2,16,-1.2%,16,-1.2%,18,10.1%,12,-14.9%
STL,4-2,17,-0.4%,18,0.3%,14,-0.6%,22,-0.1%
NO,5-1,18,-0.4%,17,-0.1%,13,-2.4%,24,2.7%
CIN,3-2,19,2.9%,20,3.2%,10,-9.7%,31,18.2%
TB,1-4,20,3.3%,19,3.2%,22,14.7%,17,-9.3%
DET,1-5,21,6.9%,21,7.4%,31,30.1%,5,-24.8%
NE,4-1,22,7.6%,22,7.6%,26,23.1%,11,-14.9%
CLE,1-4,23,7.7%,23,8.1%,20,11.7%,25,3.3%
OAK,0-5,24,10.2%,24,10.2%,27,24.7%,23,0.5%
BUF,2-4,25,10.7%,25,11.0%,17,6.8%,29,15.3%
WAS,2-4,26,12.7%,27,12.9%,29,27.2%,19,-3.7%
IND,5-0,27,13.1%,26,12.5%,21,13.2%,26,13.0%
GB,1-4,28,14.1%,28,14.2%,28,26.3%,20,-2.4%
TEN,1-5,29,17.2%,29,17.1%,25,21.6%,27,13.6%
NYJ,3-3,30,17.3%,30,17.8%,23,15.3%,32,19.3%
SF,2-4,31,22.9%,31,22.9%,30,28.7%,30,15.9%
HOU,1-4,32,32.4%,32,32.4%,32,49.7%,28,13.7%
