Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,9-2,1,-25.7%,1,-26.0%,1,-32.7%,5,-17.6%
BAL,9-2,2,-22.2%,2,-20.4%,3,-19.2%,2,-26.5%
JAX,6-5,3,-19.4%,3,-18.1%,2,-23.6%,9,-14.6%
MIA,5-6,4,-13.0%,4,-14.7%,8,-6.1%,3,-21.4%
DAL,7-4,5,-12.3%,5,-12.5%,6,-7.6%,4,-18.2%
PHI,5-6,6,-9.9%,8,-8.6%,4,-15.4%,16,-4.3%
NE,8-3,7,-9.2%,7,-11.6%,5,-7.9%,12,-11.1%
CAR,6-5,8,-9.2%,6,-11.9%,9,-5.5%,10,-13.8%
MIN,5-6,9,-7.5%,9,-7.1%,21,9.0%,1,-38.7%
PIT,4-7,10,-6.9%,12,-4.5%,11,1.6%,6,-17.1%
OAK,2-9,11,-5.1%,10,-6.7%,7,-7.3%,19,-3.1%
CLE,3-8,12,-4.0%,11,-4.8%,10,-5.4%,20,-2.3%
KC,7-4,13,-3.5%,13,-0.9%,17,7.6%,8,-15.5%
DEN,7-4,14,-2.0%,15,0.5%,12,1.7%,14,-6.7%
NYG,6-5,15,-1.5%,14,-0.9%,22,10.0%,7,-16.6%
ATL,5-6,16,0.2%,18,3.9%,13,1.8%,21,-2.0%
SD,9-2,17,3.1%,21,6.0%,19,7.9%,18,-3.4%
NO,7-4,18,4.0%,19,5.1%,24,12.0%,15,-5.9%
TEN,4-7,19,4.8%,16,3.1%,18,7.8%,24,1.6%
IND,10-1,20,5.2%,17,3.3%,14,2.2%,28,7.7%
STL,5-6,21,6.2%,25,9.3%,16,4.0%,29,8.4%
TB,3-8,21,6.2%,25,9.3%,16,4.0%,29,8.4%
ARI,2-9,22,6.5%,22,7.3%,25,13.3%,22,-1.6%
GB,4-7,24,6.5%,20,5.4%,20,8.1%,26,4.6%
SEA,7-4,25,7.5%,24,9.2%,23,11.8%,25,2.2%
BUF,5-6,26,10.7%,26,11.3%,15,3.0%,32,19.9%
CIN,6-5,27,10.8%,29,13.0%,26,13.8%,27,6.8%
SF,5-6,28,13.0%,27,11.7%,28,15.6%,30,9.8%
WAS,4-7,29,13.2%,30,13.8%,32,33.4%,13,-8.8%
DET,2-9,30,13.6%,31,14.2%,30,26.4%,23,-1.0%
NYJ,6-5,31,14.6%,32,14.7%,27,14.5%,31,14.6%
HOU,3-8,32,15.4%,28,12.4%,31,32.7%,17,-4.1%
