Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,4-1,1,-30.5%,1,-30.5%,2,-34.4%,4,-25.6%
CHI,5-0,2,-30.4%,2,-30.4%,1,-38.1%,9,-18.9%
ATL,3-1,3,-25.0%,3,-25.0%,3,-32.8%,14,-12.8%
JAX,3-2,4,-21.9%,4,-21.9%,4,-29.9%,13,-13.8%
KC,2-2,5,-18.0%,5,-18.0%,5,-18.6%,10,-17.6%
SD,3-1,6,-16.0%,6,-16.0%,10,-10.6%,5,-23.8%
PHI,4-1,7,-14.0%,7,-14.0%,6,-17.4%,17,-9.6%
PIT,1-3,8,-13.1%,8,-13.1%,14,-4.9%,3,-25.9%
MIN,3-2,9,-12.7%,9,-12.7%,11,-6.3%,6,-22.6%
DAL,2-2,10,-12.1%,10,-12.1%,13,-5.5%,7,-21.6%
DEN,3-1,11,-10.3%,11,-10.3%,9,-11.9%,18,-8.3%
MIA,1-4,12,-4.9%,12,-4.9%,24,19.2%,1,-27.3%
SEA,3-1,13,-4.7%,13,-4.7%,16,-0.9%,15,-10.0%
STL,4-1,14,-3.9%,14,-3.9%,8,-13.0%,25,6.9%
NO,4-1,15,-3.2%,15,-3.2%,12,-5.9%,23,0.9%
CAR,3-2,16,-1.3%,16,-1.3%,18,11.1%,11,-15.2%
CIN,3-1,17,3.0%,17,3.0%,7,-14.8%,31,22.1%
TB,0-4,18,3.2%,18,3.2%,17,9.7%,20,-3.3%
ARI,1-4,19,3.8%,19,3.8%,19,12.0%,19,-5.4%
NYG,2-2,20,4.3%,20,4.3%,27,26.9%,8,-21.6%
NE,4-1,21,6.8%,21,6.8%,25,21.1%,12,-13.9%
CLE,1-4,22,7.7%,22,7.7%,21,13.2%,24,1.5%
BUF,2-3,23,8.1%,23,8.1%,15,-0.9%,30,18.2%
DET,0-5,24,10.7%,24,10.7%,31,40.3%,2,-27.2%
OAK,0-4,25,10.8%,25,10.8%,30,29.6%,22,-1.3%
WAS,2-3,26,11.5%,26,11.5%,29,28.6%,16,-9.8%
IND,5-0,27,13.9%,27,13.9%,20,12.6%,27,15.1%
GB,1-4,28,14.1%,28,14.1%,26,25.9%,21,-1.9%
SF,2-3,29,17.7%,29,17.7%,23,19.1%,28,16.0%
TEN,0-5,30,20.0%,30,20.0%,28,27.2%,26,14.2%
NYJ,2-3,31,20.1%,31,20.1%,22,15.7%,32,23.8%
HOU,1-3,32,36.7%,32,36.7%,32,52.9%,29,17.8%
