Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,12-2,1,-22.1%,1,-21.4%,1,-30.1%,10,-11.6%
BAL,11-3,2,-20.5%,2,-17.8%,3,-18.4%,2,-23.4%
JAX,8-6,3,-18.6%,3,-17.2%,2,-23.1%,7,-13.2%
MIN,6-8,4,-12.2%,5,-13.3%,13,1.6%,1,-37.7%
MIA,6-8,5,-11.1%,6,-13.1%,8,-2.7%,3,-20.7%
NE,10-4,6,-10.6%,4,-13.6%,5,-12.4%,11,-8.1%
PIT,7-7,7,-9.4%,10,-5.9%,9,-1.0%,4,-20.6%
PHI,8-6,8,-8.0%,9,-6.2%,7,-8.8%,12,-7.2%
CAR,6-8,9,-7.8%,7,-10.8%,12,0.7%,5,-18.0%
OAK,2-12,10,-7.1%,8,-7.2%,4,-14.1%,21,-1.2%
DAL,9-5,11,-0.8%,14,2.1%,23,10.1%,6,-14.1%
SD,12-2,12,-0.8%,13,0.4%,10,0.4%,18,-2.6%
NYG,7-7,13,-0.7%,16,2.4%,21,8.3%,8,-13.2%
ATL,7-7,14,0.2%,19,4.0%,15,3.2%,17,-3.5%
KC,7-7,15,0.5%,20,4.1%,20,6.7%,15,-5.8%
BUF,7-7,16,1.2%,11,-1.5%,6,-9.0%,31,13.0%
NO,9-5,17,1.6%,15,2.2%,18,5.9%,16,-4.1%
DEN,8-6,18,2.2%,22,5.7%,19,6.1%,19,-2.5%
TEN,7-7,19,2.5%,12,-0.9%,16,5.0%,22,-0.2%
CLE,4-10,20,3.2%,23,5.8%,17,5.1%,24,1.0%
GB,6-8,21,4.7%,18,3.5%,14,2.4%,28,7.5%
ARI,4-10,22,4.8%,21,4.6%,25,13.7%,14,-5.9%
IND,11-3,23,5.7%,17,2.9%,11,0.6%,30,10.0%
TB,3-11,24,6.1%,26,8.6%,30,22.7%,9,-12.1%
SEA,8-6,25,6.8%,25,8.4%,22,8.8%,26,4.5%
DET,2-12,26,8.3%,24,8.2%,24,13.7%,25,2.4%
CIN,8-6,27,9.3%,29,10.8%,29,17.4%,20,-2.1%
STL,6-8,28,11.5%,32,16.1%,26,13.9%,29,9.2%
WAS,5-9,29,12.2%,30,11.7%,32,28.9%,13,-6.0%
SF,6-8,30,12.7%,28,10.7%,28,17.3%,27,7.4%
HOU,4-10,31,13.6%,27,10.3%,31,25.1%,23,0.5%
NYJ,8-6,32,14.5%,31,15.0%,27,14.1%,32,14.9%
