Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,7-1,1,-24.5%,1,-24.7%,1,-29.8%,8,-18.1%
BAL,6-2,2,-24.5%,2,-22.6%,3,-18.1%,2,-33.6%
JAX,5-3,3,-21.1%,3,-20.5%,2,-28.4%,13,-13.2%
PIT,2-6,4,-16.7%,4,-17.6%,5,-6.5%,3,-29.4%
MIN,4-4,5,-15.0%,5,-15.6%,9,-3.5%,1,-34.0%
PHI,4-4,6,-12.5%,7,-12.6%,4,-11.2%,10,-14.0%
MIA,2-6,7,-11.2%,6,-12.9%,15,0.8%,5,-23.8%
NYG,6-2,8,-11.1%,8,-11.8%,6,-6.0%,7,-18.5%
DAL,4-4,9,-9.8%,9,-9.9%,16,1.6%,6,-23.5%
KC,5-3,10,-8.0%,10,-6.9%,11,0.1%,9,-16.1%
DEN,6-2,11,-4.7%,12,-3.5%,10,-0.3%,14,-11.6%
ATL,5-3,12,-4.1%,15,-2.0%,8,-4.7%,20,-3.3%
SD,6-2,13,-3.9%,14,-3.0%,13,0.4%,15,-10.1%
NE,6-2,14,-3.1%,11,-4.6%,21,10.3%,4,-23.9%
OAK,2-6,15,-2.7%,13,-3.1%,12,0.3%,18,-5.1%
CLE,2-6,16,-0.4%,17,-0.7%,7,-5.8%,26,6.0%
NO,6-2,17,0.2%,19,1.9%,17,3.4%,19,-4.2%
TB,2-6,18,0.7%,18,0.7%,23,13.8%,11,-13.9%
ARI,1-7,19,0.7%,16,-1.0%,14,0.4%,22,1.0%
CAR,4-4,20,2.4%,20,2.2%,26,15.6%,12,-13.5%
STL,4-4,21,4.5%,21,7.4%,18,4.3%,25,4.7%
SEA,5-3,22,6.7%,23,8.8%,22,13.5%,21,-1.6%
IND,8-0,23,9.3%,22,7.9%,19,6.0%,30,12.2%
BUF,3-5,24,9.7%,25,10.8%,20,7.8%,29,11.9%
DET,2-6,25,10.0%,24,10.6%,30,23.9%,16,-6.7%
GB,3-5,26,10.4%,26,11.2%,25,15.0%,23,4.2%
CIN,4-4,27,11.9%,28,14.3%,24,14.7%,27,8.6%
TEN,2-6,28,14.5%,27,13.6%,27,18.6%,28,10.7%
NYJ,4-4,29,18.8%,30,20.0%,28,20.8%,32,16.9%
WAS,3-5,30,18.8%,29,19.4%,31,40.6%,17,-6.7%
SF,3-5,31,19.1%,31,20.0%,29,22.2%,31,15.6%
HOU,2-6,32,22.7%,32,21.8%,32,40.7%,24,4.5%
