Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,1-0,1,-65.5%,1,-65.5%,2,-84.5%,11,-14.2%
STL,1-0,2,-43.8%,2,-43.8%,1,-98.4%,28,14.3%
ATL,1-0,3,-34.5%,3,-34.5%,3,-52.4%,23,2.6%
SD,1-0,4,-26.4%,4,-26.4%,6,-38.6%,14,-8.0%
CHI,1-0,5,-25.4%,5,-25.4%,7,-38.5%,13,-11.0%
NO,1-0,6,-23.5%,6,-23.5%,4,-50.4%,25,6.0%
PIT,1-0,7,-21.8%,7,-21.8%,12,-9.3%,2,-43.0%
SEA,1-0,8,-20.0%,8,-20.0%,13,-8.2%,3,-42.4%
DET,0-1,9,-18.5%,9,-18.5%,16,0.5%,1,-46.8%
NYJ,1-0,10,-16.3%,10,-16.3%,5,-43.4%,29,20.9%
CIN,1-0,11,-9.8%,11,-9.8%,9,-14.6%,18,-0.8%
CLE,0-1,12,-9.3%,12,-9.3%,14,-3.1%,12,-14.2%
JAX,1-0,13,-7.7%,13,-7.7%,11,-11.0%,16,-3.3%
DEN,0-1,14,-5.3%,14,-5.3%,10,-12.6%,24,5.4%
PHI,1-0,15,-2.9%,15,-2.9%,15,-1.3%,15,-5.7%
BUF,0-1,16,-2.2%,16,-2.2%,8,-32.1%,27,13.9%
WAS,0-1,17,-1.0%,17,-1.0%,20,17.6%,9,-15.9%
TB,0-1,18,2.6%,18,2.6%,23,37.9%,5,-30.4%
MIN,1-0,19,5.4%,19,5.4%,18,10.9%,17,-2.6%
NE,1-0,20,8.6%,20,8.6%,17,7.7%,26,9.5%
KC,0-1,21,9.7%,21,9.7%,22,28.7%,19,0.1%
GB,0-1,22,13.1%,22,13.1%,27,56.3%,7,-21.2%
MIA,0-1,23,13.3%,23,13.3%,30,64.8%,4,-30.7%
NYG,0-1,24,14.2%,24,14.2%,24,42.2%,6,-24.1%
DAL,0-1,25,15.5%,25,15.5%,21,26.6%,22,0.9%
SF,0-1,26,16.2%,26,16.2%,25,42.9%,10,-15.4%
CAR,0-1,27,18.2%,27,18.2%,26,50.5%,21,0.9%
OAK,0-1,28,18.8%,28,18.8%,32,98.0%,20,0.7%
ARI,1-0,29,23.9%,29,23.9%,19,17.0%,31,36.2%
TEN,0-1,30,28.5%,30,28.5%,31,76.3%,8,-19.8%
HOU,0-1,31,47.2%,31,47.2%,28,62.5%,30,24.9%
IND,1-0,32,63.8%,32,63.8%,29,64.6%,32,63.0%
