Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,3-0,1,-49.6%,1,-49.6%,1,-61.3%,3,-29.0%
SD,2-0,2,-34.0%,2,-34.0%,3,-36.4%,2,-30.2%
NO,3-0,3,-26.6%,3,-26.6%,4,-28.9%,7,-22.3%
JAX,2-1,4,-22.8%,4,-22.8%,6,-25.0%,9,-19.1%
PIT,1-2,5,-18.5%,5,-18.5%,9,-13.9%,4,-26.0%
CHI,3-0,6,-18.0%,6,-18.0%,8,-15.1%,8,-22.1%
STL,2-1,7,-16.7%,7,-16.7%,2,-38.3%,24,3.8%
ATL,2-1,8,-14.7%,8,-14.7%,7,-23.4%,22,-0.6%
SEA,3-0,9,-13.4%,9,-13.4%,11,-8.4%,6,-22.6%
CIN,3-0,10,-10.7%,10,-10.7%,5,-26.5%,26,10.0%
MIN,2-1,11,-9.7%,11,-9.7%,12,-5.6%,10,-15.8%
DAL,1-1,12,-6.4%,12,-6.4%,13,-4.5%,16,-9.1%
CAR,1-2,13,-5.3%,13,-5.3%,15,-0.2%,15,-9.6%
KC,0-2,14,-4.3%,14,-4.3%,16,0.6%,19,-7.5%
MIA,1-2,15,-2.2%,15,-2.2%,26,23.4%,5,-25.0%
PHI,2-1,16,0.5%,16,0.5%,18,6.3%,18,-7.7%
DEN,2-1,17,0.9%,17,0.9%,21,13.7%,13,-14.8%
TB,0-3,18,1.4%,18,1.4%,17,5.4%,20,-2.3%
BUF,1-2,19,3.5%,19,3.5%,10,-10.7%,30,16.9%
CLE,0-3,20,7.2%,20,7.2%,22,14.4%,21,-1.3%
NYJ,2-1,21,7.2%,21,7.2%,14,-3.7%,31,18.0%
GB,1-2,22,7.4%,22,7.4%,24,17.5%,17,-7.9%
DET,0-3,23,7.6%,23,7.6%,31,52.1%,1,-47.7%
OAK,0-2,24,10.2%,24,10.2%,19,8.4%,27,11.2%
WAS,1-2,25,11.2%,25,11.2%,27,29.3%,14,-10.1%
SF,1-2,26,13.0%,26,13.0%,20,12.8%,28,13.3%
ARI,1-2,27,14.0%,27,14.0%,25,18.8%,25,8.5%
IND,3-0,28,15.9%,28,15.9%,23,16.5%,29,15.2%
NYG,1-2,29,17.0%,29,17.0%,29,44.8%,11,-15.7%
TEN,0-3,30,17.1%,30,17.1%,28,32.9%,23,2.3%
NE,2-1,31,17.6%,31,17.6%,30,45.2%,12,-15.4%
HOU,0-3,32,51.7%,32,51.7%,32,79.8%,32,24.8%
