Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,11-2,1,-24.3%,1,-24.6%,1,-33.9%,9,-12.0%
BAL,10-3,2,-22.1%,2,-20.3%,3,-19.2%,2,-25.9%
JAX,8-5,3,-17.5%,3,-15.3%,2,-21.4%,8,-12.7%
MIN,6-7,4,-13.2%,5,-13.9%,11,-0.4%,1,-37.2%
MIA,6-7,5,-11.9%,4,-14.1%,6,-7.5%,6,-17.2%
PIT,6-7,6,-11.1%,9,-7.7%,9,-3.0%,3,-21.5%
CAR,6-7,7,-10.1%,6,-12.3%,10,-2.4%,4,-19.7%
PHI,7-6,8,-8.8%,10,-7.1%,5,-11.0%,13,-6.5%
OAK,2-11,9,-8.6%,7,-10.2%,4,-15.0%,20,-3.1%
NE,9-4,10,-7.1%,8,-9.0%,8,-4.0%,11,-11.4%
DAL,8-5,11,-2.8%,12,0.0%,14,4.8%,10,-12.0%
NYG,7-6,12,-2.2%,11,-0.8%,22,8.4%,5,-17.3%
ATL,7-6,13,-1.4%,13,1.2%,12,0.7%,18,-4.2%
DEN,7-6,14,1.0%,20,4.7%,18,6.7%,14,-5.6%
NO,9-4,15,1.1%,14,2.1%,16,5.8%,15,-5.2%
SD,11-2,16,1.2%,18,3.7%,15,5.4%,17,-4.4%
CLE,4-9,17,2.3%,17,3.7%,13,3.6%,23,0.8%
KC,7-6,18,2.6%,23,6.2%,27,14.8%,12,-10.2%
TB,3-10,19,2.8%,19,4.5%,29,19.2%,7,-14.9%
ARI,4-9,20,3.6%,21,4.8%,23,9.7%,19,-4.0%
SEA,8-5,21,4.5%,22,5.9%,17,5.9%,26,2.9%
BUF,6-7,22,4.5%,15,3.0%,7,-4.5%,31,15.0%
TEN,6-7,23,4.8%,16,3.0%,21,8.4%,25,1.1%
CIN,8-5,24,7.5%,25,9.0%,25,12.2%,24,0.8%
GB,5-8,25,7.6%,24,7.8%,20,7.0%,27,8.3%
IND,10-3,26,9.4%,26,9.0%,19,7.0%,30,11.4%
DET,2-11,27,11.6%,29,12.2%,30,21.6%,22,0.7%
STL,5-8,28,11.9%,31,15.9%,26,12.8%,29,11.0%
SF,5-8,29,12.8%,28,11.8%,28,15.0%,28,10.4%
NYJ,7-6,30,13.8%,30,13.8%,24,12.2%,32,15.5%
HOU,4-9,31,14.0%,27,11.0%,31,26.0%,21,0.3%
WAS,4-9,32,15.7%,32,16.7%,32,35.7%,16,-5.1%
