Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SF,8-2-1,1,39.1%,2,38.0%,2,23.2%,2,22.5%,4,-17.5%,3,-16.8%,20,-1.5%,16,-1.2%
NE,8-3,2,38.2%,1,40.4%,1,35.6%,1,35.9%,22,4.0%,22,4.0%,2,6.6%,2,8.5%
DEN,8-3,3,32.9%,3,34.9%,3,17.6%,3,17.8%,6,-14.5%,5,-16.0%,11,0.8%,10,1.1%
SEA,6-5,4,30.6%,4,32.5%,9,9.4%,6,13.6%,5,-16.3%,6,-14.2%,4,5.0%,4,4.7%
CHI,8-3,5,22.5%,5,21.5%,26,-15.2%,25,-16.1%,1,-32.2%,1,-32.4%,3,5.5%,3,5.3%
GB,7-4,6,22.1%,6,19.6%,5,15.0%,7,13.1%,7,-6.9%,7,-6.9%,12,0.2%,14,-0.4%
HOU,10-1,7,18.0%,8,14.9%,11,8.4%,12,6.6%,3,-18.3%,4,-16.1%,31,-8.7%,31,-7.7%
NYG,7-4,8,16.0%,7,15.4%,7,12.1%,10,9.2%,9,-3.9%,8,-6.6%,13,0.0%,15,-0.4%
BAL,9-2,9,11.7%,9,11.0%,13,4.7%,13,3.1%,21,3.8%,24,4.7%,1,10.7%,1,12.6%
DET,4-7,10,4.6%,11,6.2%,4,15.1%,4,15.8%,23,4.0%,23,4.4%,28,-6.4%,27,-5.1%
ATL,10-1,11,4.3%,17,-0.9%,14,4.6%,15,1.9%,16,-0.5%,16,0.9%,17,-0.8%,21,-1.9%
MIN,6-5,12,3.1%,18,-1.5%,19,-2.3%,19,-3.3%,14,-1.1%,18,1.5%,6,4.3%,6,3.3%
DAL,5-6,13,3.0%,13,3.1%,15,2.6%,14,3.1%,15,-0.7%,15,0.6%,14,-0.4%,11,0.6%
NO,5-6,14,2.6%,12,5.3%,6,13.8%,5,14.4%,28,13.9%,28,12.3%,8,2.7%,7,3.2%
CIN,6-5,15,1.8%,10,8.9%,12,7.0%,9,9.7%,25,7.6%,20,2.7%,9,2.4%,9,1.9%
WAS,5-6,16,1.3%,14,2.5%,8,9.7%,11,8.7%,18,1.9%,17,1.4%,29,-6.6%,26,-4.8%
PIT,6-5,17,-3.1%,16,-0.6%,20,-3.3%,21,-4.6%,11,-1.7%,9,-5.5%,19,-1.4%,18,-1.4%
STL,4-6-1,18,-3.3%,19,-5.2%,21,-5.1%,20,-3.5%,8,-5.8%,10,-3.6%,26,-4.0%,28,-5.3%
TB,6-5,19,-3.3%,19,-5.2%,21,-5.1%,20,-3.5%,8,-5.8%,10,-3.6%,26,-4.0%,28,-5.3%
ARI,4-7,20,-5.9%,22,-7.1%,31,-24.0%,31,-23.8%,2,-19.8%,2,-18.8%,21,-1.6%,22,-2.0%
CAR,3-8,21,-6.5%,20,-5.8%,17,0.1%,16,1.0%,10,-2.4%,12,-3.3%,32,-8.9%,32,-10.1%
MIA,5-6,22,-7.8%,23,-11.4%,23,-10.3%,24,-11.6%,13,-1.6%,14,0.3%,10,0.9%,12,0.6%
BUF,4-7,23,-10.4%,21,-7.1%,18,-2.1%,18,-1.6%,26,11.3%,25,8.1%,7,3.0%,8,2.7%
SD,4-7,24,-13.7%,24,-12.6%,22,-9.7%,22,-9.0%,20,3.2%,19,2.4%,16,-0.8%,17,-1.3%
NYJ,4-7,25,-15.5%,26,-15.5%,28,-16.7%,26,-16.2%,12,-1.7%,11,-3.5%,15,-0.6%,23,-2.8%
CLE,3-8,26,-15.9%,25,-12.9%,29,-19.1%,29,-18.4%,17,1.2%,13,-0.9%,5,4.4%,5,4.7%
IND,7-4,27,-23.5%,27,-23.7%,16,0.8%,17,-0.1%,32,20.8%,32,20.3%,25,-3.5%,24,-3.3%
PHI,3-8,28,-24.4%,29,-28.2%,27,-15.3%,27,-16.7%,24,6.0%,26,10.0%,24,-3.1%,19,-1.5%
TEN,4-7,29,-30.0%,28,-28.1%,24,-13.3%,23,-11.0%,30,14.8%,29,13.7%,23,-1.9%,25,-3.4%
JAX,2-9,30,-35.4%,30,-34.4%,30,-19.1%,30,-18.8%,29,14.6%,30,13.9%,22,-1.7%,20,-1.7%
OAK,3-8,31,-41.4%,32,-42.2%,25,-14.5%,28,-17.1%,31,19.1%,31,18.0%,30,-7.8%,30,-7.0%
KC,1-10,32,-41.8%,31,-40.4%,32,-28.6%,32,-28.8%,27,12.3%,27,11.4%,18,-0.9%,13,-0.2%
