Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,6-3,1,37.3%,1,39.2%,4,19.1%,3,20.1%,5,-15.0%,4,-15.5%,8,3.2%,7,3.6%
SEA,6-4,2,33.2%,2,34.2%,13,7.3%,8,9.5%,3,-23.7%,3,-23.7%,10,2.1%,12,1.0%
NE,6-3,3,31.9%,3,33.9%,1,31.4%,1,31.7%,18,3.0%,19,2.4%,6,3.5%,5,4.6%
GB,6-3,4,31.3%,5,30.0%,2,21.7%,2,21.8%,7,-7.9%,8,-7.0%,13,1.7%,11,1.2%
SF,6-2-1,5,30.6%,6,28.6%,3,19.3%,5,18.0%,6,-12.3%,6,-11.7%,18,-1.1%,20,-1.1%
CHI,7-2,6,30.3%,4,32.1%,26,-15.4%,26,-14.3%,1,-39.0%,1,-39.9%,2,6.8%,2,6.5%
HOU,8-1,7,25.7%,7,23.8%,9,8.0%,13,6.0%,2,-27.5%,2,-26.8%,32,-9.8%,31,-9.0%
BAL,7-2,8,13.3%,8,11.4%,7,8.2%,10,6.6%,20,4.7%,21,5.7%,1,9.7%,1,10.4%
NYG,6-4,9,10.0%,9,9.1%,8,8.0%,12,6.2%,13,-1.9%,10,-3.2%,16,0.1%,15,-0.3%
ATL,8-1,10,8.5%,12,3.8%,10,8.0%,14,5.9%,17,-0.5%,17,1.4%,15,0.1%,16,-0.7%
DAL,4-5,11,8.2%,10,8.5%,12,7.8%,9,8.8%,12,-2.1%,14,-0.4%,19,-1.6%,17,-0.7%
MIN,6-4,12,3.6%,15,2.0%,20,-5.3%,20,-6.2%,10,-3.4%,12,-2.6%,3,5.6%,3,5.6%
DET,4-5,13,2.7%,14,2.4%,5,18.1%,4,18.6%,22,7.6%,24,8.3%,29,-7.9%,29,-7.9%
PIT,6-3,14,2.5%,11,5.3%,16,3.8%,16,3.5%,19,3.1%,15,0.4%,12,1.8%,9,2.2%
TB,5-4,15,1.5%,13,3.0%,11,7.9%,7,11.1%,16,-0.7%,16,0.4%,27,-7.0%,28,-7.6%
NO,4-5,16,-0.3%,16,1.8%,6,14.8%,6,16.2%,29,15.5%,30,14.6%,14,0.4%,14,0.2%
STL,3-5-1,17,-2.4%,17,-2.8%,19,-4.8%,19,-2.6%,8,-6.2%,9,-4.5%,24,-3.8%,24,-4.8%
CIN,4-5,18,-7.5%,18,-3.0%,18,1.5%,18,2.1%,26,11.5%,22,7.1%,9,2.5%,10,2.0%
CAR,2-7,19,-8.6%,19,-8.5%,21,-6.1%,22,-6.9%,9,-5.9%,7,-7.7%,30,-8.4%,32,-9.3%
MIA,4-5,20,-8.8%,22,-11.8%,25,-14.7%,27,-16.8%,11,-2.5%,13,-1.5%,7,3.4%,8,3.5%
WAS,3-6,21,-10.0%,20,-10.3%,14,7.0%,11,6.6%,25,9.2%,26,10.2%,28,-7.8%,27,-6.8%
ARI,4-5,22,-10.3%,24,-13.8%,30,-22.5%,30,-23.4%,4,-16.4%,5,-14.6%,25,-4.2%,25,-5.0%
BUF,3-6,23,-12.2%,21,-10.8%,17,2.5%,17,3.3%,31,19.4%,31,19.0%,4,4.8%,4,5.0%
SD,4-5,24,-13.4%,23,-12.6%,22,-7.4%,21,-6.5%,21,5.4%,20,5.1%,17,-0.6%,19,-1.0%
NYJ,3-6,25,-16.2%,25,-16.7%,28,-20.1%,28,-20.6%,14,-1.8%,11,-3.0%,11,2.1%,13,1.0%
PHI,3-6,26,-19.1%,26,-20.5%,24,-14.0%,24,-13.1%,15,-1.0%,18,2.2%,26,-6.1%,26,-5.2%
IND,6-3,27,-22.4%,27,-23.2%,15,5.2%,15,4.4%,32,25.1%,32,25.5%,22,-2.4%,21,-2.1%
CLE,2-7,28,-26.4%,28,-25.0%,29,-21.6%,29,-20.7%,23,8.5%,25,8.8%,5,3.7%,6,4.6%
TEN,4-6,29,-30.1%,29,-28.8%,27,-15.5%,25,-14.0%,27,12.7%,27,11.4%,20,-2.0%,23,-3.4%
OAK,3-6,30,-34.7%,30,-33.5%,23,-9.4%,23,-11.0%,30,16.0%,29,13.9%,31,-9.3%,30,-8.7%
JAX,1-8,31,-41.5%,32,-42.2%,31,-25.4%,31,-27.0%,28,13.7%,28,12.9%,22,-2.4%,22,-2.2%
KC,1-8,32,-42.3%,31,-40.1%,32,-31.3%,32,-31.5%,24,9.0%,23,7.7%,21,-2.0%,18,-0.9%
