Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
GB,4-3,1,33.8%,1,33.3%,2,26.7%,3,26.8%,12,-7.2%,12,-6.9%,17,-0.1%,17,-0.4%
SF,5-2,2,32.8%,2,32.4%,5,17.6%,5,16.9%,5,-17.7%,5,-18.0%,23,-2.5%,23,-2.5%
CHI,5-1,3,30.0%,3,30.9%,24,-10.0%,24,-9.6%,1,-34.1%,1,-34.7%,5,5.9%,5,5.8%
DEN,3-3,4,28.9%,5,29.0%,4,19.8%,4,20.3%,8,-10.4%,8,-10.1%,19,-1.3%,19,-1.3%
NYG,5-2,5,28.2%,4,29.5%,3,26.1%,2,26.8%,14,-0.3%,14,-0.9%,11,1.8%,11,1.9%
HOU,6-1,6,25.9%,6,25.3%,9,10.1%,9,9.7%,2,-26.5%,3,-26.0%,31,-10.7%,31,-10.5%
NE,4-3,7,25.1%,7,25.2%,1,27.5%,1,27.5%,21,4.7%,21,5.0%,10,2.3%,9,2.6%
SEA,4-3,8,21.9%,8,22.1%,23,-5.5%,22,-5.4%,3,-26.0%,2,-26.3%,12,1.4%,12,1.2%
ATL,6-0,9,19.7%,9,19.2%,10,7.8%,10,7.5%,10,-9.0%,9,-9.0%,8,2.9%,8,2.7%
MIN,5-2,10,14.1%,10,14.2%,14,-1.2%,14,-1.4%,11,-7.9%,11,-8.3%,2,7.4%,2,7.3%
MIA,3-3,11,10.4%,11,10.3%,17,-3.0%,17,-3.0%,7,-10.6%,7,-10.9%,9,2.9%,10,2.4%
STL,3-4,12,5.5%,12,5.6%,18,-4.2%,18,-4.0%,6,-12.5%,6,-12.4%,24,-2.8%,24,-2.9%
BAL,5-2,13,2.5%,13,1.9%,12,3.0%,12,2.7%,22,7.6%,24,7.9%,3,7.1%,3,7.0%
WAS,3-4,14,1.2%,14,1.6%,6,14.5%,6,14.8%,19,3.8%,19,4.0%,30,-9.5%,30,-9.2%
DET,2-4,15,-3.2%,15,-3.8%,8,10.8%,8,10.8%,18,2.7%,18,2.7%,32,-11.2%,32,-11.9%
ARI,4-3,16,-4.0%,16,-4.1%,30,-21.6%,30,-21.8%,4,-18.2%,4,-18.1%,18,-0.5%,18,-0.4%
DAL,3-3,17,-4.7%,18,-4.8%,13,1.0%,13,0.4%,16,0.0%,16,-0.1%,26,-5.7%,26,-5.4%
NO,2-4,18,-4.7%,17,-4.5%,7,14.3%,7,14.4%,30,19.9%,30,19.5%,13,0.9%,14,0.7%
PIT,3-3,19,-6.3%,19,-6.0%,11,3.9%,11,4.0%,23,8.0%,22,7.6%,22,-2.2%,22,-2.4%
NYJ,3-4,20,-6.6%,20,-6.9%,26,-14.4%,27,-14.7%,15,-0.1%,15,-0.2%,1,7.7%,1,7.6%
TB,2-4,21,-10.3%,21,-10.8%,19,-4.8%,20,-5.0%,13,-3.1%,13,-3.1%,28,-8.6%,29,-8.9%
CAR,1-5,22,-12.0%,22,-12.3%,22,-5.3%,23,-5.9%,17,2.7%,17,2.3%,25,-4.0%,25,-4.1%
PHI,3-3,23,-12.3%,23,-12.7%,27,-14.7%,26,-14.3%,9,-9.8%,10,-8.7%,27,-7.5%,27,-7.2%
SD,3-3,24,-16.6%,24,-17.2%,25,-12.8%,25,-13.3%,20,4.5%,20,4.5%,15,0.8%,15,0.6%
BUF,3-4,25,-18.7%,25,-18.6%,16,-3.0%,16,-2.9%,32,22.4%,32,22.4%,4,6.6%,4,6.8%
CIN,3-4,26,-19.7%,26,-18.7%,21,-5.0%,19,-4.8%,28,18.6%,28,17.6%,6,3.9%,6,3.8%
OAK,2-4,27,-22.0%,27,-21.3%,20,-4.9%,21,-5.2%,24,8.5%,23,7.8%,29,-8.7%,28,-8.2%
IND,3-3,28,-25.4%,28,-25.7%,15,-1.7%,15,-2.0%,31,22.0%,31,21.9%,20,-1.8%,21,-1.7%
CLE,1-6,29,-26.9%,29,-27.0%,28,-17.4%,28,-17.3%,25,13.0%,25,13.4%,7,3.5%,7,3.6%
TEN,3-4,30,-39.2%,30,-39.0%,29,-20.8%,29,-20.6%,29,18.9%,29,18.8%,16,0.5%,16,0.4%
JAX,1-5,31,-39.5%,31,-39.6%,31,-24.9%,31,-25.4%,26,15.4%,26,15.3%,14,0.8%,13,1.0%
KC,1-5,32,-48.5%,32,-47.4%,32,-29.3%,32,-29.6%,27,17.3%,27,16.4%,21,-1.9%,20,-1.4%
