Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,10-5,1,40.6%,1,49.8%,4,18.8%,1,29.1%,4,-16.4%,4,-14.5%,3,5.4%,4,6.2%
DEN,12-3,2,33.8%,2,34.7%,2,21.5%,3,21.5%,6,-11.7%,6,-12.5%,14,0.6%,16,0.7%
NE,11-4,3,32.4%,3,33.1%,1,30.9%,2,28.8%,20,3.8%,18,3.0%,5,5.3%,3,7.3%
SF,10-4-1,4,31.0%,4,27.2%,5,16.4%,6,12.8%,5,-15.7%,2,-15.5%,21,-1.1%,20,-1.0%
GB,11-4,5,28.0%,5,26.4%,3,20.3%,4,19.8%,8,-8.0%,9,-8.6%,16,-0.4%,24,-1.9%
CHI,9-6,6,21.7%,6,19.8%,25,-10.9%,23,-10.1%,1,-27.2%,1,-25.3%,4,5.4%,5,4.6%
ATL,13-2,7,14.1%,9,12.3%,10,7.5%,12,5.9%,9,-5.8%,11,-6.3%,13,0.8%,18,0.1%
HOU,12-3,8,13.8%,11,8.1%,14,1.6%,17,-3.6%,2,-18.6%,3,-15.3%,32,-6.4%,27,-3.7%
BAL,10-5,9,10.2%,10,9.3%,13,3.9%,13,1.7%,19,3.6%,20,3.7%,1,9.8%,1,11.3%
NYG,8-7,10,7.9%,13,5.4%,9,9.3%,11,6.8%,18,3.4%,21,3.9%,9,2.1%,9,2.5%
WAS,9-6,11,7.3%,7,13.7%,6,14.5%,5,15.4%,21,3.9%,17,2.5%,26,-3.2%,15,0.8%
MIN,9-6,12,4.4%,15,2.2%,16,-0.7%,14,-0.3%,15,-0.6%,15,0.5%,6,4.6%,8,3.0%
DAL,8-7,13,3.0%,16,2.1%,11,6.8%,10,8.0%,17,3.2%,26,7.1%,19,-0.7%,13,1.2%
CAR,6-9,14,2.8%,12,7.0%,12,6.5%,8,10.5%,11,-2.3%,13,-2.9%,31,-6.0%,32,-6.4%
CIN,9-6,15,2.5%,8,13.1%,17,-1.6%,16,-1.9%,13,-0.9%,8,-11.8%,7,3.2%,6,3.1%
DET,4-11,16,1.7%,17,1.7%,7,11.5%,7,10.7%,22,4.3%,22,4.4%,30,-5.5%,31,-4.6%
STL,7-7-1,17,1.6%,14,3.7%,21,-6.3%,18,-4.0%,7,-11.4%,7,-12.1%,27,-3.5%,30,-4.4%
NO,7-8,18,-1.2%,18,0.1%,8,10.6%,9,9.7%,27,10.4%,25,6.9%,22,-1.3%,25,-2.7%
PIT,7-8,19,-4.1%,19,-5.2%,19,-5.5%,25,-11.0%,12,-2.0%,10,-6.7%,17,-0.5%,19,-0.8%
MIA,7-8,20,-5.3%,20,-5.9%,22,-7.1%,19,-6.4%,14,-0.9%,14,-1.7%,12,0.9%,21,-1.1%
TB,6-9,21,-9.2%,24,-14.3%,15,0.4%,15,-0.7%,23,4.8%,27,9.1%,29,-4.8%,29,-4.4%
SD,6-9,22,-10.5%,22,-9.4%,23,-9.9%,24,-10.2%,16,2.7%,16,1.2%,10,2.0%,11,2.0%
CLE,5-10,23,-13.9%,21,-7.7%,27,-15.0%,26,-12.6%,24,5.3%,19,3.2%,2,6.4%,2,8.1%
ARI,5-10,24,-13.9%,27,-20.8%,32,-32.2%,32,-37.4%,3,-17.3%,5,-13.6%,11,1.0%,7,3.0%
BUF,5-10,25,-14.6%,23,-11.0%,20,-6.1%,21,-8.0%,28,11.2%,24,5.2%,8,2.7%,10,2.2%
NYJ,6-9,26,-17.0%,25,-19.0%,29,-19.8%,29,-22.0%,10,-3.5%,12,-6.2%,20,-0.8%,26,-3.2%
IND,10-5,27,-21.0%,26,-19.0%,18,-4.3%,20,-7.8%,32,16.0%,30,12.3%,18,-0.7%,14,1.1%
PHI,4-11,28,-21.0%,28,-23.6%,24,-10.8%,22,-9.0%,25,8.2%,32,15.1%,23,-2.0%,17,0.5%
OAK,4-11,29,-30.2%,30,-28.4%,26,-11.2%,27,-13.9%,31,14.4%,31,12.8%,28,-4.5%,23,-1.7%
JAX,2-13,30,-30.7%,29,-26.8%,28,-17.1%,28,-16.4%,30,13.4%,29,11.8%,15,-0.2%,12,1.4%
TEN,5-10,31,-33.7%,31,-31.8%,30,-20.8%,30,-22.5%,26,9.9%,23,4.9%,25,-3.0%,28,-4.4%
KC,2-13,32,-41.1%,32,-37.0%,31,-25.5%,31,-25.3%,29,13.3%,28,10.1%,24,-2.3%,22,-1.6%
