Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,9-3,1,37.5%,1,39.7%,1,34.4%,1,34.5%,20,2.6%,18,2.4%,2,5.7%,2,7.6%
DEN,9-3,2,35.2%,2,37.3%,2,19.4%,2,19.4%,5,-14.4%,5,-15.7%,10,1.5%,9,2.2%
SF,8-3-1,3,34.4%,3,33.3%,3,18.8%,4,17.2%,4,-17.6%,4,-17.6%,23,-2.0%,21,-1.5%
SEA,7-5,4,31.1%,4,33.3%,5,13.2%,3,18.8%,6,-12.5%,6,-8.9%,3,5.4%,3,5.6%
HOU,11-1,5,21.4%,5,20.7%,11,7.1%,12,5.6%,2,-21.1%,2,-20.3%,30,-6.8%,29,-5.2%
GB,8-4,6,20.8%,7,17.1%,4,16.2%,5,14.2%,9,-4.8%,11,-3.5%,12,-0.1%,14,-0.5%
CHI,8-4,7,20.3%,6,18.8%,26,-12.7%,25,-12.8%,1,-27.7%,1,-26.7%,4,5.3%,4,5.0%
NYG,7-5,8,14.1%,8,11.9%,7,12.3%,9,9.3%,13,-2.1%,12,-3.4%,15,-0.3%,15,-0.8%
BAL,9-3,9,10.9%,9,10.2%,14,2.9%,15,1.0%,19,2.4%,19,2.8%,1,10.4%,1,12.0%
ATL,11-1,10,7.9%,13,3.7%,15,2.5%,16,0.1%,8,-5.5%,10,-4.9%,14,-0.2%,20,-1.3%
WAS,6-6,11,3.2%,11,5.5%,6,12.4%,6,12.0%,22,3.5%,20,2.8%,29,-5.7%,25,-3.7%
DET,4-8,12,2.7%,12,3.9%,8,11.2%,7,11.4%,21,3.1%,21,3.1%,27,-5.4%,28,-4.4%
TB,6-6,13,0.6%,15,1.3%,10,8.1%,8,11.1%,17,1.8%,23,4.1%,28,-5.7%,30,-5.6%
CIN,7-5,14,0.0%,10,7.8%,13,4.0%,11,6.4%,24,6.4%,16,0.5%,9,2.4%,10,2.0%
DAL,6-6,15,-0.1%,17,-0.6%,12,4.1%,13,4.2%,18,2.1%,22,4.0%,24,-2.0%,16,-0.8%
MIN,6-6,16,-0.2%,20,-4.7%,19,-2.2%,19,-2.7%,16,1.6%,24,4.3%,6,3.6%,8,2.2%
NO,5-7,17,-0.8%,14,1.8%,9,8.4%,10,8.4%,27,12.2%,26,10.0%,8,3.0%,6,3.5%
STL,5-6-1,18,-1.3%,18,-1.6%,21,-5.9%,20,-4.5%,7,-8.2%,8,-6.9%,26,-3.5%,27,-4.0%
PIT,7-5,19,-2.1%,16,0.6%,20,-4.5%,21,-6.4%,12,-3.1%,7,-7.2%,17,-0.7%,13,-0.3%
CAR,3-9,20,-5.9%,21,-4.9%,16,2.2%,14,3.8%,14,0.2%,15,-0.1%,32,-7.9%,32,-8.9%
MIA,5-7,21,-7.7%,24,-11.9%,25,-11.8%,27,-13.8%,11,-3.7%,13,-2.9%,11,0.4%,18,-0.9%
ARI,4-8,22,-7.7%,22,-9.3%,32,-27.0%,32,-27.4%,3,-20.1%,3,-19.0%,18,-0.8%,17,-0.9%
BUF,5-7,23,-7.8%,19,-3.4%,18,-1.8%,18,-1.2%,25,9.6%,25,5.8%,5,3.6%,5,3.6%
SD,4-8,24,-10.9%,23,-9.4%,22,-9.4%,22,-8.6%,15,0.4%,14,-1.2%,20,-1.1%,22,-2.0%
NYJ,5-7,25,-12.5%,26,-13.6%,28,-15.7%,29,-16.4%,10,-4.3%,9,-6.5%,19,-1.0%,26,-3.7%
CLE,4-8,26,-16.6%,25,-13.4%,29,-15.7%,28,-14.2%,23,4.1%,17,2.3%,7,3.2%,7,3.0%
IND,8-4,27,-20.3%,27,-18.6%,17,0.1%,17,-0.2%,31,17.8%,31,16.3%,25,-2.5%,23,-2.2%
PHI,3-9,28,-21.6%,28,-25.1%,24,-11.4%,23,-11.5%,26,9.8%,30,15.4%,16,-0.5%,11,1.7%
TEN,4-8,29,-30.5%,29,-28.1%,27,-15.2%,26,-12.8%,28,13.4%,27,11.8%,22,-1.9%,24,-3.5%
JAX,2-10,30,-36.7%,30,-35.2%,30,-21.0%,30,-20.9%,29,14.2%,28,13.2%,21,-1.5%,19,-1.1%
OAK,3-9,31,-38.1%,32,-40.3%,23,-9.9%,24,-12.4%,32,21.3%,32,21.9%,31,-6.9%,31,-6.0%
KC,2-10,32,-39.3%,31,-36.2%,31,-23.1%,31,-22.0%,30,16.0%,29,15.1%,13,-0.1%,12,0.8%
