Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SF,7-2-1,1,40.6%,1,41.4%,2,24.9%,2,25.6%,6,-15.5%,6,-15.1%,14,0.2%,12,0.7%
NE,7-3,2,36.9%,2,39.5%,1,34.3%,1,34.6%,20,4.0%,19,3.5%,2,6.5%,2,8.4%
DEN,7-3,3,35.3%,3,37.1%,4,17.8%,4,18.1%,5,-15.9%,5,-17.1%,11,1.6%,10,1.9%
SEA,6-4,4,34.3%,4,36.1%,9,9.6%,7,12.5%,2,-22.7%,2,-22.7%,9,2.1%,11,1.0%
GB,7-3,5,29.3%,5,27.1%,3,18.8%,5,17.5%,7,-10.4%,7,-10.2%,16,0.0%,16,-0.6%
HOU,9-1,6,22.3%,6,20.9%,7,10.1%,9,8.7%,3,-21.3%,3,-20.9%,31,-9.1%,30,-8.6%
CHI,7-3,7,20.2%,7,19.8%,28,-19.1%,27,-19.5%,1,-33.7%,1,-34.1%,3,5.6%,3,5.2%
NYG,6-4,8,11.0%,8,9.3%,8,9.8%,10,7.3%,15,-1.1%,12,-2.7%,15,0.1%,17,-0.7%
BAL,8-2,9,10.9%,9,8.9%,15,4.0%,17,1.2%,22,4.3%,21,4.9%,1,11.1%,1,12.6%
ATL,9-1,10,6.0%,15,1.7%,17,3.7%,18,1.1%,13,-1.9%,14,-0.9%,12,0.5%,14,-0.3%
DAL,5-5,11,6.0%,10,6.9%,12,5.4%,11,6.5%,14,-1.3%,16,0.0%,17,-0.7%,13,0.4%
MIN,6-4,12,4.8%,16,1.7%,19,-3.4%,19,-4.2%,12,-2.6%,15,-0.8%,4,5.6%,4,5.1%
NO,5-5,13,3.7%,12,6.3%,5,17.1%,3,18.3%,30,15.3%,30,14.2%,10,2.0%,9,2.2%
PIT,6-4,14,3.2%,11,6.7%,16,3.8%,15,3.6%,16,-0.2%,10,-3.6%,19,-0.8%,15,-0.5%
DET,4-6,15,2.0%,13,2.8%,6,14.2%,6,14.2%,23,5.6%,23,6.0%,28,-6.6%,26,-5.5%
TB,6-4,16,1.1%,14,2.7%,10,8.1%,8,11.5%,17,1.2%,17,2.7%,27,-5.9%,29,-6.2%
CIN,5-5,17,-3.2%,17,1.2%,13,5.3%,13,6.1%,25,11.2%,25,7.2%,8,2.7%,8,2.3%
WAS,4-6,18,-3.3%,18,-3.5%,11,8.0%,12,6.4%,21,4.0%,20,4.0%,29,-7.3%,27,-5.9%
STL,3-6-1,19,-4.2%,19,-5.4%,21,-5.7%,20,-4.3%,10,-4.7%,13,-2.7%,24,-3.1%,25,-3.8%
ARI,4-6,20,-4.7%,21,-6.2%,31,-22.9%,31,-23.3%,4,-20.8%,4,-20.5%,22,-2.6%,22,-3.4%
CAR,2-8,21,-7.6%,22,-7.5%,20,-3.8%,21,-4.6%,8,-5.3%,8,-7.2%,30,-9.0%,32,-10.0%
BUF,4-6,22,-7.8%,20,-5.7%,18,2.3%,16,3.4%,29,14.8%,29,14.0%,5,4.7%,5,5.0%
MIA,4-6,23,-11.1%,25,-15.2%,26,-17.6%,29,-21.2%,11,-3.4%,11,-2.7%,7,3.1%,7,3.3%
NYJ,4-6,24,-11.8%,23,-10.9%,25,-16.9%,25,-16.7%,9,-4.8%,9,-6.9%,13,0.4%,19,-1.0%
SD,4-6,25,-13.8%,24,-12.3%,22,-9.4%,22,-8.4%,19,3.8%,18,2.7%,18,-0.7%,20,-1.2%
CLE,2-8,26,-22.5%,26,-21.0%,29,-19.3%,26,-18.5%,24,6.8%,24,6.8%,6,3.6%,6,4.2%
PHI,3-7,27,-26.2%,28,-29.6%,27,-18.8%,28,-20.3%,18,2.7%,22,5.8%,25,-4.7%,23,-3.5%
IND,6-4,28,-28.1%,27,-29.0%,14,4.4%,14,4.1%,32,26.9%,32,27.0%,26,-5.6%,28,-6.0%
TEN,4-6,29,-30.5%,29,-29.9%,24,-13.9%,23,-12.8%,28,14.7%,27,13.4%,21,-2.0%,24,-3.7%
JAX,1-9,30,-38.2%,30,-38.5%,30,-20.8%,30,-21.4%,27,14.3%,28,14.0%,23,-3.1%,21,-3.1%
OAK,3-7,31,-40.0%,31,-40.8%,23,-11.4%,24,-13.8%,31,19.1%,31,17.6%,32,-9.5%,31,-9.4%
KC,1-9,32,-45.1%,32,-44.0%,32,-30.9%,32,-31.4%,26,12.6%,26,11.7%,20,-1.7%,18,-0.9%
