Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,10-4,1,38.7%,2,42.2%,1,35.2%,1,35.2%,15,1.8%,13,-0.1%,5,5.3%,3,6.9%
SEA,9-5,2,38.3%,1,44.3%,4,17.7%,2,25.8%,5,-15.1%,6,-12.1%,4,5.5%,4,6.5%
DEN,11-3,3,36.3%,3,37.1%,2,20.9%,3,20.3%,6,-14.4%,5,-15.3%,10,1.1%,10,1.5%
SF,10-3-1,4,34.7%,4,35.2%,3,18.7%,4,18.3%,4,-17.1%,2,-18.1%,19,-1.1%,20,-1.1%
GB,10-4,5,20.7%,5,16.0%,5,17.4%,5,15.1%,10,-4.7%,11,-3.8%,20,-1.4%,25,-2.9%
CHI,8-6,6,18.3%,6,14.9%,26,-13.5%,26,-13.8%,1,-25.5%,1,-22.6%,2,6.4%,5,6.0%
HOU,12-2,7,16.8%,7,13.0%,13,5.0%,15,2.3%,2,-18.8%,4,-15.9%,32,-7.1%,30,-5.2%
ATL,12-2,8,14.1%,8,12.0%,11,7.4%,12,5.5%,8,-6.6%,8,-7.5%,13,0.1%,18,-0.9%
NYG,8-6,9,11.6%,11,8.7%,8,10.6%,10,8.1%,14,1.2%,17,1.5%,9,2.2%,9,2.1%
BAL,9-5,10,8.0%,13,5.3%,15,1.9%,17,-1.8%,22,4.1%,22,4.3%,1,10.2%,1,11.4%
WAS,8-6,11,6.4%,10,10.8%,6,13.3%,7,12.8%,17,2.8%,15,0.7%,26,-4.0%,21,-1.3%
CIN,8-6,12,2.0%,9,11.1%,16,1.4%,14,2.6%,16,2.4%,10,-5.7%,8,3.1%,8,2.8%
NO,6-8,13,1.7%,14,4.8%,7,11.3%,8,11.2%,27,9.2%,24,5.4%,18,-0.4%,19,-1.1%
CAR,5-9,14,1.5%,12,5.8%,10,8.6%,6,13.4%,12,0.7%,16,0.8%,31,-6.4%,32,-6.8%
DET,4-10,15,1.5%,15,2.2%,9,10.6%,9,9.5%,20,3.5%,21,3.0%,30,-5.6%,28,-4.3%
DAL,8-6,16,0.4%,16,-1.2%,12,5.2%,11,6.2%,19,3.3%,26,6.9%,21,-1.5%,16,-0.5%
MIN,8-6,17,-0.3%,19,-4.3%,17,-1.6%,16,-1.5%,18,3.2%,25,6.2%,6,4.5%,6,3.4%
STL,6-7-1,18,-1.6%,17,-1.5%,21,-6.8%,20,-5.7%,7,-9.6%,7,-9.5%,27,-4.4%,31,-5.3%
PIT,7-7,19,-4.1%,18,-3.8%,18,-3.0%,21,-6.5%,13,0.8%,12,-2.8%,16,-0.3%,14,-0.1%
MIA,6-8,20,-6.4%,21,-8.5%,22,-7.6%,22,-7.7%,11,-0.3%,14,0.1%,11,0.9%,17,-0.7%
TB,6-8,21,-7.2%,22,-9.1%,14,3.3%,13,4.7%,24,5.3%,27,9.1%,29,-5.2%,29,-4.6%
BUF,5-9,22,-10.2%,20,-7.2%,20,-3.4%,19,-4.9%,28,10.1%,23,5.3%,7,3.3%,7,2.9%
ARI,5-9,23,-12.5%,26,-17.0%,32,-31.3%,32,-34.8%,3,-18.8%,3,-16.8%,14,0.1%,11,1.1%
NYJ,6-8,24,-13.6%,25,-15.0%,29,-18.8%,30,-20.4%,9,-5.2%,9,-7.4%,15,0.0%,24,-2.0%
SD,5-9,25,-13.9%,24,-13.5%,24,-10.8%,23,-11.3%,21,3.6%,20,2.2%,12,0.5%,13,-0.1%
CLE,5-9,26,-14.8%,23,-9.4%,27,-16.3%,27,-14.5%,23,4.2%,19,1.9%,3,5.7%,2,7.0%
IND,9-5,27,-20.9%,27,-18.2%,19,-3.0%,18,-4.7%,30,15.5%,28,11.6%,24,-2.4%,23,-1.9%
PHI,4-10,28,-22.6%,29,-26.1%,25,-12.3%,25,-12.8%,26,7.9%,29,13.0%,23,-2.3%,15,-0.4%
TEN,5-9,29,-27.1%,28,-24.1%,28,-17.8%,29,-18.5%,25,7.0%,18,1.8%,25,-2.4%,27,-3.8%
OAK,4-10,30,-30.9%,30,-31.3%,23,-9.6%,24,-11.3%,32,16.2%,32,16.7%,28,-5.1%,26,-3.3%
JAX,2-12,31,-35.5%,31,-33.9%,30,-19.2%,28,-18.4%,31,16.0%,31,16.2%,17,-0.4%,12,0.8%
KC,2-12,32,-43.2%,32,-42.0%,31,-26.7%,31,-27.1%,29,14.4%,30,13.2%,22,-2.1%,22,-1.6%
