Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,11-0,1,34.2%,1,33.2%,1,67.4%,9,2.0%
NE,8-3,2,29.8%,2,27.4%,2,57.6%,5,7.6%
NO,8-3,3,27.3%,3,27.3%,3,45.0%,2,12.5%
HOU,8-3,4,20.0%,4,21.8%,4,36.9%,3,11.2%
PIT,8-3,5,13.3%,5,15.8%,7,28.6%,8,2.7%
CAR,3-8,6,11.1%,6,9.5%,15,13.7%,1,19.4%
NYG,6-5,7,8.1%,7,8.2%,5,30.2%,23,-9.8%
PHI,4-7,8,7.4%,9,6.8%,11,18.6%,4,8.4%
ATL,7-4,9,7.0%,8,7.0%,8,25.2%,22,-9.4%
DAL,7-4,10,6.3%,10,6.3%,6,29.6%,24,-11.2%
BUF,5-6,11,5.1%,17,-0.3%,14,14.7%,12,-0.2%
OAK,7-4,12,3.4%,16,0.2%,18,11.5%,6,7.3%
CIN,7-4,13,2.7%,11,4.4%,12,18.4%,15,-3.6%
SD,4-7,14,2.3%,13,1.9%,16,12.6%,11,-0.2%
TEN,6-5,15,2.3%,18,-0.7%,9,20.5%,31,-18.5%
BAL,8-3,16,2.0%,12,2.9%,13,15.8%,18,-5.3%
DET,7-4,17,1.1%,14,0.8%,20,8.6%,13,-1.0%
NYJ,6-5,18,-0.4%,15,0.7%,19,9.0%,14,-1.6%
SF,9-2,20,-2.7%,19,-2.4%,10,19.2%,21,-8.3%
MIA,3-8,21,-3.1%,21,-3.6%,17,12.1%,29,-14.6%
MIN,2-9,22,-6.4%,24,-8.1%,26,-6.9%,7,4.6%
CHI,7-4,23,-7.0%,22,-6.1%,21,4.9%,17,-3.7%
DEN,6-5,24,-8.0%,23,-6.5%,25,-6.9%,16,-3.7%
CLE,4-7,25,-11.8%,25,-10.3%,23,1.5%,32,-21.5%
WAS,4-7,26,-16.2%,27,-18.0%,27,-10.0%,30,-16.4%
SEA,4-7,27,-16.5%,26,-16.3%,24,-4.6%,26,-12.9%
IND,0-11,28,-21.0%,29,-23.5%,29,-23.4%,19,-6.1%
ARI,4-7,29,-21.0%,28,-22.5%,30,-24.4%,20,-7.7%
KC,4-7,30,-23.2%,30,-23.8%,28,-22.8%,28,-14.2%
JAX,3-8,31,-27.1%,31,-25.8%,32,-38.5%,25,-12.1%
STL,2-9,32,-29.6%,32,-29.8%,31,-27.9%,27,-13.8%
TB,4-7,32,-29.6%,32,-29.8%,31,-27.9%,27,-13.8%
