Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,7-0,1,33.7%,1,33.3%,1,74.7%,17,-5.0%
NE,5-2,2,29.2%,2,28.4%,2,52.6%,1,15.7%
BUF,5-2,3,24.3%,3,23.2%,4,40.1%,2,14.3%
NO,5-3,4,18.6%,4,18.2%,6,34.9%,8,5.5%
CAR,2-6,5,15.0%,5,15.9%,9,28.7%,5,9.9%
PHI,3-4,6,14.5%,7,14.8%,8,29.9%,6,8.7%
HOU,5-3,7,14.3%,6,14.9%,5,37.6%,12,-0.9%
NYG,5-2,8,14.0%,8,14.5%,3,41.1%,19,-6.3%
PIT,6-2,9,7.9%,9,9.7%,10,23.7%,13,-1.6%
TEN,4-3,10,5.1%,10,4.0%,7,30.5%,32,-26.4%
DET,6-2,11,4.2%,11,3.9%,13,20.9%,21,-10.3%
OAK,4-3,12,3.6%,13,2.7%,18,5.8%,3,12.5%
ATL,4-3,13,3.0%,12,3.3%,14,15.2%,20,-6.7%
DAL,3-4,14,1.9%,15,1.6%,11,22.6%,29,-17.5%
MIN,2-6,15,1.7%,14,2.4%,21,0.9%,4,11.7%
TB,4-3,16,1.7%,16,0.7%,19,4.6%,7,6.1%
CIN,5-2,17,-0.9%,18,-0.7%,15,11.0%,14,-2.3%
SD,4-3,18,-1.3%,19,-1.6%,17,8.3%,10,0.6%
SF,6-1,19,-1.4%,17,0.3%,12,21.8%,16,-4.8%
NYJ,4-3,20,-3.0%,20,-3.6%,16,9.7%,18,-5.4%
MIA,0-7,21,-8.0%,21,-8.7%,23,-0.3%,23,-13.3%
BAL,5-2,22,-9.4%,24,-10.9%,20,3.6%,22,-11.9%
CHI,4-3,23,-9.6%,22,-9.1%,22,0.7%,11,-0.2%
IND,0-8,24,-11.0%,23,-10.2%,27,-9.6%,15,-3.4%
ARI,1-6,25,-12.7%,25,-13.5%,28,-16.3%,9,1.3%
CLE,3-4,26,-15.2%,26,-14.2%,24,-1.7%,31,-26.1%
KC,4-3,27,-16.3%,27,-14.7%,26,-7.1%,26,-14.7%
DEN,2-5,28,-19.4%,28,-18.8%,30,-18.6%,28,-16.9%
WAS,3-4,29,-20.1%,30,-22.2%,29,-17.6%,24,-13.7%
SEA,2-5,30,-20.1%,29,-19.9%,25,-3.8%,30,-25.7%
STL,1-6,31,-26.1%,31,-26.8%,31,-20.5%,25,-14.3%
JAX,2-6,32,-33.4%,32,-33.8%,32,-48.1%,27,-16.5%
