Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,2-0,1,62.0%,1,62.0%,1,91.1%,2,32.2%
GB,2-0,2,45.9%,2,45.9%,3,61.8%,1,46.2%
BUF,2-0,3,40.5%,3,40.5%,2,72.3%,3,21.5%
OAK,1-1,4,21.6%,4,21.6%,4,60.6%,7,11.4%
HOU,2-0,5,18.5%,5,18.5%,9,34.0%,6,11.8%
NO,1-1,6,16.5%,6,16.5%,7,42.0%,15,-14.4%
TEN,1-1,7,12.8%,7,12.8%,8,39.5%,27,-34.3%
PHI,1-1,8,11.3%,8,11.3%,15,20.2%,8,10.1%
CIN,1-1,9,9.6%,9,9.6%,12,24.3%,11,-5.5%
MIA,0-2,10,9.4%,10,9.4%,13,23.1%,13,-8.3%
WAS,2-0,11,9.0%,11,9.0%,14,22.0%,10,1.5%
DET,2-0,12,7.6%,12,7.6%,5,44.9%,25,-25.3%
ARI,1-1,13,7.5%,13,7.5%,19,10.8%,4,19.4%
MIN,0-2,14,4.8%,14,4.8%,20,3.8%,5,14.9%
CAR,0-2,15,4.8%,15,4.8%,11,24.7%,22,-18.7%
SD,1-1,16,4.2%,16,4.2%,10,26.4%,21,-17.9%
NYG,1-1,17,4.1%,17,4.1%,18,12.9%,9,6.5%
TB,1-1,18,3.6%,18,3.6%,17,15.4%,17,-15.0%
DAL,1-1,19,-2.1%,19,-2.1%,6,42.8%,31,-52.0%
ATL,1-1,20,-4.0%,20,-4.0%,21,3.8%,14,-8.6%
NYJ,2-0,21,-8.2%,21,-8.2%,16,16.5%,30,-45.6%
BAL,1-1,22,-11.9%,22,-11.9%,22,2.9%,18,-15.1%
PIT,1-1,23,-14.7%,23,-14.7%,25,-7.0%,20,-16.7%
DEN,1-1,24,-16.0%,24,-16.0%,24,-3.7%,23,-24.3%
STL,0-2,25,-20.6%,25,-20.6%,27,-13.7%,19,-16.1%
IND,0-2,26,-23.4%,26,-23.4%,28,-21.9%,12,-6.2%
CLE,1-1,27,-24.9%,27,-24.9%,26,-10.6%,26,-28.8%
SF,1-1,28,-25.2%,28,-25.2%,23,0.8%,29,-36.1%
CHI,1-1,29,-33.6%,29,-33.6%,29,-22.8%,28,-35.7%
SEA,0-2,30,-40.2%,30,-40.2%,30,-25.3%,32,-53.1%
JAX,1-1,31,-43.5%,31,-43.5%,32,-87.4%,16,-14.5%
KC,0-2,32,-55.9%,32,-55.9%,31,-81.1%,24,-24.5%
