Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
BUF,3-0,1,46.2%,1,46.2%,2,71.9%,2,25.6%
NE,2-1,2,42.3%,2,42.3%,1,74.6%,5,12.4%
OAK,2-1,3,31.8%,3,31.8%,4,54.3%,1,29.6%
GB,3-0,4,30.6%,4,30.6%,3,67.4%,3,16.9%
HOU,2-1,5,20.0%,5,20.0%,6,42.2%,7,5.3%
NO,2-1,6,19.6%,6,19.6%,7,38.7%,12,-2.8%
NYG,2-1,7,17.3%,7,17.3%,9,31.6%,6,11.1%
TEN,2-1,8,11.0%,8,11.0%,5,48.6%,32,-49.2%
MIA,0-3,9,7.3%,9,7.3%,11,29.1%,18,-17.6%
SD,2-1,10,6.6%,10,6.6%,14,20.0%,11,-0.1%
CAR,1-2,11,6.5%,11,6.5%,10,29.3%,21,-19.4%
DET,3-0,12,3.1%,12,3.1%,8,35.4%,27,-32.8%
WAS,2-1,13,3.0%,13,3.0%,15,14.9%,15,-4.8%
BAL,2-1,14,1.7%,14,1.7%,16,14.1%,13,-3.2%
TB,2-1,15,1.3%,15,1.3%,18,9.5%,16,-8.0%
MIN,0-3,16,0.9%,16,0.9%,25,-2.2%,4,13.8%
PHI,1-2,17,0.8%,17,0.8%,17,11.8%,8,4.1%
ARI,1-2,18,0.7%,18,0.7%,20,7.3%,10,0.4%
NYJ,2-1,19,-0.7%,19,-0.7%,13,22.7%,25,-29.1%
ATL,1-2,20,-2.1%,20,-2.1%,19,9.0%,19,-19.0%
CIN,1-2,21,-2.6%,21,-2.6%,21,4.8%,14,-4.1%
DAL,2-1,22,-10.1%,22,-10.1%,12,27.1%,31,-46.1%
PIT,2-1,23,-11.5%,23,-11.5%,22,1.3%,22,-23.7%
CLE,2-1,24,-16.8%,24,-16.8%,23,0.9%,23,-25.3%
IND,0-3,25,-19.8%,25,-19.8%,30,-25.9%,9,3.2%
DEN,1-2,26,-19.8%,26,-19.8%,26,-4.5%,28,-35.5%
STL,0-3,27,-23.2%,27,-23.2%,29,-19.3%,20,-19.0%
SF,2-1,28,-26.8%,28,-26.8%,24,0.9%,29,-35.6%
CHI,1-2,29,-28.5%,29,-28.5%,27,-8.3%,30,-41.5%
SEA,1-2,30,-29.6%,30,-29.6%,28,-17.1%,26,-30.9%
JAX,1-2,31,-40.6%,31,-40.6%,32,-79.4%,17,-12.1%
KC,0-3,32,-44.1%,32,-44.1%,31,-57.0%,24,-25.8%
