Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,8-0,1,35.3%,1,34.9%,1,73.8%,12,-0.6%
NE,5-3,2,25.0%,2,22.3%,2,46.3%,1,12.9%
NO,6-3,3,19.7%,3,19.4%,3,34.5%,6,9.2%
BUF,5-3,4,15.7%,8,13.1%,5,31.4%,8,5.6%
HOU,6-3,5,15.4%,5,16.0%,8,28.5%,5,9.4%
CAR,2-6,6,15.1%,4,16.5%,7,28.5%,3,10.5%
PHI,3-5,7,13.9%,6,13.5%,9,27.7%,7,8.9%
PIT,6-3,8,11.4%,7,13.4%,10,27.0%,10,1.5%
NYG,6-2,9,11.0%,9,11.5%,4,33.6%,17,-4.7%
DAL,4-4,10,5.1%,10,4.1%,11,25.1%,23,-11.9%
TEN,4-4,11,5.0%,13,2.1%,6,29.9%,31,-26.6%
DET,6-2,12,3.3%,11,3.1%,13,19.7%,22,-10.8%
ATL,5-3,13,2.8%,12,2.6%,14,16.2%,20,-7.7%
TB,4-4,14,2.0%,17,0.1%,19,9.0%,11,0.6%
OAK,4-4,15,1.6%,21,-1.1%,21,6.8%,4,10.4%
SD,4-4,16,1.5%,14,1.6%,18,9.9%,9,4.0%
MIN,2-6,17,0.8%,15,1.4%,23,-0.1%,2,10.7%
NYJ,5-3,18,0.1%,16,0.8%,15,14.6%,14,-3.4%
MIA,1-7,19,-0.1%,19,-0.6%,17,12.8%,24,-12.5%
CIN,6-2,20,-0.3%,18,-0.4%,16,13.6%,16,-4.5%
SF,7-1,21,-2.3%,20,-0.6%,12,23.8%,21,-7.8%
BAL,6-2,22,-6.3%,23,-6.3%,20,8.3%,25,-12.7%
CHI,5-3,23,-7.1%,22,-5.5%,22,4.3%,13,-0.8%
DEN,3-5,24,-14.2%,24,-13.3%,29,-16.4%,19,-7.1%
ARI,2-6,25,-15.5%,27,-17.0%,30,-17.5%,15,-3.4%
IND,0-9,26,-16.0%,25,-15.7%,28,-15.7%,18,-5.9%
SEA,2-6,27,-17.2%,26,-16.7%,24,-4.7%,30,-15.7%
WAS,3-5,28,-18.3%,30,-21.0%,26,-14.5%,26,-14.0%
KC,4-4,29,-20.8%,28,-18.9%,27,-15.5%,29,-15.3%
CLE,3-5,30,-21.7%,29,-20.8%,25,-8.4%,32,-31.5%
STL,1-7,31,-26.0%,31,-26.4%,31,-20.5%,27,-14.3%
JAX,2-6,32,-33.4%,32,-33.2%,32,-50.3%,28,-14.5%
