Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,12-0,1,33.0%,2,31.6%,1,67.7%,14,-2.4%
NE,9-3,2,30.1%,3,28.2%,2,58.0%,6,5.9%
NO,9-3,3,30.1%,1,32.5%,3,48.2%,2,13.4%
HOU,9-3,4,15.5%,5,17.1%,4,32.4%,4,8.3%
PIT,9-3,5,15.2%,4,18.1%,5,30.8%,8,4.6%
CAR,4-8,6,13.8%,6,13.8%,12,17.9%,1,19.1%
SD,5-7,7,8.8%,7,10.4%,10,20.3%,7,5.0%
NYG,6-6,8,8.3%,8,7.8%,6,28.5%,19,-6.9%
PHI,4-8,9,5.8%,11,4.2%,17,12.8%,3,12.5%
ATL,7-5,10,4.7%,10,4.4%,8,22.7%,23,-10.7%
BUF,5-7,11,4.2%,18,-2.0%,16,13.0%,13,-1.0%
DET,7-5,12,4.0%,12,4.1%,18,12.2%,11,-0.3%
BAL,9-3,13,3.9%,9,5.1%,13,16.3%,10,0.7%
DAL,7-5,14,3.9%,13,3.8%,7,25.5%,25,-11.4%
TEN,7-5,15,2.7%,15,-0.3%,11,18.8%,27,-13.2%
OAK,7-5,16,1.6%,19,-2.1%,19,8.4%,5,6.2%
CIN,7-5,17,-0.1%,14,1.1%,14,15.1%,15,-5.3%
NYJ,7-5,18,-1.1%,17,-0.3%,20,7.7%,12,-1.0%
MIA,4-8,19,-1.1%,16,-0.3%,15,13.3%,24,-10.7%
SF,10-2,20,-3.8%,20,-2.9%,9,21.1%,26,-12.1%
TB,4-8,21,-4.8%,23,-9.0%,21,1.9%,20,-7.6%
MIN,2-10,22,-6.7%,22,-8.6%,26,-5.8%,9,2.1%
DEN,7-5,23,-8.6%,21,-6.6%,24,-4.2%,16,-6.3%
CLE,4-8,24,-11.5%,24,-9.8%,22,1.3%,32,-21.5%
SEA,5-7,25,-12.9%,25,-12.0%,23,-0.7%,21,-9.0%
CHI,7-5,26,-13.4%,26,-14.3%,25,-5.7%,18,-6.8%
WAS,4-8,27,-15.2%,27,-16.1%,27,-9.5%,29,-14.2%
IND,0-12,28,-18.2%,29,-20.9%,28,-15.5%,22,-9.3%
ARI,5-7,29,-18.9%,28,-19.9%,29,-20.0%,17,-6.6%
KC,5-7,30,-23.7%,30,-23.9%,30,-21.2%,30,-16.0%
JAX,3-9,31,-26.7%,31,-25.5%,32,-36.3%,28,-13.6%
STL,2-10,32,-31.6%,32,-32.6%,31,-28.9%,31,-17.8%
