Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,4-1,1,37.8%,1,37.8%,1,65.9%,2,16.1%
GB,5-0,2,28.6%,2,28.6%,2,63.5%,9,-1.3%
BUF,4-1,3,27.0%,3,27.0%,3,43.6%,3,14.9%
NO,4-1,4,19.4%,4,19.4%,4,38.5%,7,3.0%
OAK,3-2,5,18.5%,5,18.5%,6,29.9%,1,17.0%
CAR,1-4,6,12.0%,6,12.0%,9,26.5%,6,5.2%
TEN,3-2,7,9.8%,7,9.8%,5,35.5%,28,-23.8%
HOU,3-2,8,6.7%,8,6.7%,12,20.9%,11,-2.0%
NYG,3-2,9,5.5%,9,5.5%,10,25.2%,14,-4.5%
PHI,1-4,10,5.0%,10,5.0%,13,18.9%,12,-2.6%
PIT,3-2,11,5.0%,11,5.0%,14,17.3%,13,-3.4%
SD,4-1,12,1.8%,12,1.8%,16,14.0%,10,-1.8%
TB,3-2,13,1.6%,13,1.6%,19,2.9%,5,5.5%
SF,4-1,14,0.8%,14,0.8%,7,27.6%,19,-9.4%
MIA,0-4,15,0.6%,15,0.6%,15,17.3%,24,-16.7%
DET,5-0,16,0.3%,16,0.3%,11,22.6%,27,-21.1%
MIN,1-4,17,-0.2%,17,-0.2%,25,-3.3%,4,13.2%
ATL,2-3,18,-0.3%,18,-0.3%,17,9.9%,21,-12.7%
DAL,2-2,19,-2.8%,19,-2.8%,8,27.3%,32,-34.5%
WAS,3-1,20,-7.8%,20,-7.8%,24,-1.9%,15,-5.0%
CIN,3-2,21,-7.9%,21,-7.9%,23,-1.0%,16,-5.6%
IND,0-5,22,-10.3%,22,-10.3%,28,-5.0%,18,-8.4%
DEN,1-4,23,-10.6%,23,-10.6%,26,-4.2%,22,-15.5%
BAL,3-1,24,-10.9%,24,-10.9%,18,3.2%,25,-18.2%
NYJ,2-3,25,-12.4%,25,-12.4%,20,2.8%,26,-21.0%
KC,2-3,26,-12.6%,26,-12.6%,29,-7.8%,20,-11.1%
ARI,1-4,27,-15.0%,27,-15.0%,31,-20.3%,8,1.2%
CLE,2-2,28,-16.0%,28,-16.0%,22,-0.6%,29,-25.0%
CHI,2-3,29,-17.7%,29,-17.7%,27,-4.5%,17,-7.5%
SEA,2-3,30,-17.7%,30,-17.7%,21,-0.5%,30,-25.7%
STL,0-4,31,-28.1%,31,-28.1%,30,-18.4%,31,-30.0%
JAX,1-4,32,-35.4%,32,-35.4%,32,-53.7%,23,-16.1%
