Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,10-0,1,34.2%,1,34.0%,1,68.6%,11,1.2%
NE,7-3,2,27.3%,2,25.2%,2,51.5%,4,10.5%
HOU,7-3,3,21.1%,3,22.5%,4,36.6%,2,14.1%
NO,7-3,4,20.9%,4,19.8%,3,37.4%,7,5.8%
PIT,7-3,5,14.1%,5,17.2%,7,28.5%,8,5.0%
NYG,6-4,6,11.9%,6,11.6%,5,34.5%,18,-5.6%
CAR,2-8,7,10.8%,7,10.4%,12,17.4%,1,14.4%
DAL,6-4,8,9.2%,8,9.8%,6,34.3%,25,-12.5%
PHI,4-6,9,8.9%,9,8.4%,11,19.7%,3,10.7%
TEN,5-5,10,5.3%,12,2.4%,8,27.5%,31,-22.7%
ATL,6-4,11,4.7%,10,4.3%,10,22.5%,23,-11.1%
OAK,6-4,12,3.1%,19,-1.8%,18,10.5%,5,8.1%
TB,4-6,13,3.1%,16,0.5%,20,8.9%,9,3.0%
CIN,6-4,14,2.3%,11,3.5%,13,15.7%,13,-1.6%
BUF,5-5,15,2.2%,22,-4.0%,21,6.6%,10,2.8%
SD,4-6,16,2.1%,14,1.5%,15,13.5%,14,-1.9%
DET,7-3,17,1.1%,13,1.6%,16,11.5%,17,-4.6%
MIA,3-7,18,-0.6%,17,-0.8%,14,13.8%,28,-13.1%
SF,9-1,19,-1.0%,15,0.6%,9,24.7%,21,-8.7%
BAL,7-3,20,-1.9%,18,-1.7%,17,10.8%,20,-7.1%
NYJ,5-5,21,-3.3%,20,-2.5%,22,6.4%,15,-3.9%
CHI,7-3,22,-5.5%,21,-3.4%,19,8.9%,16,-4.6%
MIN,2-8,23,-7.3%,24,-8.7%,26,-11.0%,6,7.4%
DEN,5-5,24,-7.4%,23,-5.5%,25,-8.8%,12,-1.3%
CLE,4-6,25,-12.0%,25,-10.5%,23,2.8%,32,-23.2%
SEA,4-6,26,-17.2%,26,-17.6%,24,-4.7%,29,-13.7%
WAS,3-7,27,-18.1%,28,-20.5%,27,-13.4%,30,-16.5%
ARI,3-7,28,-18.5%,27,-20.4%,28,-19.5%,22,-9.4%
IND,0-10,29,-21.5%,30,-23.0%,30,-23.0%,19,-7.0%
KC,4-6,30,-22.0%,29,-20.8%,29,-21.7%,24,-12.0%
STL,2-8,31,-27.7%,32,-28.3%,31,-25.9%,26,-12.8%
JAX,3-7,32,-28.5%,31,-26.6%,32,-42.6%,27,-12.9%
