Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,9-3,1,34.4%,1,34.5%,1,59.2%,2,14.0%
DEN,9-3,2,19.4%,2,19.4%,2,45.7%,18,-9.6%
SF,8-3-1,3,18.8%,4,17.2%,6,33.4%,1,14.7%
GB,8-4,4,16.2%,5,14.2%,3,38.9%,22,-12.5%
SEA,7-5,5,13.2%,3,18.8%,4,36.5%,6,5.5%
WAS,6-6,6,12.4%,6,12.0%,5,35.1%,8,4.3%
NYG,7-5,7,12.3%,9,9.3%,10,20.7%,3,11.6%
DET,4-8,8,11.2%,7,11.4%,9,20.9%,10,2.2%
NO,5-7,9,8.4%,10,8.4%,12,18.9%,9,2.4%
TB,6-6,10,8.1%,8,11.1%,8,22.1%,11,2.1%
HOU,11-1,11,7.1%,12,5.6%,11,20.3%,12,1.6%
DAL,6-6,12,4.1%,13,4.2%,7,24.1%,20,-10.5%
CIN,7-5,13,4.0%,11,6.4%,15,15.1%,13,-2.2%
BAL,9-3,14,2.9%,15,1.0%,18,9.2%,4,8.2%
ATL,11-1,15,2.5%,16,0.1%,13,18.5%,28,-19.6%
CAR,3-9,16,2.2%,14,3.8%,14,17.7%,15,-5.2%
IND,8-4,17,0.1%,17,-0.2%,17,9.8%,17,-8.3%
BUF,5-7,18,-1.8%,18,-1.2%,22,1.0%,5,6.2%
MIN,6-6,19,-2.2%,19,-2.7%,24,-2.0%,7,4.4%
PIT,7-5,20,-4.5%,21,-6.4%,16,13.6%,29,-20.4%
STL,5-6-1,21,-5.9%,20,-4.5%,21,3.4%,14,-3.3%
SD,4-8,22,-9.4%,22,-8.6%,20,3.8%,23,-12.8%
OAK,3-9,23,-9.9%,24,-12.4%,19,4.2%,31,-21.6%
PHI,3-9,24,-11.4%,23,-11.5%,25,-2.8%,24,-15.5%
MIA,5-7,25,-11.8%,27,-13.8%,26,-5.3%,21,-12.1%
CHI,8-4,26,-12.7%,25,-12.8%,23,-1.6%,19,-10.1%
TEN,4-8,27,-15.2%,26,-12.8%,27,-6.5%,26,-16.9%
NYJ,5-7,28,-15.7%,29,-16.4%,29,-13.0%,16,-8.2%
CLE,4-8,29,-15.7%,28,-14.2%,28,-7.0%,27,-19.1%
JAX,2-10,30,-21.0%,30,-20.9%,30,-14.9%,30,-20.8%
KC,2-10,31,-23.1%,31,-22.0%,31,-20.1%,25,-15.9%
ARI,4-8,32,-27.0%,32,-27.4%,32,-24.5%,32,-22.1%
