Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,8-3,1,35.6%,1,35.9%,1,65.1%,3,11.3%
SF,8-2-1,2,23.2%,2,22.5%,4,36.1%,1,22.5%
DEN,8-3,3,17.6%,3,17.8%,2,45.2%,20,-12.1%
DET,4-7,4,15.1%,4,15.8%,8,25.2%,6,5.2%
GB,7-4,5,15.0%,7,13.1%,3,37.8%,24,-15.7%
NO,5-6,6,13.8%,5,14.4%,7,26.8%,12,2.1%
NYG,7-4,7,12.1%,10,9.2%,14,18.9%,2,11.9%
WAS,5-6,8,9.7%,11,8.7%,5,31.7%,11,2.6%
SEA,6-5,9,9.4%,6,13.6%,6,30.4%,7,4.2%
HOU,10-1,11,8.4%,12,6.6%,13,20.8%,9,3.9%
CIN,6-5,12,7.0%,9,9.7%,11,22.1%,14,-4.1%
BAL,9-2,13,4.7%,13,3.1%,17,12.7%,4,7.7%
ATL,10-1,14,4.6%,15,1.9%,10,22.3%,30,-21.6%
DAL,5-6,15,2.6%,14,3.1%,12,21.4%,18,-10.5%
IND,7-4,16,0.8%,17,-0.1%,18,11.3%,15,-8.4%
CAR,3-8,17,0.1%,16,1.0%,15,17.1%,17,-9.2%
BUF,4-7,18,-2.1%,18,-1.6%,21,1.1%,5,5.7%
MIN,6-5,19,-2.3%,19,-3.3%,22,-1.0%,10,3.3%
PIT,6-5,20,-3.3%,21,-4.6%,16,16.3%,28,-21.3%
TB,6-5,21,-5.1%,20,-3.5%,19,3.0%,13,-0.1%
STL,4-6-1,21,-5.1%,20,-3.5%,19,3.0%,13,-0.1%
SD,4-7,22,-9.7%,22,-9.0%,20,2.6%,21,-12.1%
MIA,5-6,23,-10.3%,24,-11.6%,23,-2.0%,22,-12.7%
TEN,4-7,24,-13.3%,23,-11.0%,25,-4.0%,23,-14.4%
OAK,3-8,25,-14.5%,28,-17.1%,24,-2.3%,32,-23.2%
CHI,8-3,26,-15.2%,25,-16.1%,27,-7.7%,16,-9.2%
PHI,3-8,27,-15.3%,27,-16.7%,26,-5.3%,27,-21.2%
NYJ,4-7,28,-16.7%,26,-16.2%,29,-11.8%,19,-11.1%
CLE,3-8,29,-19.1%,29,-18.4%,28,-10.4%,31,-21.6%
JAX,2-9,30,-19.1%,30,-18.8%,30,-12.6%,26,-19.1%
ARI,4-7,31,-24.0%,31,-23.8%,31,-19.8%,29,-21.4%
KC,1-10,32,-28.6%,32,-28.8%,32,-29.9%,25,-16.8%
