Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,3-2,1,32.5%,1,32.5%,1,53.6%,2,20.6%
SF,4-1,2,30.1%,2,30.1%,4,38.9%,1,33.4%
NYG,3-2,3,29.1%,3,29.1%,2,48.7%,4,11.5%
HOU,5-0,4,18.2%,4,18.2%,3,44.1%,6,6.0%
GB,2-3,5,18.1%,5,18.1%,9,31.3%,10,-3.7%
DET,1-3,6,16.3%,6,16.3%,10,29.6%,9,-3.5%
ATL,5-0,7,15.5%,7,15.5%,7,34.9%,23,-15.2%
DEN,2-3,8,15.4%,8,15.4%,5,38.4%,12,-5.5%
WAS,2-3,9,14.2%,9,14.2%,8,31.5%,5,7.9%
BAL,4-1,10,11.2%,10,11.2%,13,22.5%,3,12.4%
MIN,4-1,11,6.5%,11,6.5%,14,21.0%,20,-9.8%
NO,1-4,12,5.9%,12,5.9%,16,18.2%,13,-5.8%
IND,2-2,13,3.1%,13,3.1%,11,24.0%,27,-22.2%
PIT,2-2,14,1.7%,14,1.7%,6,38.3%,29,-30.0%
OAK,1-3,15,-0.1%,15,-0.1%,12,23.2%,30,-31.8%
CIN,3-2,16,-1.3%,16,-1.3%,15,19.4%,24,-19.7%
CAR,1-4,17,-4.7%,17,-4.7%,18,5.2%,15,-6.5%
CHI,4-1,18,-5.0%,18,-5.0%,17,16.3%,14,-6.5%
SD,3-2,19,-6.2%,19,-6.2%,20,4.0%,21,-11.1%
MIA,2-3,20,-7.1%,20,-7.1%,22,0.3%,17,-9.2%
BUF,2-3,21,-8.1%,21,-8.1%,21,2.1%,18,-9.3%
SEA,3-2,22,-11.0%,22,-11.0%,24,-2.2%,7,-0.4%
DAL,2-2,23,-12.4%,23,-12.4%,19,4.5%,19,-9.7%
PHI,3-2,24,-15.0%,24,-15.0%,25,-4.7%,25,-21.1%
CLE,0-5,25,-17.5%,25,-17.5%,30,-19.0%,8,-2.5%
ARI,4-1,26,-17.9%,26,-17.9%,23,-1.6%,31,-34.8%
TB,1-3,27,-18.0%,27,-18.0%,29,-14.1%,16,-8.6%
STL,3-2,28,-19.1%,28,-19.1%,26,-6.4%,26,-22.0%
JAX,1-4,29,-20.9%,29,-20.9%,32,-24.7%,11,-4.4%
NYJ,2-3,30,-24.8%,30,-24.8%,28,-9.5%,28,-28.7%
KC,1-4,31,-25.5%,31,-25.5%,31,-24.7%,22,-14.9%
TEN,1-4,32,-28.0%,32,-28.0%,27,-9.0%,32,-49.8%
