Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,10-4,1,35.2%,1,35.2%,1,58.7%,2,14.4%
DEN,11-3,2,20.9%,3,20.3%,2,43.4%,15,-1.6%
SF,10-3-1,3,18.7%,4,18.3%,6,33.0%,1,14.4%
SEA,9-5,4,17.7%,2,25.8%,4,38.2%,3,12.6%
GB,10-4,5,17.4%,5,15.1%,3,41.8%,21,-11.5%
WAS,8-6,6,13.3%,7,12.8%,5,37.0%,9,4.0%
NO,6-8,7,11.3%,8,11.2%,11,20.4%,6,8.2%
NYG,8-6,8,10.6%,10,8.1%,12,18.4%,4,9.9%
DET,4-10,9,10.6%,9,9.5%,10,20.8%,10,2.8%
CAR,5-9,10,8.6%,6,13.4%,9,25.9%,14,-0.5%
ATL,12-2,11,7.4%,12,5.5%,7,26.7%,30,-19.5%
DAL,8-6,12,5.2%,11,6.2%,8,26.4%,22,-12.3%
HOU,12-2,13,5.0%,15,2.3%,13,16.5%,13,0.5%
TB,6-8,14,3.3%,13,4.7%,15,12.7%,11,1.8%
BAL,9-5,15,1.9%,17,-1.8%,17,6.5%,5,8.9%
CIN,8-6,16,1.4%,14,2.6%,16,8.6%,12,1.3%
MIN,8-6,17,-1.6%,16,-1.5%,25,-1.6%,7,6.0%
PIT,7-7,18,-3.0%,21,-6.5%,14,15.0%,31,-21.3%
IND,9-5,19,-3.0%,18,-4.7%,18,5.1%,18,-8.8%
BUF,5-9,20,-3.4%,19,-4.9%,23,0.1%,8,4.2%
STL,6-7-1,21,-6.8%,20,-5.7%,20,3.6%,17,-6.1%
MIA,6-8,22,-7.6%,22,-7.7%,22,1.9%,19,-10.1%
OAK,4-10,23,-9.6%,24,-11.3%,19,4.6%,28,-19.0%
SD,5-9,24,-10.8%,23,-11.3%,21,3.1%,23,-14.1%
PHI,4-10,25,-12.3%,25,-12.8%,24,-0.8%,32,-21.3%
CHI,8-6,26,-13.5%,26,-13.8%,26,-3.7%,20,-10.1%
CLE,5-9,27,-16.3%,27,-14.5%,27,-8.9%,25,-16.0%
TEN,5-9,28,-17.8%,29,-18.5%,28,-9.3%,27,-18.2%
NYJ,6-8,29,-18.8%,30,-20.4%,30,-22.3%,16,-5.6%
JAX,2-12,30,-19.2%,28,-18.4%,29,-14.9%,26,-17.0%
KC,2-12,31,-26.7%,31,-27.1%,31,-28.1%,24,-15.2%
ARI,5-9,32,-31.3%,32,-34.8%,32,-32.5%,29,-19.4%
