Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,11-4,1,30.9%,2,28.8%,1,53.0%,3,10.8%
DEN,12-3,2,21.5%,3,21.5%,2,45.1%,11,-0.6%
GB,11-4,3,20.3%,4,19.8%,3,43.5%,18,-7.2%
SEA,10-5,4,18.8%,1,29.1%,4,39.1%,1,12.9%
SF,10-4-1,5,16.4%,6,12.8%,6,30.0%,2,12.7%
WAS,9-6,6,14.5%,5,15.4%,5,36.1%,5,6.7%
DET,4-11,7,11.5%,7,10.7%,9,23.6%,12,-0.7%
NO,7-8,8,10.6%,9,9.7%,11,21.9%,8,4.2%
NYG,8-7,9,9.3%,11,6.8%,12,17.7%,4,7.7%
ATL,13-2,10,7.5%,12,5.9%,8,28.4%,31,-22.3%
DAL,8-7,11,6.8%,10,8.0%,7,28.7%,23,-13.3%
CAR,6-9,12,6.5%,8,10.5%,10,22.9%,13,-2.0%
BAL,10-5,13,3.9%,13,1.7%,14,11.9%,6,6.2%
HOU,12-3,14,1.6%,17,-3.6%,13,12.7%,14,-2.6%
TB,6-9,15,0.4%,15,-0.7%,16,7.9%,10,0.8%
MIN,9-6,16,-0.7%,14,-0.3%,23,0.9%,7,5.2%
CIN,9-6,17,-1.6%,16,-1.9%,17,6.6%,15,-3.1%
IND,10-5,18,-4.3%,20,-7.8%,19,4.5%,22,-11.7%
PIT,7-8,19,-5.5%,25,-11.0%,15,11.9%,30,-22.3%
BUF,5-10,20,-6.1%,21,-8.0%,26,-3.7%,9,4.2%
STL,7-7-1,21,-6.3%,18,-4.0%,20,3.8%,16,-5.9%
MIA,7-8,22,-7.1%,19,-6.4%,22,1.6%,19,-9.2%
SD,6-9,23,-9.9%,24,-10.2%,18,4.7%,25,-14.4%
PHI,4-11,24,-10.8%,22,-9.0%,25,-0.6%,27,-17.7%
CHI,9-6,25,-10.9%,23,-10.1%,24,0.6%,20,-10.2%
OAK,4-11,26,-11.2%,27,-13.9%,21,3.5%,29,-21.4%
CLE,5-10,27,-15.0%,26,-12.6%,27,-7.4%,24,-13.4%
JAX,2-13,28,-17.1%,28,-16.4%,28,-11.2%,26,-17.0%
NYJ,6-9,29,-19.8%,29,-22.0%,30,-23.2%,17,-7.0%
TEN,5-10,30,-20.8%,30,-22.5%,29,-13.1%,28,-20.4%
KC,2-13,31,-25.5%,31,-25.3%,31,-29.4%,21,-11.4%
ARI,5-10,32,-32.2%,32,-37.4%,32,-31.2%,32,-24.0%
