Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,3-1,1,-35.2%,1,-35.2%,1,-35.9%,2,-34.1%
DET,4-0,2,-21.1%,2,-21.1%,4,-19.9%,6,-23.1%
WAS,3-1,3,-18.8%,3,-18.8%,3,-22.2%,13,-13.0%
NYJ,2-2,4,-18.6%,4,-18.6%,2,-30.6%,22,-6.7%
TEN,3-1,5,-13.8%,5,-13.8%,7,-4.6%,5,-25.8%
CIN,2-2,6,-12.8%,6,-12.8%,5,-10.7%,12,-15.1%
DAL,2-2,7,-11.0%,7,-11.0%,6,-5.1%,7,-22.7%
SF,3-1,8,-8.4%,8,-8.4%,14,8.5%,1,-43.0%
NYG,3-1,9,-4.4%,9,-4.4%,9,1.7%,16,-11.8%
ATL,2-2,10,-2.4%,10,-2.4%,13,7.9%,10,-16.6%
NO,3-1,11,-0.8%,11,-0.8%,11,5.3%,14,-12.3%
PIT,2-2,12,0.1%,12,0.1%,8,1.5%,27,-1.7%
IND,0-4,13,0.9%,13,0.9%,16,11.8%,20,-9.9%
BUF,3-1,14,1.3%,14,1.3%,15,11.6%,19,-10.8%
JAX,1-3,15,1.9%,15,1.9%,17,12.2%,15,-11.9%
CLE,2-2,16,2.9%,16,2.9%,25,17.5%,17,-11.4%
MIN,0-4,17,3.5%,17,3.5%,21,14.1%,11,-16.5%
SD,3-1,18,3.6%,18,3.6%,22,14.8%,21,-9.4%
HOU,3-1,19,4.6%,19,4.6%,10,2.0%,30,9.0%
GB,4-0,20,5.2%,20,5.2%,26,17.7%,8,-22.1%
KC,1-3,21,5.7%,21,5.7%,20,14.1%,25,-3.3%
SEA,1-3,22,5.9%,22,5.9%,32,33.8%,4,-26.0%
CHI,2-2,23,6.3%,23,6.3%,24,17.5%,18,-11.3%
ARI,1-3,24,6.6%,24,6.6%,23,14.9%,23,-5.6%
STL,0-4,25,7.5%,25,7.5%,12,7.7%,29,7.2%
DEN,1-3,26,8.2%,26,8.2%,30,30.8%,3,-26.2%
TB,3-1,27,9.3%,27,9.3%,29,28.3%,9,-17.5%
NE,3-1,28,12.8%,28,12.8%,28,21.6%,24,-5.3%
PHI,1-3,29,13.2%,29,13.2%,19,13.5%,31,12.8%
OAK,2-2,30,13.2%,30,13.2%,27,18.6%,28,4.4%
CAR,1-3,31,14.2%,31,14.2%,18,12.6%,32,15.7%
MIA,0-4,32,18.9%,32,18.9%,31,33.8%,26,-2.4%
