Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,1-0,1,-52.7%,1,-52.7%,2,-60.0%,5,-36.3%
BUF,1-0,2,-43.9%,2,-43.9%,3,-56.2%,13,-21.8%
OAK,1-0,3,-39.0%,3,-39.0%,6,-24.6%,1,-90.9%
SD,1-0,4,-33.2%,4,-33.2%,1,-67.9%,20,-4.4%
CIN,1-0,5,-29.2%,5,-29.2%,4,-34.9%,14,-20.2%
SF,1-0,6,-26.5%,6,-26.5%,7,-22.1%,6,-35.0%
SEA,0-1,7,-23.6%,7,-23.6%,18,14.7%,3,-54.1%
HOU,1-0,8,-18.7%,8,-18.7%,5,-30.9%,24,3.3%
ATL,0-1,9,-15.4%,9,-15.4%,13,-7.3%,11,-25.0%
PHI,1-0,10,-14.4%,10,-14.4%,8,-21.3%,22,-4.0%
WAS,1-0,11,-12.2%,11,-12.2%,11,-17.2%,21,-4.2%
DAL,0-1,12,-11.9%,12,-11.9%,14,-2.4%,4,-43.3%
CHI,1-0,13,-11.4%,13,-11.4%,12,-10.0%,16,-15.9%
DET,1-0,14,-8.2%,14,-8.2%,17,13.6%,2,-87.6%
CLE,0-1,15,-8.2%,15,-8.2%,10,-18.2%,23,0.5%
TEN,0-1,16,-6.5%,16,-6.5%,15,2.5%,18,-10.7%
DEN,0-1,17,-1.9%,17,-1.9%,9,-19.1%,27,9.2%
MIN,0-1,18,-1.9%,18,-1.9%,16,5.4%,17,-15.6%
NYJ,1-0,19,0.7%,19,0.7%,23,24.9%,8,-32.3%
JAX,1-0,20,2.9%,20,2.9%,20,15.9%,9,-31.9%
NYG,0-1,21,10.0%,21,10.0%,28,41.7%,7,-32.5%
IND,0-1,22,14.3%,22,14.3%,19,15.8%,29,13.3%
NE,1-0,23,14.8%,23,14.8%,22,20.5%,19,-6.8%
ARI,1-0,24,15.6%,24,15.6%,26,40.4%,12,-22.1%
TB,0-1,25,19.0%,25,19.0%,31,72.0%,10,-26.6%
CAR,0-1,26,19.2%,26,19.2%,24,29.1%,25,5.4%
GB,1-0,27,20.0%,27,20.0%,25,37.8%,15,-16.6%
STL,0-1,28,24.0%,28,24.0%,21,18.3%,31,34.6%
PIT,0-1,29,25.3%,29,25.3%,27,41.6%,26,8.9%
KC,0-1,30,38.0%,30,38.0%,32,72.1%,28,12.9%
MIA,0-1,31,50.5%,31,50.5%,29,59.5%,30,32.2%
NO,0-1,32,52.7%,32,52.7%,30,62.7%,32,39.2%
