Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,11-4,1,-17.2%,3,-12.5%,1,-16.8%,5,-17.6%
SF,12-3,2,-15.5%,1,-15.5%,6,-5.7%,1,-33.8%
NYJ,8-7,3,-14.0%,7,-10.5%,3,-10.9%,6,-17.4%
DET,10-5,4,-12.6%,5,-12.2%,2,-16.1%,19,-7.0%
HOU,10-5,5,-11.6%,4,-12.3%,4,-8.7%,7,-15.9%
ATL,9-6,6,-11.5%,2,-14.2%,7,-4.9%,3,-21.4%
CHI,7-8,7,-11.1%,6,-11.8%,11,-1.9%,2,-26.4%
JAX,4-11,8,-10.2%,10,-9.8%,8,-3.7%,4,-18.1%
PIT,11-4,9,-7.7%,8,-10.2%,5,-7.5%,16,-7.8%
SEA,7-8,10,-6.9%,9,-10.1%,9,-3.2%,10,-11.7%
PHI,7-8,11,-4.6%,11,-9.5%,10,-2.5%,18,-7.2%
DAL,8-7,12,-3.7%,15,-2.1%,13,1.2%,13,-11.3%
WAS,5-10,13,-2.0%,17,-0.1%,15,3.7%,14,-8.4%
MIA,5-10,14,-1.9%,12,-8.2%,17,5.1%,8,-12.8%
KC,6-9,15,-1.5%,13,-6.2%,14,3.5%,20,-6.4%
STL,2-13,16,0.1%,16,-1.2%,12,-0.6%,26,0.8%
ARI,7-8,17,1.0%,14,-2.4%,16,4.3%,22,-3.5%
CIN,9-6,18,1.2%,20,2.8%,18,8.1%,15,-8.2%
TEN,8-7,19,1.5%,19,1.5%,23,11.6%,11,-11.5%
DEN,8-7,20,2.0%,18,1.4%,24,13.5%,9,-12.3%
NYG,8-7,21,4.2%,21,6.0%,21,10.9%,21,-4.6%
CLE,4-11,22,6.5%,25,8.1%,20,9.2%,29,4.0%
NO,12-3,23,6.8%,22,6.5%,26,14.7%,17,-7.7%
OAK,8-7,24,7.7%,23,6.7%,19,8.9%,31,5.8%
MIN,3-12,25,8.4%,27,11.0%,30,22.5%,12,-11.4%
GB,14-1,26,8.5%,26,10.9%,22,11.6%,28,3.7%
BUF,6-9,27,8.8%,30,12.3%,25,13.6%,27,3.7%
IND,2-13,28,10.4%,24,8.1%,28,20.7%,25,0.2%
SD,7-8,29,10.6%,28,11.4%,29,21.2%,23,-1.2%
CAR,6-9,30,13.7%,29,12.1%,27,18.0%,32,8.9%
TB,4-11,31,14.7%,31,15.1%,31,24.4%,30,4.7%
NE,12-3,32,15.9%,32,16.6%,32,26.5%,24,-0.4%
