Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NYJ,2-0,1,-38.6%,1,-38.6%,1,-46.9%,7,-28.7%
DET,2-0,2,-36.1%,2,-36.1%,2,-33.9%,4,-39.6%
TEN,1-1,3,-24.7%,3,-24.7%,3,-24.7%,9,-24.7%
BAL,1-1,4,-23.3%,4,-23.3%,6,-12.9%,3,-41.2%
SF,1-1,5,-14.4%,5,-14.4%,17,9.9%,1,-58.4%
CIN,1-1,6,-13.8%,6,-13.8%,5,-14.4%,15,-13.2%
DAL,1-1,7,-13.8%,7,-13.8%,10,-6.1%,6,-29.2%
PHI,1-1,8,-10.4%,8,-10.4%,7,-12.5%,18,-7.7%
HOU,2-0,9,-8.6%,9,-8.6%,8,-11.6%,23,-4.1%
CLE,1-1,10,-7.3%,10,-7.3%,9,-10.1%,22,-4.3%
JAX,1-1,11,-6.8%,11,-6.8%,23,17.7%,2,-43.1%
ATL,1-1,12,-6.8%,12,-6.8%,11,1.3%,14,-17.0%
WAS,2-0,13,-3.9%,13,-3.9%,4,-18.8%,31,19.6%
IND,0-2,14,-3.9%,14,-3.9%,15,7.6%,16,-12.8%
NYG,1-1,15,-3.8%,15,-3.8%,20,14.1%,5,-37.1%
PIT,1-1,16,-3.2%,16,-3.2%,16,8.9%,10,-21.8%
CHI,1-1,17,-2.3%,17,-2.3%,14,6.0%,13,-17.8%
MIN,0-2,18,4.9%,18,4.9%,13,5.1%,26,4.4%
BUF,2-0,19,5.9%,19,5.9%,21,16.0%,20,-6.2%
NO,1-1,20,6.1%,20,6.1%,12,4.4%,28,9.8%
DEN,1-1,21,6.7%,21,6.7%,22,17.5%,21,-6.2%
ARI,1-1,22,6.7%,22,6.7%,19,13.2%,24,-2.7%
GB,2-0,23,8.4%,23,8.4%,24,20.3%,11,-18.9%
OAK,1-1,24,8.7%,24,8.7%,18,11.0%,25,3.5%
SEA,0-2,25,9.6%,25,9.6%,30,47.5%,8,-25.5%
NE,2-0,26,12.9%,26,12.9%,26,25.8%,12,-18.1%
KC,0-2,27,14.8%,27,14.8%,28,39.1%,17,-9.5%
STL,0-2,28,16.4%,28,16.4%,25,20.8%,29,10.8%
TB,1-1,29,21.4%,29,21.4%,32,52.1%,19,-7.5%
SD,1-1,30,26.5%,30,26.5%,29,43.2%,27,5.2%
CAR,0-2,31,28.6%,31,28.6%,27,32.5%,32,22.5%
MIA,0-2,32,34.5%,32,34.5%,31,50.7%,30,13.5%
