Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,3-1,1,-36.1%,1,-36.1%,1,-36.7%,2,-35.0%
WAS,3-1,2,-17.4%,2,-17.4%,2,-21.3%,14,-10.8%
DET,5-0,3,-15.7%,3,-15.7%,4,-10.8%,4,-23.9%
SF,4-1,4,-14.9%,4,-14.9%,9,-3.3%,1,-37.2%
DAL,2-2,5,-12.9%,5,-12.9%,6,-7.4%,5,-23.9%
NYJ,2-3,6,-12.3%,6,-12.3%,3,-20.9%,21,-3.6%
CIN,3-2,7,-10.8%,7,-10.8%,7,-6.2%,11,-16.1%
MIN,1-4,8,-8.1%,8,-8.1%,10,-0.1%,6,-23.1%
PIT,3-2,9,-5.5%,9,-5.5%,5,-9.7%,29,0.7%
TEN,3-2,10,-4.5%,10,-4.5%,13,6.1%,9,-18.2%
HOU,3-2,11,-3.7%,11,-3.7%,8,-4.9%,24,-1.8%
JAX,1-4,12,-3.7%,12,-3.7%,18,9.2%,8,-19.9%
NYG,3-2,13,-3.5%,13,-3.5%,11,1.7%,15,-10.4%
BUF,4-1,14,-1.9%,14,-1.9%,12,3.9%,17,-9.7%
ATL,2-3,15,-0.9%,15,-0.9%,21,12.6%,7,-21.1%
GB,5-0,16,2.3%,16,2.3%,20,11.0%,12,-15.8%
SEA,2-3,17,2.8%,17,2.8%,30,27.5%,3,-27.3%
CLE,2-2,18,2.8%,18,2.8%,24,15.6%,16,-9.8%
SD,4-1,19,2.8%,19,2.8%,15,6.7%,26,-1.5%
NO,4-1,20,3.0%,20,3.0%,14,6.2%,23,-2.6%
OAK,3-2,21,3.7%,21,3.7%,19,10.1%,18,-7.3%
DEN,1-4,22,5.2%,22,5.2%,26,23.3%,10,-17.9%
CHI,2-3,23,7.0%,23,7.0%,22,14.4%,20,-4.6%
ARI,1-4,24,8.5%,24,8.5%,23,15.4%,28,-0.6%
STL,0-4,25,8.5%,25,8.5%,17,8.8%,30,8.1%
PHI,1-4,26,9.1%,26,9.1%,16,8.7%,32,9.5%
KC,2-3,27,9.7%,27,9.7%,29,25.5%,19,-6.9%
IND,0-5,28,10.4%,28,10.4%,27,23.9%,22,-2.8%
CAR,1-4,29,15.2%,29,15.2%,25,21.4%,31,9.0%
NE,4-1,30,15.6%,30,15.6%,28,25.0%,27,-1.2%
TB,3-2,31,15.6%,31,15.6%,32,38.7%,13,-11.8%
MIA,0-4,32,19.2%,32,19.2%,31,33.9%,25,-1.7%
