Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,4-1,1,-34.4%,1,-34.0%,1,-31.9%,1,-38.4%
NYJ,3-3,2,-18.0%,2,-18.3%,2,-28.3%,18,-7.4%
DET,5-1,3,-18.0%,3,-18.1%,3,-19.1%,11,-16.3%
SF,5-1,4,-17.1%,4,-17.1%,7,-8.7%,2,-35.0%
WAS,3-2,5,-14.1%,5,-14.0%,4,-17.7%,17,-8.8%
DAL,2-3,6,-13.6%,6,-13.8%,6,-9.3%,4,-21.5%
CIN,4-2,7,-8.8%,7,-8.6%,8,-4.5%,12,-13.8%
ATL,3-3,8,-6.2%,9,-6.1%,12,2.1%,5,-18.8%
PIT,4-2,9,-6.1%,8,-6.6%,5,-10.6%,27,0.2%
NYG,4-2,10,-4.3%,10,-4.7%,9,0.3%,14,-10.4%
TEN,3-2,11,-4.2%,11,-4.4%,14,6.4%,6,-17.9%
JAX,1-5,12,-3.9%,12,-3.9%,15,6.9%,10,-16.6%
MIN,1-5,13,-2.5%,13,-2.6%,13,6.2%,7,-17.6%
HOU,3-3,14,-0.1%,14,0.1%,10,1.3%,24,-2.2%
CLE,2-3,15,2.5%,15,2.6%,22,15.5%,15,-9.3%
SEA,2-3,16,2.5%,16,2.9%,29,28.2%,3,-28.8%
PHI,2-4,17,2.8%,17,2.9%,11,2.0%,31,3.8%
DEN,1-4,18,4.1%,18,4.4%,25,20.9%,8,-17.3%
BUF,4-2,18,4.1%,19,4.6%,20,13.3%,19,-7.1%
CHI,3-3,20,4.4%,20,4.6%,18,11.0%,21,-6.7%
SD,4-1,21,4.8%,23,5.5%,16,9.8%,26,-0.7%
OAK,4-2,22,5.0%,22,5.5%,21,14.4%,13,-11.8%
GB,6-0,23,5.0%,21,4.8%,19,12.3%,16,-9.1%
NO,4-2,24,6.2%,24,5.6%,17,10.4%,25,-1.1%
ARI,1-4,25,9.7%,25,9.6%,24,16.8%,28,0.4%
STL,0-5,26,10.2%,26,10.0%,23,15.9%,30,2.5%
KC,2-3,27,10.5%,27,10.2%,28,27.3%,20,-7.0%
TB,4-2,28,13.2%,28,13.0%,32,35.6%,9,-17.1%
IND,0-6,29,13.4%,29,13.4%,30,30.3%,23,-3.1%
NE,5-1,30,14.3%,30,14.2%,27,25.9%,22,-6.0%
CAR,1-5,31,17.3%,31,17.2%,26,25.3%,32,9.8%
MIA,0-5,32,19.2%,32,18.7%,31,33.2%,29,0.7%
