Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,7-3,1,-19.8%,3,-17.7%,3,-18.7%,3,-21.1%
DET,7-3,2,-19.5%,1,-19.9%,1,-27.2%,16,-8.7%
NYJ,5-5,3,-18.2%,2,-18.5%,2,-20.2%,5,-16.3%
SF,9-1,4,-15.4%,5,-15.4%,6,-7.0%,1,-34.3%
HOU,7-3,5,-14.1%,4,-17.5%,4,-16.0%,13,-11.2%
JAX,3-7,6,-11.7%,7,-13.1%,8,-4.9%,4,-20.0%
CHI,7-3,7,-11.2%,6,-13.1%,5,-9.2%,9,-15.1%
ATL,6-4,8,-11.1%,8,-12.3%,9,-3.0%,2,-24.8%
DAL,6-4,9,-5.8%,9,-5.1%,7,-5.8%,18,-5.7%
WAS,3-7,10,-5.4%,11,-3.9%,11,-0.2%,12,-11.4%
PIT,7-3,11,-3.2%,12,-3.9%,10,-0.3%,17,-7.5%
NYG,6-4,12,-2.6%,10,-4.2%,15,2.7%,14,-9.9%
SEA,4-6,13,-2.2%,13,-3.7%,17,7.4%,6,-16.3%
PHI,4-6,14,0.3%,14,-1.9%,12,0.9%,27,-0.6%
CIN,6-4,15,1.1%,20,3.1%,19,9.1%,15,-9.0%
NO,7-3,16,1.9%,17,2.7%,16,5.4%,20,-3.6%
MIA,3-7,17,2.8%,15,0.5%,21,14.7%,8,-15.2%
STL,2-8,18,3.1%,16,1.2%,13,2.2%,30,4.2%
TEN,5-5,19,3.5%,23,5.7%,26,17.7%,10,-14.8%
MIN,2-8,20,3.6%,19,3.0%,24,16.2%,7,-15.4%
CLE,4-6,21,3.9%,21,3.4%,14,2.3%,31,5.3%
DEN,5-5,22,3.9%,22,3.6%,25,17.6%,11,-14.3%
OAK,6-4,23,4.3%,18,2.9%,18,7.5%,26,-0.8%
BUF,5-5,24,7.3%,27,8.0%,28,18.2%,19,-5.3%
ARI,3-7,25,8.1%,26,7.5%,20,14.4%,28,-0.1%
KC,4-6,26,8.2%,25,7.1%,27,18.0%,25,-0.9%
NE,7-3,27,9.0%,24,7.1%,22,14.8%,24,-1.0%
GB,10-0,28,9.4%,28,10.5%,23,15.4%,23,-1.3%
SD,4-6,29,12.4%,30,13.6%,29,26.3%,22,-2.3%
TB,4-6,30,13.9%,29,13.6%,31,28.2%,21,-3.2%
IND,0-10,31,16.7%,31,19.9%,32,31.4%,29,3.6%
CAR,2-8,32,21.1%,32,21.7%,30,26.4%,32,15.8%
