Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
TEN,2-1,1,-27.4%,1,-27.4%,3,-21.8%,4,-32.7%
DET,3-0,2,-26.6%,2,-26.6%,1,-27.2%,9,-25.7%
BAL,2-1,3,-25.5%,3,-25.5%,4,-19.7%,2,-35.4%
SF,2-1,4,-18.9%,4,-18.9%,9,-5.7%,1,-41.3%
CIN,1-2,5,-16.0%,5,-16.0%,5,-11.6%,12,-20.9%
DAL,2-1,6,-14.0%,6,-14.0%,8,-6.6%,5,-28.0%
NYJ,2-1,7,-10.5%,7,-10.5%,2,-22.8%,28,2.8%
PIT,2-1,8,-10.1%,8,-10.1%,7,-10.7%,19,-9.0%
WAS,2-1,9,-8.4%,9,-8.4%,6,-11.5%,22,-3.9%
ATL,1-2,10,-7.0%,10,-7.0%,10,-1.9%,17,-13.4%
IND,0-3,11,-6.6%,11,-6.6%,14,7.1%,13,-19.5%
CLE,2-1,12,-4.8%,12,-4.8%,11,3.8%,16,-13.8%
NYG,2-1,13,-4.5%,13,-4.5%,16,9.3%,11,-21.4%
JAX,1-2,14,-3.2%,14,-3.2%,20,19.8%,3,-35.1%
SEA,1-2,15,0.1%,15,0.1%,25,23.6%,7,-25.8%
MIN,0-3,16,0.9%,16,0.9%,15,8.5%,14,-15.8%
PHI,1-2,17,3.0%,17,3.0%,13,5.4%,27,0.2%
HOU,2-1,18,4.4%,18,4.4%,12,4.5%,29,4.1%
CHI,1-2,19,4.4%,19,4.4%,23,22.4%,10,-25.4%
ARI,1-2,20,5.1%,20,5.1%,17,11.3%,23,-3.8%
DEN,1-2,21,6.1%,21,6.1%,29,29.5%,8,-25.7%
BUF,3-0,22,6.9%,22,6.9%,21,20.8%,18,-10.4%
GB,3-0,23,7.2%,23,7.2%,22,21.7%,6,-27.4%
OAK,2-1,24,9.2%,24,9.2%,18,15.5%,24,-3.1%
NO,2-1,25,11.1%,25,11.1%,19,17.6%,26,-1.0%
SD,2-1,26,11.2%,26,11.2%,28,27.5%,20,-7.9%
KC,0-3,27,11.9%,27,11.9%,26,23.9%,25,-1.2%
TB,2-1,28,13.4%,28,13.4%,31,34.1%,15,-14.7%
CAR,1-2,29,15.1%,29,15.1%,24,23.0%,31,6.4%
STL,0-3,30,20.7%,30,20.7%,27,25.8%,32,12.4%
NE,2-1,31,22.1%,31,22.1%,30,34.0%,21,-5.6%
MIA,0-3,32,25.9%,32,25.9%,32,40.0%,30,5.6%
