Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,6-3,1,-24.7%,1,-24.3%,1,-25.3%,3,-24.1%
DET,6-3,2,-20.1%,2,-20.4%,2,-25.1%,8,-13.0%
NYJ,5-4,3,-19.1%,3,-19.9%,3,-22.1%,5,-15.8%
JAX,3-6,4,-15.6%,4,-16.8%,7,-8.1%,2,-24.7%
HOU,7-3,5,-13.5%,5,-15.8%,4,-15.1%,13,-11.1%
SF,8-1,6,-11.8%,8,-10.7%,12,-0.5%,1,-35.8%
CHI,6-3,7,-11.4%,6,-12.2%,5,-13.6%,17,-6.7%
ATL,5-4,8,-11.3%,7,-12.0%,8,-4.1%,4,-23.0%
DAL,5-4,9,-8.5%,9,-8.5%,6,-11.7%,21,-3.5%
WAS,3-6,10,-6.6%,10,-5.8%,10,-3.1%,14,-10.5%
NYG,6-3,11,-3.4%,11,-4.9%,13,-0.3%,15,-7.8%
PIT,7-3,12,-3.4%,12,-3.4%,11,-0.8%,16,-7.2%
CIN,6-3,13,-1.8%,14,-0.8%,16,5.3%,12,-11.1%
CLE,3-6,14,-0.1%,13,-0.9%,9,-3.7%,29,3.2%
NO,7-3,15,2.0%,16,2.8%,17,5.8%,20,-3.9%
SEA,3-6,16,2.5%,15,2.5%,21,14.2%,6,-13.7%
TEN,5-4,17,3.2%,19,5.1%,22,14.9%,9,-12.5%
PHI,3-6,18,3.4%,17,2.9%,14,4.5%,28,2.0%
MIN,2-7,19,5.3%,20,5.5%,23,16.4%,7,-13.1%
GB,9-0,20,5.7%,21,6.5%,18,10.3%,25,-2.7%
STL,2-7,21,5.7%,18,4.4%,15,4.5%,31,7.4%
DEN,4-5,22,6.4%,22,6.7%,28,20.0%,11,-11.7%
BUF,5-4,23,7.1%,25,7.8%,24,17.0%,18,-4.9%
ARI,3-6,24,7.7%,24,6.9%,20,12.9%,26,0.6%
KC,4-5,25,7.8%,23,6.7%,26,19.4%,22,-3.1%
OAK,5-4,26,8.1%,26,8.3%,19,12.8%,27,1.0%
SD,4-5,27,8.7%,28,9.1%,27,19.5%,23,-2.9%
MIA,2-7,28,9.6%,27,8.8%,30,25.0%,10,-12.3%
NE,6-3,29,10.6%,29,9.3%,25,18.2%,24,-2.7%
TB,4-5,30,14.9%,30,14.1%,31,31.7%,19,-4.2%
IND,0-10,31,17.3%,32,20.2%,32,32.8%,30,3.6%
CAR,2-7,32,17.7%,31,17.9%,29,22.0%,32,13.7%
