Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,10-4,1,-18.2%,3,-13.9%,1,-16.9%,4,-19.7%
SF,11-3,2,-16.6%,1,-16.7%,6,-5.2%,1,-38.5%
NYJ,8-6,3,-12.7%,7,-9.9%,4,-7.7%,5,-18.1%
ATL,9-5,4,-12.6%,2,-15.4%,8,-4.3%,3,-24.8%
CHI,7-7,5,-12.2%,4,-13.6%,7,-4.4%,2,-24.9%
DET,9-5,6,-11.1%,8,-9.8%,2,-14.3%,18,-6.1%
HOU,10-4,7,-10.7%,5,-11.6%,3,-10.3%,12,-11.4%
JAX,4-10,8,-10.4%,6,-10.0%,9,-4.0%,6,-18.0%
PIT,10-4,9,-7.0%,9,-9.4%,5,-5.8%,15,-8.7%
SEA,7-7,10,-6.6%,10,-9.2%,10,-2.1%,10,-12.7%
WAS,5-9,11,-4.2%,14,-2.9%,12,-0.4%,14,-8.7%
DAL,8-6,12,-3.7%,15,-1.9%,14,-0.1%,13,-9.4%
PHI,6-8,13,-2.6%,12,-6.1%,11,-0.6%,19,-5.1%
MIA,5-9,14,-1.5%,11,-6.5%,18,7.1%,7,-14.8%
STL,2-12,15,-0.4%,13,-3.2%,13,-0.1%,23,-0.7%
KC,6-8,16,0.5%,16,-1.6%,16,4.6%,21,-3.6%
TEN,7-7,17,0.7%,18,0.7%,22,11.1%,9,-12.8%
ARI,7-7,18,1.9%,17,-0.7%,15,3.8%,24,-0.7%
CIN,8-6,19,2.4%,20,4.6%,21,10.5%,16,-8.0%
DEN,8-6,20,2.5%,19,1.6%,24,14.7%,11,-12.6%
NYG,7-7,21,5.7%,22,7.1%,23,13.9%,20,-4.7%
OAK,7-7,22,6.5%,21,6.2%,17,7.1%,31,5.7%
CLE,4-10,23,7.1%,26,9.1%,19,8.7%,30,5.6%
NO,11-3,24,7.4%,23,7.5%,26,15.9%,17,-7.2%
SD,7-7,25,7.5%,24,7.8%,25,15.2%,22,-0.9%
MIN,2-12,26,7.7%,25,8.9%,29,23.4%,8,-14.4%
GB,13-1,27,7.8%,27,9.5%,20,9.2%,29,5.5%
BUF,5-9,28,10.8%,31,14.8%,27,16.9%,28,4.3%
TB,4-10,29,12.7%,30,12.8%,31,24.0%,26,1.0%
IND,1-13,30,13.4%,29,12.6%,30,23.9%,27,2.6%
CAR,5-9,31,13.7%,28,12.3%,28,18.0%,32,9.1%
NE,11-3,32,15.5%,32,15.3%,32,25.1%,25,0.7%
